date,owner,station,time,artist,title,ensemble,gender,race,city,b2b_gender,b2b_combinedGender,b2b_lgbtq,b2b_raceGender
1/7/22,Hubbard,WYGY-FM,12:00:00 AM,"SHELTON, BLAKE",Sure Be Cool If You Did,solo,men,white,Cincinnati,X,X,X,X
1/7/22,Hubbard,WYGY-FM,12:07:00 AM,"RHETT, THOMAS",Country Again,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Hubbard,WYGY-FM,12:10:00 AM,"LYNCH, DUSTIN",Small Town Boy,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Hubbard,WYGY-FM,12:14:00 AM,"BRICE, LEE",Rumor,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Hubbard,WYGY-FM,12:17:00 AM,SAWYER BROWN,Some Girls Do,group,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Hubbard,WYGY-FM,12:20:00 AM,"BRYAN, LUKE",Down To One,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Hubbard,WYGY-FM,12:24:00 AM,"SWINDELL, COLE",Ain't Worth The Whiskey,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Hubbard,WYGY-FM,12:27:00 AM,"CHESNEY, KENNY",I Go Back,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Hubbard,WYGY-FM,12:30:00 AM,"BYRD, TRACY",The Keeper Of The Stars,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Hubbard,WYGY-FM,12:39:00 AM,"WILSON, LAINEY",Things A Man Oughta Know,solo,women,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Hubbard,WYGY-FM,12:42:00 AM,"RAYE, COLLIN",That's My Story,solo,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Hubbard,WYGY-FM,12:45:00 AM,RASCAL FLATTS,Life Is A Highway,trio,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Hubbard,WYGY-FM,12:49:00 AM,"COMBS, LUKE/CHURCH, ERIC",Does To Me,collab,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Hubbard,WYGY-FM,12:53:00 AM,"MCBRIDE, MARTINA",My Baby Loves Me,solo,women,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Hubbard,WYGY-FM,12:55:00 AM,"RHETT, THOMAS",It Goes Like This,solo,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Hubbard,WYGY-FM,12:58:00 AM,"URBAN, KEITH",Who Wouldn't Wanna Be Me,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Hubbard,WYGY-FM,1:02:00 AM,"OTTO, JAMES",Just Got Started Lovin' You,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Hubbard,WYGY-FM,1:10:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,collab,male-female,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Hubbard,WYGY-FM,1:13:00 AM,"CURRINGTON, BILLY",Good Directions,solo,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Hubbard,WYGY-FM,1:17:00 AM,"REXHA, BEBE/FLORIDA GEORGIA LINE",Meant To Be,collab,male-female,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Hubbard,WYGY-FM,1:19:00 AM,"JACKSON, ALAN",Little Bitty,solo,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Hubbard,WYGY-FM,1:22:00 AM,"BRYAN, LUKE",Knockin' Boots,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
