date,owner,station,time,artist,title,ensemble,gender,race,city,b2b_gender,b2b_combinedGender,b2b_lgbtq,b2b_raceGender
1/7/22,Cumulus,WNNF-FM,12:03:00 AM,"BROWN, KANE",One Mississippi,solo,men,multiethnic,Cincinnati,X,X,X,X
1/7/22,Cumulus,WNNF-FM,12:06:00 AM,"KEITH, TOBY",Old School,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,12:16:00 AM,"PARDI, JON",Tequila Little Time,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,12:19:00 AM,FLORIDA GEORGIA LINE,This Is How We Roll,duo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,12:23:00 AM,"ALDEAN, JASON",Blame It On You,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,12:27:00 AM,"MCCOLLUM, PARKER",To Be Loved By You,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,12:30:00 AM,"MOORE, JUSTIN",We Didn't Have Much,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,12:33:00 AM,"MCGRAW, TIM",7500 OBO,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,12:36:00 AM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,collab,male-female,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,12:40:00 AM,"MCCREERY, SCOTTY",Damn Strait,solo,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,12:50:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,collab,male-female,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,12:53:00 AM,"OWEN, JAKE",Best Thing Since Backroads,solo,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,12:56:00 AM,ZAC BROWN BAND,Same Boat,group,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,1:00:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,collab,men,multiethnic,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,1:03:00 AM,"BLOCK, PRISCILLA",Just About Over You,solo,women,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,1:06:00 AM,KID ROCK,All Summer Long,solo,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,1:16:00 AM,"ARTS, TENILLE","Back Then, Right Now",solo,women,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,1:19:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,collab,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,1:22:00 AM,"YOUNG, CHRIS/TENPENNY, MITCHELL",At The End Of A Bar,collab,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,1:27:00 AM,"SHANE, ELVIE",My Boy,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,1:30:00 AM,"HUNT, SAM",23,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,1:33:00 AM,MADDIE & TAE,Die From A Broken Heart,duo,women,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,1:36:00 AM,"ELDREDGE, BRETT",Don't Ya,solo,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,1:39:00 AM,"CHURCH, ERIC",Heart On Fire,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,1:51:00 AM,"RAY, MICHAEL",Whiskey And Rain,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,1:55:00 AM,"MCGRAW, TIM",Live Like You Were Dying,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,2:00:00 AM,LADY ANTEBELLUM,Champagne Night,trio,male-female,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,2:03:00 AM,HARDY,Give Heaven Some Hell,solo,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,2:06:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,2:17:00 AM,ZAC BROWN BAND,Chicken Fried,group,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,2:20:00 AM,"CLARK, CALLISTA",It's 'Cause I Am,solo,women,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,2:23:00 AM,"WALLEN, MORGAN",Sand In My Boots,solo,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,2:27:00 AM,"PARDI, JON",Tequila Little Time,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,2:30:00 AM,"BRYAN, LUKE",Waves,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,2:34:00 AM,"JANSON, CHRIS",Bye Mom,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,2:38:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,collab,women,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,2:48:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,collab,male-female,white,Cincinnati,X,B2BCombWomen,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,2:52:00 AM,"COMBS, LUKE",Better Together,solo,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,2:55:00 AM,"BENTLEY, DIERKS",Come A Little Closer,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,3:00:00 AM,"ATKINS, RODNEY",Watching You,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,3:03:00 AM,"BROWN, KANE",One Mississippi,solo,men,multiethnic,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,3:07:00 AM,"DICKERSON, RUSSELL",Home Sweet,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,3:17:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,collab,male-female,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,3:19:00 AM,"STELL, MATT",Everywhere But On,solo,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,3:23:00 AM,"BRICE, LEE",Memory I Don't Mess With,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,3:26:00 AM,"RODGERS, JAMESON",Some Girls,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,3:29:00 AM,"ALAINA, LAUREN/PARDI, JON",Getting Over Him,collab,male-female,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,3:32:00 AM,"YOUNG, BRETT",Lady,solo,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,3:35:00 AM,"SWIFT, TAYLOR",I Bet You Think About Me,solo,women,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,3:45:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,collab,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,3:49:00 AM,"JOHNSON, CODY",Til You Can't,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,3:52:00 AM,"CHESNEY, KENNY",Knowing You,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,3:56:00 AM,"COMBS, LUKE",When It Rains It Pours,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,4:00:00 AM,"CHURCH, ERIC",Hell Of A View,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,4:02:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,collab,men,multiethnic,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,4:06:00 AM,"BROWN, KANE",Good As You,solo,men,multiethnic,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BPOCMen
1/7/22,Cumulus,WNNF-FM,4:16:00 AM,"KEITH, TOBY",Old School,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,4:19:00 AM,"RAY, MICHAEL",Whiskey And Rain,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,4:22:00 AM,"MCCREERY, SCOTTY",Damn Strait,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,4:27:00 AM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,collab,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,4:30:00 AM,"OWEN, JAKE",Best Thing Since Backroads,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,4:33:00 AM,"BRICE, LEE",One Of Them Girls,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,4:36:00 AM,"UNDERWOOD, CARRIE",Church Bells,solo,women,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,4:39:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,collab,male-female,white,Cincinnati,X,B2BCombWomen,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,4:49:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,solo,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,4:53:00 AM,"ARTS, TENILLE","Back Then, Right Now",solo,women,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,4:56:00 AM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,collab,male-female,white,Cincinnati,X,B2BCombWomen,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,5:00:00 AM,"BRYAN, LUKE",Waves,solo,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,5:03:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,collab,male-female,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,5:07:00 AM,"STAPLETON, CHRIS",Starting Over,solo,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,5:11:00 AM,"OWEN, JAKE",Homemade,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,5:21:00 AM,"YOUNG, BRETT",Lady,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,5:24:00 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling…,collab,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,Cumulus,WNNF-FM,5:27:00 AM,DAN + SHAY,All To Myself,duo,men,multiethnic,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,5:30:00 AM,"MOORE, JUSTIN",Somebody Else Will,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,5:32:00 AM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,collab,male-female,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,5:36:00 AM,"BRYAN, LUKE",Down To One,solo,men,white,Cincinnati,X,X,B2BStraight,X
1/7/22,Cumulus,WNNF-FM,5:39:00 AM,"HUNT, SAM",Make You Miss Me,solo,men,white,Cincinnati,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
