date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,b2b_gender,b2b_combinedGender,b2b_collabGender,b2b_race,b2b_raceGender
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,12:25:00 AM,LOVE AND THEFT,Angel Eyes,2011,G,c-,duo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,12:28:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,12:31:00 AM,"MOON, NIKO",Paradise To Me,2020,C,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,12:34:00 AM,"RUCKER, DARIUS",Beers And Sunshine,2020,R,c-,solo,men,black,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,X,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,12:37:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,Philadelphia,X,X,X,X,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,12:44:00 AM,"SMITH, CONNER",Learn From It,2021,R,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,12:47:00 AM,"BRICE, LEE",Love Like Crazy,2008,G,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,12:50:00 AM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,12:53:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,12:57:00 AM,"BARRETT, GABBY",The Good Ones,2019,R,c-,solo,women,white,Philadelphia,X,B2BCombWomen,B2BCollabWomen,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,1:01:00 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Philadelphia,B2Bwomen,B2BCombWomen,B2BCollabWomen,B2Bwhite,B2BwhiteWomen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,1:05:00 AM,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,1:08:00 AM,"SHELTON, BLAKE",God Gave Me You,2011,G,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,1:12:00 AM,"BRYAN, LUKE",Up,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,1:17:00 AM,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,1:20:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,1:23:00 AM,"WALLEN, MORGAN",Whiskey Glasses,2016,G,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,1:27:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,1:31:00 AM,MIDLAND,Sunrise Tells The Story,2021,C,c-,trio,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,1:34:00 AM,"MCCREERY, SCOTTY",You Time,2020,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,1:37:00 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,1:43:00 AM,"JANSON, CHRIS",Bye Mom,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,1:47:00 AM,"KEITH, TOBY",I Wanna Talk About Me,2001,G,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,1:50:00 AM,"LAMBERT, MIRANDA",If I Was A Cowboy,2021,R,c-,solo,women,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,1:53:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Philadelphia,X,X,X,X,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,1:56:00 AM,"PARMALEE/BROWN, BLANCO",Just The Way ,2019,R,c-,collab,men,multiethnic,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bnonwhite,B2BnonwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,2:00:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,X,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,2:03:00 AM,"PARDI, JON",Last Night Lonely,2022,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,2:06:00 AM,"DAN + SHAY/BIEBER, JUSTIN","10,000 Hours",2019,G,c-,collab,men,multiethnic,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,X,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,2:09:00 AM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bnonwhite,B2BnonwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,2:13:00 AM,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,X,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,2:18:00 AM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,2:21:00 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,2:24:00 AM,"LYNCH, DUSTIN",Party Mode,2022,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,2:28:00 AM,LADY ANTEBELLUM,Need You Now,2009,G,c-,trio,male-female,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,2:32:00 AM,"BRYAN, LUKE",Waves,2021,R,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,2:35:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,2:40:00 AM,"ELLIS, HANNAH",Us,2021,C,c-,solo,women,white,Philadelphia,B2Bwomen,B2BCombWomen,B2BCollabWomen,B2Bwhite,B2BwhiteWomen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,2:43:00 AM,"URBAN, KEITH",Days Go By,2004,G,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,2:47:00 AM,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,2:51:00 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,2:54:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,2:58:00 AM,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,3:01:00 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,3:05:00 AM,"YOUNG, BRETT",You Didn't,2021,C,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,3:08:00 AM,"STAPLETON, CHRIS",Broken Halos,2016,G,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,3:11:00 AM,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,3:16:00 AM,HARDY,Give Heaven Some Hell,2020,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,3:19:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,3:22:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Philadelphia,X,X,X,X,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,3:26:00 AM,"JONES, CAROLINE",Come In (But Don't Make...),2021,C,c-,solo,women,white,Philadelphia,X,X,X,X,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,3:29:00 AM,"ALLEN, JIMMIE",Best Shot,2017,G,c-,solo,men,black,Philadelphia,X,X,X,X,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,3:32:00 AM,"COMBS, LUKE",Better Together,2019,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,X,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,3:35:00 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,3:41:00 AM,"BRICE, LEE",Soul,2020,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,3:43:00 AM,"LAMBERT, MIRANDA",White Liar,2009,G,c-,solo,women,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,3:47:00 AM,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,3:50:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,3:54:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,3:57:00 AM,"ARTS, TENILLE","Back Then, Right Now",2021,R,c-,solo,women,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,4:00:00 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,4:03:00 AM,OLD DOMINION,No Hard Feelings,2021,R,c-,group,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,4:07:00 AM,"GILBERT, BRANTLEY",You Don't Know Her Like I Do,2011,G,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,4:10:00 AM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,4:15:00 AM,"SWIFT, TAYLOR",I Bet You Think About Me,2021,C,c-,solo,women,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,4:18:00 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,4:22:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,4:26:00 AM,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,4:29:00 AM,ZAC BROWN BAND,Chicken Fried,2008,G,c-,group,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,4:33:00 AM,"BENTLEY, DIERKS",Gone,2020,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,4:36:00 AM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,4:40:00 AM,"WADE, MORGAN",Wilder Days,2021,R,c-,solo,women,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,4:44:00 AM,LONESTAR,Walking In Memphis,2003,G,c-,group,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,4:48:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,4:51:00 AM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,4:54:00 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,4:57:00 AM,"ERNEST/WALLEN, MORGAN",Flower Shops,2022,R,c-,collab,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,5:01:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,5:04:00 AM,"CURRINGTON, BILLY",Do I Make You Wanna,2015,G,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,5:08:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,X,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,5:16:00 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,X,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,5:18:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,5:21:00 AM,"LYNCH, DUSTIN",Party Mode,2022,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,5:30:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,5:33:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,5:36:00 AM,KID ROCK,Picture,2001,G,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,5:48:00 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,5:51:00 AM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,5:54:00 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling…,2020,R,c-,collab,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",OVN,Beasley,WXTU-FM,5:58:00 AM,"RUCKER, DARIUS",Wagon Wheel,2012,G,c-,solo,men,black,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,X,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,6:02:00 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,X,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,6:06:00 AM,"ALDEAN, JASON",Rearview Town,2018,G,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,6:09:00 AM,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,6:17:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,6:21:00 AM,"BRICE, LEE",I Don't Dance,2014,G,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,6:32:00 AM,"SCOTT, DYLAN",Nobody,2019,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,6:35:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,6:38:00 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Philadelphia,X,B2BCombWomen,B2BCollabWomen,B2Bwhite,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,6:49:00 AM,"SWIFT, TAYLOR",Teardrops On My Guitar,2006,G,c-,solo,women,white,Philadelphia,B2Bwomen,B2BCombWomen,B2BCollabWomen,B2Bwhite,B2BwhiteWomen
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,6:54:00 AM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,6:58:00 AM,DAN + SHAY,All To Myself,2018,G,c-,duo,men,multiethnic,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,X,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,7:00:00 AM,"BRYAN, LUKE",Someone Else Calling You Baby,2009,G,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,X,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,7:04:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,X,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,7:08:00 AM,"SHANE, ELVIE",My Boy,2020,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,X,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,7:17:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,X,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,7:20:00 AM,FLORIDA GEORGIA LINE,This Is How We Roll,2013,G,c-,duo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,X,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,7:32:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,7:35:00 AM,"BENTLEY, DIERKS",What Was I Thinkin',2003,G,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,7:39:00 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,7:52:00 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,7:58:00 AM,"SWINDELL, COLE",Single Saturday Night,2020,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,8:02:00 AM,LADY ANTEBELLUM,Compass,2013,G,c-,trio,male-female,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,8:05:00 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,8:08:00 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,8:16:00 AM,"HOUSER, RANDY",How Country Feels,2012,G,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,8:20:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,8:30:00 AM,"DAVIS, JORDAN",Almost Maybes,2020,R,c-,solo,men,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,8:33:00 AM,"ATKINS, RODNEY",Take A Back Road,2011,G,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,8:36:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Philadelphia,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,8:48:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Philadelphia,X,X,X,B2Bwhite,X
2/25/22,"Friday, regular",AMD,Beasley,WXTU-FM,8:54:00 AM,FLORIDA GEORGIA LINE,Stay,2012,G,c-,duo,men,white,Philadelphia,X,X,X,B2Bwhite,X
