date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,b2b_gender,b2b_combinedGender,b2b_collabGender,b2b_race,b2b_raceGender
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,12:53:00 AM,"CHESNEY, KENNY",Come Over,2012,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,12:58:00 AM,DAN + SHAY,I Should Probably Go To Bed,2020,R,c-,duo,men,multiethnic,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,X,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:00:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bnonwhite,B2BnonwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:04:00 AM,"RUCKER, DARIUS",Alright,2008,G,c-,solo,men,black,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bnonwhite,B2BnonwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:08:00 AM,"RICE, CHASE",If I Were Rock & Roll,2021,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,X,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:12:00 AM,"ALDEAN, JASON",You Make It Easy,2018,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:15:00 AM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:18:00 AM,"RODGERS, JAMESON",Some Girls,2017,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:21:00 AM,"LAMBERT, MIRANDA",If I Was A Cowboy,2021,R,c-,solo,women,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:24:00 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:27:00 AM,"RHETT, THOMAS",Star Of The Show,2016,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:30:00 AM,HARDY,Give Heaven Some Hell,2020,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:34:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,X,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:37:00 AM,"MCCREERY, SCOTTY",You Time,2020,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,X,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:40:00 AM,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:45:00 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:49:00 AM,"UNDERWOOD, CARRIE",Before He Cheats,2005,G,c-,solo,women,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:53:00 AM,"CLARK, CALLISTA",It's 'Cause I Am,2021,R,c-,solo,women,white,LosAngeles,B2Bwomen,B2BCombWomen,B2BCollabWomen,B2Bwhite,B2BwhiteWomen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:55:00 AM,DAN + SHAY,Speechless,2018,G,c-,duo,men,multiethnic,LosAngeles,X,X,X,X,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,1:59:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,X,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,2:02:00 AM,"LANE, CHRIS",Fix,2015,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,2:05:00 AM,LADY ANTEBELLUM,What A Song Can Do,2021,R,c-,trio,male-female,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,2:09:00 AM,"ALDEAN, JASON",When She Says Baby,2012,G,c-,solo,men,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,2:12:00 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,2:16:00 AM,"BENTLEY, DIERKS",Gone,2020,R,c-,solo,men,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,2:19:00 AM,"COMBS, LUKE",One Number Away,2017,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,2:23:00 AM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,2:26:00 AM,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,2:29:00 AM,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,2:32:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,2:35:00 AM,"ALLEN, JIMMIE",Best Shot,2017,G,c-,solo,men,black,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,X,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,2:38:00 AM,DAN + SHAY,Steal My Love,2021,R,c-,duo,men,multiethnic,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bnonwhite,B2BnonwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,2:41:00 AM,FLORIDA GEORGIA LINE,H.O.L.Y.,2016,G,c-,duo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,X,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,2:46:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,2:50:00 AM,"DICKERSON, RUSSELL",Every Little Thing,2016,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,2:53:00 AM,"YOUNG, BRETT",You Didn't,2021,C,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,2:56:00 AM,"UNDERWOOD, CARRIE",Cowboy Casanova,2009,G,c-,solo,women,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:00:00 AM,"BRYAN, LUKE",Down To One,2020,R,c-,solo,men,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:04:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:08:00 AM,"BENTLEY, DIERKS/KING, ELLE",Different For Girls,2016,G,c-,collab,male-female,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:10:00 AM,PARMALEE,Take My Name,2021,R,c-,group,men,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:14:00 AM,"ELDREDGE, BRETT",Love Someone,2017,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:17:00 AM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:21:00 AM,LOCASH,One Big Country Song,2019,G,c-,duo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:24:00 AM,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:27:00 AM,LADY ANTEBELLUM,Like A Lady,2021,R,c-,trio,male-female,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:30:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,LosAngeles,X,B2BCombWomen,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:34:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:36:00 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling…,2020,R,c-,collab,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:40:00 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:45:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,X,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:48:00 AM,"CURRINGTON, BILLY",Don't It,2014,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,X,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:52:00 AM,"ALAINA, LAUREN/PARDI, JON",Getting Over Him,2020,R,c-,collab,male-female,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:54:00 AM,"SWINDELL, COLE",Ain't Worth The Whiskey,2014,G,c-,solo,men,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,3:58:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,X,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,4:01:00 AM,"SHELTON, BLAKE",Boys 'Round Here,2013,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,X,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,4:05:00 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,4:08:00 AM,LADY ANTEBELLUM,Bartender,2014,G,c-,trio,male-female,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,4:12:00 AM,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,4:16:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,4:19:00 AM,"HUNT, SAM",Body Like A Back Road,2017,G,c-,solo,men,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,4:21:00 AM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,4:25:00 AM,"LANE, CHRIS",Fill Them Boots,2021,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,4:27:00 AM,"BRYAN, LUKE",One Margarita,2020,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,4:31:00 AM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,4:34:00 AM,FLORIDA GEORGIA LINE,Dirt,2014,G,c-,duo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,4:37:00 AM,"LAMBERT, MIRANDA",If I Was A Cowboy,2021,R,c-,solo,women,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,4:40:00 AM,"SHELTON, BLAKE",Sangria,2014,G,c-,solo,men,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,4:45:00 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,4:49:00 AM,"COMBS, LUKE",Lovin' On You,2019,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,4:53:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,4:56:00 AM,"MORRIS, MAREN",I Could Use A Love Song,2016,G,c-,solo,women,white,LosAngeles,X,B2BCombWomen,B2BCollabWomen,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,5:01:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,5:04:00 AM,"RHETT, THOMAS",T-Shirt,2015,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,5:07:00 AM,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,5:15:00 AM,"ALDEAN, JASON",Just Gettin' Started,2014,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,5:18:00 AM,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,5:22:00 AM,"SCOTT, DYLAN",Nobody,2019,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,5:24:00 AM,OLD DOMINION,I Was On A Boat That Day,2021,R,c-,group,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,5:27:00 AM,"BRYAN, LUKE",That's My Kind Of Night,2013,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,5:30:00 AM,BROTHERS OSBORNE,I'm Not For Everyone,2020,C,c-,duo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,5:33:00 AM,"PARMALEE/BROWN, BLANCO",Just The Way,2019,R,c-,collab,men,multiethnic,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,X,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,5:36:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,X,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,5:44:00 AM,"CURRINGTON, BILLY",We Are Tonight,2013,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,5:48:00 AM,LADY ANTEBELLUM,What A Song Can Do,2021,R,c-,trio,male-female,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,5:52:00 AM,"URBAN, KEITH",Little Bit Of Everything,2013,G,c-,solo,men,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,5:55:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Mount Wilson FM,KKGO-FM,5:59:00 AM,"UNDERWOOD, CARRIE",The Star Spangled Banner,2006,G,c-,solo,women,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",AMD,Mount Wilson FM,KKGO-FM,6:01:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",AMD,Mount Wilson FM,KKGO-FM,6:04:00 AM,"DAWSON, DEVIN",All On Me,2017,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Mount Wilson FM,KKGO-FM,6:08:00 AM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,X,X
1/7/22,"Friday, Morris",AMD,Mount Wilson FM,KKGO-FM,6:18:00 AM,"MCGRAW, TIM",I Called Mama,2020,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,X,X
1/7/22,"Friday, Morris",AMD,Mount Wilson FM,KKGO-FM,6:22:00 AM,"LANE, CHRIS",I Don't Know About You,2018,G,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Mount Wilson FM,KKGO-FM,6:27:00 AM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Mount Wilson FM,KKGO-FM,6:31:00 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",AMD,Mount Wilson FM,KKGO-FM,6:34:00 AM,"ALDEAN, JASON",Take A Little Ride,2012,G,c-,solo,men,white,LosAngeles,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",AMD,Mount Wilson FM,KKGO-FM,6:37:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,LosAngeles,B2Bmen,B2BCombMen,B2BCollabMen,B2Bwhite,B2BwhiteMen
