date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,b2b_gender
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,1:46:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2020,R,c-,collab,male-female,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,1:49:00 AM,"BRICE, LEE",Soul,2020,R,c-,solo,men,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,1:51:00 AM,"OWEN, JAKE",Best Thing Since Backroads,2011,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,1:55:00 AM,"TENPENNY, MITCHELL",Truth About You,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,1:58:00 AM,"HUNT, SAM",23,2022,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,2:01:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You ,2020,R,c-,collab,male-female,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,2:04:00 AM,"COMBS, LUKE",Hurricane,2020,R,c-,solo,men,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,2:07:00 AM,"RHETT, THOMAS",Slow Down Summer,2022,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,2:14:00 AM,"GALLAHER, BEN",Every Small Town,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,2:17:00 AM,"CHESNEY, KENNY",Knowing You,2020,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,2:21:00 AM,"KEITH, TOBY",Old School,2003,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,2:24:00 AM,"PARDI, JON",Night Shift,2022,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,2:27:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt ,2017,G,c-,collab,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,2:30:00 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2022,C,c-,collab,women,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,2:37:00 AM,"BENTLEY, DIERKS",Gone,2006,G,c-,solo,men,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,2:40:00 AM,"URBAN, KEITH",Wild Hearts,2016,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,2:43:00 AM,LITTLE BIG TOWN,Day Drinking,2016,G,c-,group,male-female,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,2:46:00 AM,"JANSON, CHRIS",Bye Mom,2022,C,c-,solo,men,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,2:50:00 AM,"ALDEAN, JASON",Big Green Tractor,2009,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,2:53:00 AM,"BECKHAM, CHAYCE/ELL, LINDSAY",Can't Do Without Me,2021,R,c-,collab,male-female,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,2:57:00 AM,DAN + SHAY,Glad You Exist,2018,G,c-,duo,men,multiethnic,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,2:59:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,3:03:00 AM,"MORRIS, MAREN",The Bones,2015,G,c-,solo,women,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,3:06:00 AM,"DICKERSON, RUSSELL",Blue Tacoma,2021,C,c-,solo,men,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,3:09:00 AM,"MCCREERY, SCOTTY",Damn Strait,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,3:15:00 AM,"FULCHER, RAY",Girl In It,2019,C,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,3:18:00 AM,"SCOTT, DYLAN",Nobody,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,3:21:00 AM,"ANDRESS, INGRID/HUNT, SAM",Wishful Drinking ,2021,R,c-,collab,male-female,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,3:24:00 AM,"CURRINGTON, BILLY",Do I Make You Wanna,2022,C,c-,solo,men,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,3:28:00 AM,"WALLEN, MORGAN",Sand In My Boots,2018,C,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,3:31:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,3:38:00 AM,"MCCOLLUM, PARKER",Pretty Heart,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,3:42:00 AM,BROTHERS OSBORNE,I'm Not For Everyone,2020,C,c-,duo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,3:45:00 AM,"LYNCH, DUSTIN",Good Girl,2019,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,3:48:00 AM,"ALAINA, LAUREN/PARDI, JON",Getting Over Him ,2015,G,c-,collab,male-female,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,3:51:00 AM,"CHESNEY, KENNY",She Thinks My Tractor's Sexy,2020,R,c-,solo,men,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,3:55:00 AM,"GRIFFIN, RYAN","Salt, Lime & Tequila",2011,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,3:58:00 AM,"BRYAN, LUKE",Down To One,2022,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,4:01:00 AM,"RHETT, THOMAS",Look What God Gave Her,2015,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,4:04:00 AM,OLD DOMINION,One Man Band,2017,G,c-,group,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,4:07:00 AM,"JOHNSON, CODY",Til You Can't,2021,C,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,4:13:00 AM,"YOUNG, BRETT",You Didn't,2016,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,4:17:00 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,4:19:00 AM,"COMBS, LUKE",Doin' This,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,4:23:00 AM,"MOORE, JUSTIN",Lettin' The Night Roll,2020,C,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,4:27:00 AM,"RAY, MICHAEL",Whiskey And Rain,2014,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,4:30:00 AM,"DICKERSON, RUSSELL",Home Sweet,2016,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,4:37:00 AM,"SHELTON, BLAKE/STEFANI, GWEN",Happy Anywhere,2020,R,c-,collab,male-female,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,4:39:00 AM,"LAMBERT, MIRANDA",If I Was A Cowboy,2007,G,c-,solo,women,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,4:43:00 AM,"BENTLEY, DIERKS",Somewhere On A Beach,2014,G,c-,solo,men,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,4:46:00 AM,"RAY, FRANK",Country'd Look Good On You,2006,G,c-,solo,men,hispanic,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,4:49:00 AM,"URBAN, KEITH",Days Go By,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,4:52:00 AM,MIDLAND,Sunrise Tells The Story,2021,C,c-,trio,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,4:56:00 AM,"ARTS, TENILLE",Somebody Like That,2019,R,c-,solo,women,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,4:59:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2019,G,c-,collab,women,white,KansasCity,B2Bwomen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,5:02:00 AM,"ALDEAN, JASON",Blame It On You,2019,R,c-,solo,men,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,5:06:00 AM,"BRYAN, LUKE",What Makes You Country,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,5:10:00 AM,PARMALEE,Take My Name,2020,R,c-,group,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,5:12:00 AM,"DAVIS, JORDAN",Almost Maybes,2018,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,5:15:00 AM,"MICHELSON, JACKSON",Tip Jar,1997,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,5:23:00 AM,LANCO,Greatest Love Story,2022,C,c-,group,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,5:30:00 AM,"PARDI, JON",Tequila Little Time,2016,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,5:34:00 AM,"HUNT, SAM",23,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,5:37:00 AM,OLD DOMINION,Make It Sweet,2017,G,c-,group,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,5:40:00 AM,"UNDERWOOD, CARRIE",Smoke Break,2015,G,c-,solo,women,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,5:43:00 AM,"MCGRAW, TIM",7500 OBO,2022,C,c-,solo,men,white,KansasCity,X
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,5:47:00 AM,"MCCREERY, SCOTTY",You Time,2021,C,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,5:53:00 AM,"CARMICHAEL, DILLON",Son Of A,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",OVN,Steel City,KBEQ-FM,5:56:00 AM,"LAMBERT, MIRANDA",Mama's Broken Heart,2021,R,c-,solo,women,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,6:02:00 AM,ZAC BROWN BAND,Homegrown,2015,G,c-,group,men,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,6:05:00 AM,"RHETT, THOMAS",Unforgettable,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,6:14:00 AM,"LYNCH, DUSTIN",Momma's House,2018,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,6:20:00 AM,"MCCOLLUM, PARKER",To Be Loved By You,2019,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,6:23:00 AM,"COMBS, LUKE",Lovin' On You,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,6:27:00 AM,"RUCKER, DARIUS",Wagon Wheel,2010,G,c-,solo,men,black,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,6:30:00 AM,DAN + SHAY,Tequila,2018,G,c-,duo,men,multiethnic,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,6:37:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,6:40:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,6:53:00 AM,"GILBERT, BRANTLEY",Bottoms Up,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,6:57:00 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2008,G,c-,collab,men,multiethnic,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,7:00:00 AM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,7:07:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,C,c-,solo,women,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,7:19:00 AM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,7:26:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown ,2022,C,c-,collab,male-female,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,7:30:00 AM,"ELDREDGE, BRETT",Love Someone,2012,G,c-,solo,men,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,7:45:00 AM,HARDY,Give Heaven Some Hell,2021,C,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,7:48:00 AM,THOMPSON SQUARE,Are You Gonna Kiss Me Or Not,2022,C,c-,duo,male-female,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,7:56:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt ,2017,G,c-,collab,men,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,7:59:00 AM,"LAMBERT, MIRANDA",Bluebird,2022,C,c-,solo,women,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,8:05:00 AM,"RHETT, THOMAS",Die A Happy Man,2021,R,c-,solo,men,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,8:10:00 AM,FLORIDA GEORGIA LINE,I Love My Country,2016,G,c-,duo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,8:13:00 AM,"SWINDELL, COLE",Let Me See Ya Girl,2013,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,8:20:00 AM,"CHURCH, ERIC",Heart On Fire,2011,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,8:29:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,8:32:00 AM,"HUNT, SAM",Body Like A Back Road,2021,R,c-,solo,men,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,8:39:00 AM,"WALLEN, MORGAN",Sand In My Boots,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,8:43:00 AM,"NIEMANN, JERROD",Drink To That All Night,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,8:47:00 AM,LADY ANTEBELLUM,Champagne Night,2021,C,c-,trio,male-female,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,8:50:00 AM,RASCAL FLATTS,I Like The Sound Of That,2012,G,c-,trio,men,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,9:01:00 AM,OLD DOMINION,Hotel Key,2014,G,c-,group,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,9:04:00 AM,ZAC BROWN BAND,Same Boat,2021,C,c-,group,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,9:09:00 AM,"CHESNEY, KENNY",Tip Of My Tongue,2010,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,9:12:00 AM,"URBAN, KEITH",Cop Car,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,9:18:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,C,c-,solo,women,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,9:21:00 AM,"YOUNG, BRETT",Catch,2019,R,c-,solo,men,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,9:31:00 AM,"COMBS, LUKE",Even Though I'm Leaving,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,9:34:00 AM,"MOORE, JUSTIN",With A Woman You Love,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,9:37:00 AM,"BRYAN, LUKE",Kick The Dust Up,2011,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,9:40:00 AM,"RAY, MICHAEL",Whiskey And Rain,2014,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,9:44:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You ,2020,R,c-,collab,male-female,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,9:48:00 AM,"SHELTON, BLAKE",Come Back As A Country Boy,2013,G,c-,solo,men,white,KansasCity,X
1/7/22,"Friday, Morris",AMD,Steel City,KBEQ-FM,9:51:00 AM,"PAISLEY, BRAD",She's Everything,2001,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",MID,Steel City,KBEQ-FM,10:00:00 AM,LOCASH,I Love This Life,2015,G,c-,duo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",MID,Steel City,KBEQ-FM,10:04:00 AM,"MCCOLLUM, PARKER",Pretty Heart,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",MID,Steel City,KBEQ-FM,10:08:00 AM,"EVANS, MORGAN",Love Is Real,2017,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",MID,Steel City,KBEQ-FM,10:15:00 AM,"BRICE, LEE",Rumor,2017,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",MID,Steel City,KBEQ-FM,10:19:00 AM,"ALDEAN, JASON",Dirt Road Anthem,2010,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",MID,Steel City,KBEQ-FM,10:22:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2019,G,c-,collab,women,white,KansasCity,X
1/7/22,"Friday, Morris",MID,Steel City,KBEQ-FM,10:26:00 AM,"ALLEN, JIMMIE",Make Me Want To,2018,G,c-,solo,men,black,KansasCity,X
1/7/22,"Friday, Morris",MID,Steel City,KBEQ-FM,10:28:00 AM,"CHESNEY, KENNY",All The Pretty Girls,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",MID,Steel City,KBEQ-FM,10:32:00 AM,"PARDI, JON",Tequila Little Time,2016,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",MID,Steel City,KBEQ-FM,10:42:00 AM,"BARRETT, GABBY",The Good Ones,2019,R,c-,solo,women,white,KansasCity,X
1/7/22,"Friday, Morris",MID,Steel City,KBEQ-FM,10:46:00 AM,"RODGERS, JAMESON",Missing One,2022,C,c-,solo,men,white,KansasCity,X
1/7/22,"Friday, Morris",MID,Steel City,KBEQ-FM,10:49:00 AM,"BRYAN, LUKE",Play It Again,2017,G,c-,solo,men,white,KansasCity,B2Bmen
1/7/22,"Friday, Morris",MID,Steel City,KBEQ-FM,10:52:00 AM,"HUNT, SAM",23,2022,C,c-,solo,men,white,KansasCity,B2Bmen
