date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,b2b_gender
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,3:24:00 PM,"BENTLEY, DIERKS",Sideways,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,3:27:00 PM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,KansasCity,X
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,3:31:00 PM,"SWINDELL, COLE",Single Saturday Night,2022,R,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,3:34:00 PM,FLORIDA GEORGIA LINE,H.O.L.Y.,2014,G,c-,duo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,3:38:00 PM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,3:48:00 PM,"CHESNEY, KENNY",Knowing You,2020,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,3:52:00 PM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,3:57:00 PM,"MCGRAW, TIM","I Like It, I Love It",2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,4:00:00 PM,"BRYAN, LUKE","Huntin', Fishin' And Lovin'...",2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,4:04:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You ,2020,R,c-,collab,male-female,white,KansasCity,X
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,4:07:00 PM,"MCCREERY, SCOTTY",Damn Strait,2020,R,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,4:20:00 PM,"HUNT, SAM",Kinfolks,2014,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,4:23:00 PM,"OWEN, JAKE",The One That Got Away,2018,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,4:26:00 PM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,4:29:00 PM,OLD DOMINION,Hotel Key,2014,G,c-,group,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,4:32:00 PM,"LAMBERT, MIRANDA",Bluebird,2022,C,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,4:36:00 PM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,4:47:00 PM,"MOORE, JUSTIN",You Look Like I Need A Drink,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,4:50:00 PM,"MOORE, KIP",Crazy One More Time,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,4:55:00 PM,"URBAN, KEITH",Kiss A Girl,2015,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,4:59:00 PM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,5:02:00 PM,ZAC BROWN BAND,Homegrown,2015,G,c-,group,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,5:05:00 PM,"MURPHY, DAVID LEE/CHESNEY, KENNY",Everything's Gonna Be Alright,2022,C,c-,collab,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,5:10:00 PM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,5:21:00 PM,"RHETT, THOMAS/PARDI, JON",Beer Can't Fix,2017,G,c-,collab,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,5:24:00 PM,"TRITT, TRAVIS",It's A Great Day To Be Alive,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,5:28:00 PM,"MCCOLLUM, PARKER",Pretty Heart,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,5:33:00 PM,"YOUNG, BRETT",Sleep Without You,2016,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,5:36:00 PM,FLORIDA GEORGIA LINE,Round Here,2020,R,c-,duo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,5:39:00 PM,"CARMICHAEL, DILLON",Son Of A,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,5:51:00 PM,"HUNT, SAM",House Party,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,5:54:00 PM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt ,2017,G,c-,collab,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,5:57:00 PM,"RUCKER, DARIUS",Wagon Wheel,2008,G,c-,solo,men,black,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,6:01:00 PM,"MORRIS, MAREN",My Church,2022,C,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,6:04:00 PM,"SHELTON, BLAKE/STEFANI, GWEN",Happy Anywhere,2020,R,c-,collab,male-female,white,KansasCity,X
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,6:07:00 PM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2018,G,c-,collab,men,multiethnic,KansasCity,X
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,6:18:00 PM,"RICE, CHASE",Eyes On You,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,6:20:00 PM,FLORIDA GEORGIA LINE,Stay,2012,G,c-,duo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,6:26:00 PM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown ,2022,C,c-,collab,male-female,white,KansasCity,X
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,6:30:00 PM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,6:33:00 PM,"RHETT, THOMAS",T-Shirt,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,6:37:00 PM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,6:48:00 PM,"ALLEN, JIMMIE",Make Me Want To,2018,G,c-,solo,men,black,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,6:51:00 PM,OLD DOMINION,No Hard Feelings,2018,G,c-,group,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,6:55:00 PM,"CHESNEY, KENNY",I Go Back,2020,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",PMD,Steel City,KBEQ-FM,6:58:00 PM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,7:02:00 PM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,R,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,7:05:00 PM,"CHURCH, ERIC",Some Of It,2015,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,7:08:00 PM,"EVANS, MORGAN",Love Is Real,2017,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,7:18:00 PM,"MCCREERY, SCOTTY",You Time,2021,C,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,7:21:00 PM,"HUNT, SAM",23,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,7:24:00 PM,"KEITH, TOBY",Old School,2021,C,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,7:28:00 PM,"BRYAN, LUKE",Kick The Dust Up,2011,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,7:31:00 PM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,7:34:00 PM,"URBAN, KEITH",Wild Hearts,2016,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,7:45:00 PM,"ALDEAN, JASON",Blame It On You,2019,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,7:48:00 PM,"HAYES, WALKER",AA,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,7:51:00 PM,MIDLAND,Drinkin' Problem,2021,C,c-,trio,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,7:55:00 PM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2007,G,c-,collab,women,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,7:59:00 PM,THOMPSON SQUARE,Are You Gonna Kiss Me Or Not,2022,C,c-,duo,male-female,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,8:02:00 PM,"BENTLEY, DIERKS",Gone,2022,C,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,8:05:00 PM,"RHETT, THOMAS",Life Changes,2015,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,8:08:00 PM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2015,G,c-,collab,male-female,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,8:18:00 PM,"DAVIS, JORDAN",Almost Maybes,2021,C,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,8:21:00 PM,"JOHNSON, CODY",Til You Can't,2021,C,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,8:24:00 PM,"ANDRESS, INGRID/HUNT, SAM",Wishful Drinking ,2021,R,c-,collab,male-female,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,8:27:00 PM,"CURRINGTON, BILLY",It Don't Hurt Like It Used To,2005,G,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,8:30:00 PM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,8:34:00 PM,"COMBS, LUKE",Doin' This,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,8:46:00 PM,OLD DOMINION,Make It Sweet,2017,G,c-,group,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,8:49:00 PM,"MARLOWE, KAMERON",Giving You Up,2018,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,8:53:00 PM,"PARDI, JON",Dirt On My Boots,2007,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,8:56:00 PM,BROTHERS OSBORNE,I'm Not For Everyone,2020,C,c-,duo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,8:59:00 PM,"BRYAN, LUKE",Play It Again,2017,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,9:02:00 PM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,9:06:00 PM,DAN + SHAY,All To Myself,2008,G,c-,duo,men,multiethnic,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,9:09:00 PM,"MOON, NIKO",Paradise To Me,2019,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,9:19:00 PM,"BROWN, KANE",Homesick,2018,G,c-,solo,men,multiethnic,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,9:22:00 PM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,9:26:00 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,9:29:00 PM,"URBAN, KEITH","John Cougar, John Deere...",2004,G,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,9:32:00 PM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,9:36:00 PM,PARMALEE,Take My Name,2022,C,c-,group,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,9:47:00 PM,"CHESNEY, KENNY",Tip Of My Tongue,2005,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,9:50:00 PM,"RODGERS, JAMESON",Missing One,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,9:53:00 PM,"MOORE, JUSTIN",Somebody Else Will,2009,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,9:56:00 PM,HARDY,Give Heaven Some Hell,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,9:59:00 PM,"UNDERWOOD, CARRIE",Cowboy Casanova,1997,G,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,10:03:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You ,2020,R,c-,collab,male-female,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,10:06:00 PM,"YOUNG, BRETT",Like I Loved You,2018,G,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,10:09:00 PM,"RHETT, THOMAS",Slow Down Summer,2022,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,10:19:00 PM,ZAC BROWN BAND,Same Boat,2021,C,c-,group,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,10:22:00 PM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown ,2022,C,c-,collab,male-female,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,10:26:00 PM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,10:30:00 PM,OLD DOMINION,Break Up With Him,2005,G,c-,group,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,10:33:00 PM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt ,2017,G,c-,collab,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,10:35:00 PM,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,10:48:00 PM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,10:51:00 PM,"WADE, MORGAN",Wilder Days,2008,G,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,10:54:00 PM,"SHELTON, BLAKE",God's Country,2021,R,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,10:58:00 PM,"MCCOLLUM, PARKER",To Be Loved By You,2019,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,11:01:00 PM,"COMBS, LUKE",Lovin' On You,2015,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,11:04:00 PM,"TURNER, JOSH",Hometown Girl,2000,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,11:07:00 PM,"LAMBERT, MIRANDA",If I Was A Cowboy,2007,G,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,11:17:00 PM,LOCASH,One Big Country Song,2014,G,c-,duo,men,white,KansasCity,X
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,11:20:00 PM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,11:25:00 PM,"ERNEST/WALLEN, MORGAN",Flower Shops ,2021,C,c-,collab,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,11:28:00 PM,"CHESNEY, KENNY",Til It's Gone,2014,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,11:31:00 PM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,11:35:00 PM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2018,G,c-,collab,men,multiethnic,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,11:46:00 PM,"RHETT, THOMAS",Look What God Gave Her,2015,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,11:48:00 PM,"GALLAHER, BEN",Every Small Town,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,11:52:00 PM,"ALDEAN, JASON",Tonight Looks Good On You,2014,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,11:55:00 PM,"OWEN, JAKE",Best Thing Since Backroads,2011,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",EVE,Steel City,KBEQ-FM,11:58:00 PM,"PAISLEY, BRAD",She's Everything,2003,G,c-,solo,men,white,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,12:02:00 AM,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,KansasCity,X
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,12:06:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,12:09:00 AM,ZAC BROWN BAND,Out In The Middle,2010,G,c-,group,men,white,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,12:12:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,12:15:00 AM,"GALLAHER, BEN",Every Small Town,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,12:23:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,KansasCity,X
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,12:26:00 AM,"SMITH, CONNER",Learn From It,2022,C,c-,solo,men,white,KansasCity,X
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,12:29:00 AM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2018,G,c-,collab,men,multiethnic,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,12:32:00 AM,"MOORE, JUSTIN",With A Woman You Love,2019,G,c-,solo,men,white,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,12:35:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,12:38:00 AM,"WADE, MORGAN",Wilder Days,2013,G,c-,solo,women,white,KansasCity,X
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,12:46:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,KansasCity,X
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,12:49:00 AM,DAN + SHAY,Steal My Love,2018,G,c-,duo,men,multiethnic,KansasCity,X
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,12:52:00 AM,"OWEN, JAKE",Best Thing Since Backroads,2011,G,c-,solo,men,white,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,12:55:00 AM,MIDLAND,Sunrise Tells The Story,2019,G,c-,trio,men,white,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,12:58:00 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,1:02:00 AM,"LAMBERT, MIRANDA",If I Was A Cowboy,2007,G,c-,solo,women,white,KansasCity,X
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,1:05:00 AM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,KansasCity,X
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,1:09:00 AM,"RAY, FRANK",Country'd Look Good On You,2006,G,c-,solo,men,hispanic,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,1:12:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt ,2017,G,c-,collab,men,white,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,1:15:00 AM,"MICHELSON, JACKSON",Tip Jar,2013,G,c-,solo,men,white,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,1:21:00 AM,"KEITH, TOBY",Old School,2021,C,c-,solo,men,white,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,1:24:00 AM,"BOOTH, LACI KAYE",Shuffle,2021,C,c-,solo,women,white,KansasCity,X
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,1:27:00 AM,PARMALEE,Take My Name,2019,R,c-,group,men,white,KansasCity,X
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,1:30:00 AM,"HAYES, WALKER",AA,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,1:33:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,1:36:00 AM,"ALAINA, LAUREN/PARDI, JON",Getting Over Him ,2015,G,c-,collab,male-female,white,KansasCity,X
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,1:44:00 AM,"RHETT, THOMAS",Slow Down Summer,2022,R,c-,solo,men,white,KansasCity,X
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,1:47:00 AM,"TENPENNY, MITCHELL",Truth About You,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,1:50:00 AM,"DICKERSON, RUSSELL",Home Sweet,2022,C,c-,solo,men,white,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,1:54:00 AM,"CLARK, CALLISTA",It's 'Cause I Am,2014,G,c-,solo,women,white,KansasCity,X
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,1:56:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,KansasCity,B2Bwomen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,2:00:00 AM,"COMBS, LUKE",Lovin' On You,2015,G,c-,solo,men,white,KansasCity,X
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,2:03:00 AM,"YOUNG, BRETT",In Case You Didn't Know,2018,G,c-,solo,men,white,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,2:07:00 AM,"EVANS, MORGAN",Love Is Real,2017,G,c-,solo,men,white,KansasCity,B2Bmen
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,2:11:00 AM,"ELLIS, HANNAH",Us,2022,C,c-,solo,women,white,KansasCity,X
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,2:14:00 AM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,C,c-,collab,male-female,white,KansasCity,X
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,2:17:00 AM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,KansasCity,X
1/28/22,"Friday, regular",OVN,Steel City,KBEQ-FM,2:20:00 AM,"BENTLEY, DIERKS",Somewhere On A Beach,2009,G,c-,solo,men,white,KansasCity,B2Bmen
