date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,b2b_gender,b2b_combinedGender
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,1:20:00 AM,"BARRETT, GABBY",The Good Ones,2019,R,c-,solo,women,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,1:24:00 AM,DAN + SHAY,Steal My Love,2021,R,c-,duo,men,multiethnic,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,1:26:00 AM,"SWINDELL, COLE",Single Saturday Night,2020,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,1:29:00 AM,"YOUNG, CHRIS/TENPENNY, MITCHELL",At The End Of A Bar,2021,R,c-,collab,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,1:32:00 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,1:35:00 AM,"CHESNEY, KENNY",Save It For A Rainy Day,2014,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,1:38:00 AM,"OWEN, JAKE",Barefoot Blue Jean Night,2011,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,1:41:00 AM,"URBAN, KEITH/PINK",One Too Many,2020,R,c-,collab,male-female,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,1:44:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,1:48:00 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,1:52:00 AM,"SHELTON, BLAKE",A Guy With A Girl,2016,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,1:54:00 AM,"MARLOWE, KAMERON",Giving You Up,2019,C,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,1:58:00 AM,LADY ANTEBELLUM,Bartender,2014,G,c-,trio,male-female,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:02:00 AM,"SHANE, ELVIE",My Boy,2020,R,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:05:00 AM,"BRYAN, LUKE",One Margarita,2020,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:08:00 AM,"ZAC BROWN BAND/BUFFETT, JIMMY",Knee Deep,2010,G,c-,collab,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:13:00 AM,"BRICE, LEE",Rumor,2017,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:16:00 AM,"DAVIS, JORDAN",Almost Maybes,2020,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:19:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:22:00 AM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:25:00 AM,"SWIFT, TAYLOR",I Bet You Think About Me,2021,C,c-,solo,women,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:29:00 AM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,KansasCity,X,B2BCombWomen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:32:00 AM,"HUNT, SAM",House Party,2014,G,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:35:00 AM,"SHELTON, BLAKE",Honey Bee,2011,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:39:00 AM,"ALDEAN, JASON",Blame It On You,2019,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:43:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:46:00 AM,"MOORE, JUSTIN",We Didn't Have Much,2020,R,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:49:00 AM,DAN + SHAY,All To Myself,2018,G,c-,duo,men,multiethnic,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:52:00 AM,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:55:00 AM,"YOUNG, BRETT",Like I Loved You,2016,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,2:59:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:02:00 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:05:00 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:07:00 AM,"HUNT, SAM",Make You Miss Me,2014,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:11:00 AM,"PARKER, DREW",While You're Gone,2020,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:17:00 AM,"FLORIDA GEORGIA LINE/MCGRAW, TIM",May We All,2016,G,c-,collab,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:21:00 AM,"MORRIS, MAREN",The Bones,2019,G,c-,solo,women,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:24:00 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:27:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:30:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:33:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:36:00 AM,"BENTLEY, DIERKS",What Was I Thinkin',2003,G,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:39:00 AM,DAN + SHAY,Nothin' Like You,2014,G,c-,duo,men,multiethnic,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:43:00 AM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:46:00 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:49:00 AM,"BRYAN, LUKE",Down To One,2020,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:53:00 AM,"PARDI, JON",Heartache Medication,2019,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:56:00 AM,"ARTS, TENILLE","Back Then, Right Now",2021,R,c-,solo,women,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,3:59:00 AM,LADY ANTEBELLUM,Just A Kiss,2011,G,c-,trio,male-female,white,KansasCity,X,B2BCombWomen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:03:00 AM,"MCCREERY, SCOTTY",You Time,2020,R,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:06:00 AM,"LANE, CHRIS","Big, Big Plans",2019,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:09:00 AM,"URBAN, KEITH",God Whispered Your Name,2020,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:13:00 AM,"SHELTON, BLAKE",I'll Name The Dogs,2017,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:16:00 AM,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:19:00 AM,DAN + SHAY,Steal My Love,2021,R,c-,duo,men,multiethnic,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:22:00 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling…,2020,R,c-,collab,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:25:00 AM,"SCOTT, DYLAN",New Truck,2021,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:28:00 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:31:00 AM,"UNDERWOOD, CARRIE",Before He Cheats,2005,G,c-,solo,women,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:34:00 AM,"REXHA, BEBE/FLORIDA GEORGIA LINE",Meant To Be,2017,G,c-,collab,male-female,white,KansasCity,X,B2BCombWomen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:39:00 AM,"MOON, NIKO",Good Time,2019,R,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:43:00 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:46:00 AM,"SWINDELL, COLE",Single Saturday Night,2020,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:49:00 AM,OLD DOMINION,No Such Thing As A Broken...,2017,G,c-,group,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:52:00 AM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:55:00 AM,BROTHERS OSBORNE,Stay A Little Longer,2013,G,c-,duo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,4:59:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,5:02:00 AM,"HUNT, SAM",Breaking Up Was Easy In The...,2020,R,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,5:06:00 AM,"RUCKER, DARIUS",Beers And Sunshine,2020,R,c-,solo,men,black,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,5:09:00 AM,"BENTLEY, DIERKS",Living,2018,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,5:14:00 AM,"BRYAN, LUKE",What She Wants Tonight,2019,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,5:17:00 AM,"WILSON, LAINEY",Things A Man Oughta Know,2019,R,c-,solo,women,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,5:21:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,5:24:00 AM,"MOORE, JUSTIN",We Didn't Have Much,2020,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,5:27:00 AM,PARMALEE,Take My Name,2021,R,c-,group,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,5:29:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,5:32:00 AM,"CHESNEY, KENNY",I Go Back,2004,G,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,5:36:00 AM,"BARRETT, GABBY",I Hope,2019,G,c-,solo,women,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,5:42:00 AM,"SHELTON, BLAKE/STEFANI, GWEN",Happy Anywhere,2020,R,c-,collab,male-female,white,KansasCity,X,B2BCombWomen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,5:45:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,5:48:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,5:51:00 AM,"YOUNG, BRETT",Here Tonight,2018,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,5:54:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,KansasCity,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,WDAF-FM,5:58:00 AM,"CURRINGTON, BILLY",Good Directions,2005,G,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,6:03:00 AM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,6:06:00 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,KansasCity,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,6:17:00 AM,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,6:21:00 AM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,KansasCity,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,6:32:00 AM,"SCOTT, DYLAN",Nobody,2019,R,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,6:34:00 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,6:45:00 AM,FLORIDA GEORGIA LINE,Long Live,2020,R,c-,duo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,6:48:00 AM,"BROWN, KANE/ALAINA, LAUREN",What Ifs,2016,G,c-,collab,male-female,multiethnic,KansasCity,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,6:52:00 AM,"CHURCH, ERIC",Hell Of A View,2020,R,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,6:55:00 AM,"DIFFIE, JOE",Prop Me Up Beside The...(If..),1993,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,6:59:00 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,7:02:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,KansasCity,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,7:06:00 AM,"MOORE, KIP",Somethin' 'Bout A Truck,2011,G,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,7:16:00 AM,"BENTLEY, DIERKS",5-1-5-0,2012,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,7:20:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,KansasCity,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,7:23:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,KansasCity,B2Bmixed,B2BCombWomen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,7:28:00 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,7:36:00 AM,"OWEN, JAKE",Made For You,2018,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,7:42:00 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,7:49:00 AM,"URBAN, KEITH/PINK",One Too Many,2020,R,c-,collab,male-female,white,KansasCity,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,7:52:00 AM,ZAC BROWN BAND,Whatever It Is,2008,G,c-,group,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,7:59:00 AM,"CHESNEY, KENNY",Get Along,2018,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,8:03:00 AM,"MOORE, JUSTIN",We Didn't Have Much,2020,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,8:06:00 AM,"PAISLEY, BRAD",I'm Gonna Miss Her,2001,G,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,8:10:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,8:18:00 AM,"SWINDELL, COLE",Single Saturday Night,2020,R,c-,solo,men,white,KansasCity,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,8:21:00 AM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,KansasCity,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,8:32:00 AM,"DAVIS, JORDAN",Almost Maybes,2020,R,c-,solo,men,white,KansasCity,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,8:35:00 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,KansasCity,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,WDAF-FM,8:42:00 AM,"HUNT, SAM",Breaking Up Was Easy In The...,2020,R,c-,solo,men,white,KansasCity,X,X
