date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,b2b_gender,b2b_combinedGender
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,1:18:00 AM,RASCAL FLATTS,My Wish,2006,G,c-,trio,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,1:22:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,1:26:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,1:31:00 AM,"COMBS, LUKE",Better Together,2019,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,1:35:00 AM,MIDLAND,Sunrise Tells The Story,2021,C,c-,trio,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,1:38:00 AM,"SCOTT, DYLAN",My Girl,2016,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,1:41:00 AM,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,1:45:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,1:47:00 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,1:52:00 AM,"MOON, NIKO",Good Time,2019,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,1:55:00 AM,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,1:59:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:03:00 AM,"CHESNEY, KENNY",Out Last Night,2009,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:06:00 AM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:09:00 AM,"COMBS, LUKE",Lovin' On You,2019,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:12:00 AM,"YOUNG, CHRIS/TENPENNY, MITCHELL",At The End Of A Bar,2021,R,c-,collab,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:15:00 AM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:18:00 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:21:00 AM,"WALLEN, MORGAN",Whiskey Glasses,2016,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:25:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:30:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:33:00 AM,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:36:00 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:39:00 AM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:42:00 AM,"LYNCH, DUSTIN",Small Town Boy,2017,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:46:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:49:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:52:00 AM,"BRYAN, LUKE",Up,2021,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:55:00 AM,"BROWN, KANE",Cool Again,2020,G,c-,solo,men,multiethnic,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,2:58:00 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:01:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:04:00 AM,"SHELTON, BLAKE",I'll Name The Dogs,2017,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:06:00 AM,"BLOCK, PRISCILLA",Just About Over You,2020,R,c-,solo,women,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:09:00 AM,"CLARK, CALLISTA",It's 'Cause I Am,2021,R,c-,solo,women,white,Houston,B2Bwomen,B2BCombWomen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:12:00 AM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:15:00 AM,"OTTO, JAMES",Just Got Started Lovin' You,2007,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:19:00 AM,"ALAINA, LAUREN/PARDI, JON",Getting Over Him,2020,R,c-,collab,male-female,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:21:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:26:00 AM,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:29:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:32:00 AM,"GILBERT, BRANTLEY",Bottoms Up,2013,G,c-,solo,men,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:35:00 AM,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:38:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:42:00 AM,"PARKER, DREW",While You're Gone,2020,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:45:00 AM,"BRYAN, LUKE",One Margarita,2020,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:48:00 AM,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:52:00 AM,"YOUNG, BRETT",Sleep Without You,2016,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:55:00 AM,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,3:59:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,4:03:00 AM,"KEITH, TOBY",As Good As I Once Was,2005,G,c-,solo,men,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,4:06:00 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,4:10:00 AM,"RUCKER, DARIUS",Beers And Sunshine,2020,R,c-,solo,men,black,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,4:12:00 AM,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,4:16:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,4:19:00 AM,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,4:23:00 AM,"NICHOLS, JOE",Sunny And 75,2013,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,4:26:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,4:31:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,4:35:00 AM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,4:37:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,4:41:00 AM,HARDY,Give Heaven Some Hell,2020,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,4:44:00 AM,FLORIDA GEORGIA LINE,Round Here,2012,G,c-,duo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,4:47:00 AM,"WALKER, CLAY",Catching Up With An Ol' Memory,2021,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,4:50:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,4:54:00 AM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,4:57:00 AM,"PEARCE, CARLY/BRICE, LEE",I Hope You're Happy Now,2019,G,c-,solo,male-female,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,5:01:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,5:10:00 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,5:14:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,5:22:00 AM,"BLOCK, PRISCILLA",Just About Over You,2020,R,c-,solo,women,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,5:25:00 AM,"CURRINGTON, BILLY",I Got A Feelin',2003,G,c-,solo,men,white,Houston,X,X
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,5:28:00 AM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,5:37:00 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,5:39:00 AM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,5:51:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,5:53:00 AM,"STELL, MATT",Prayed For You,2018,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Audacy/Entercom,KSCS-FM,5:57:00 AM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,Houston,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,6:10:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Houston,B2Bmixed,B2BCombWomen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,6:12:00 AM,"SWINDELL, COLE",Ain't Worth The Whiskey,2014,G,c-,solo,men,white,Houston,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,6:16:00 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,6:29:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,6:32:00 AM,"COMBS, LUKE",Better Together,2019,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,6:46:00 AM,"URBAN, KEITH",Somebody Like You,2002,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,6:50:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Houston,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,7:01:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Houston,X,B2BCombWomen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,7:05:00 AM,"LYNCH, DUSTIN",Where It's At,2014,G,c-,solo,men,white,Houston,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,7:16:00 AM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,7:19:00 AM,LADY ANTEBELLUM,Need You Now,2009,G,c-,trio,male-female,white,Houston,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,7:33:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Houston,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,7:41:00 AM,FLORIDA GEORGIA LINE,This Is How We Roll,2013,G,c-,duo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,7:51:00 AM,"BLOCK, PRISCILLA",Just About Over You,2020,R,c-,solo,women,white,Houston,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,7:53:00 AM,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,Houston,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,8:02:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,8:05:00 AM,"MOORE, JUSTIN",The Ones That Didn't Make It..,2018,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,8:15:00 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,8:19:00 AM,"URBAN, KEITH",Kiss A Girl,2009,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,8:33:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,8:36:00 AM,RASCAL FLATTS,I Like The Sound Of That,2014,G,c-,trio,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,8:47:00 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling…,2020,R,c-,collab,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,8:50:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Houston,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,9:02:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Houston,X,B2BCombWomen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,9:05:00 AM,"RHETT, THOMAS",Sixteen,2017,G,c-,solo,men,white,Houston,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,9:07:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,9:11:00 AM,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,9:14:00 AM,"OWEN, JAKE",The One That Got Away,2011,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,9:17:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Houston,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,9:28:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,Houston,X,B2BCombWomen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,9:32:00 AM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,Houston,X,X
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,9:39:00 AM,"CHESNEY, KENNY",Get Along,2018,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,9:42:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,9:45:00 AM,"PAISLEY, BRAD",Waitin' On A Woman,2005,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Audacy/Entercom,KSCS-FM,9:58:00 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",MID,Audacy/Entercom,KSCS-FM,10:01:00 AM,"ALLAN, GARY",Nothing On But The Radio,2003,G,c-,solo,men,white,Houston,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",MID,Audacy/Entercom,KSCS-FM,10:05:00 AM,"BLOCK, PRISCILLA",Just About Over You,2020,R,c-,solo,women,white,Houston,X,X
1/7/22,"Friday, Morris",MID,Audacy/Entercom,KSCS-FM,10:07:00 AM,"BROWN, KANE",Cool Again,2020,G,c-,solo,men,multiethnic,Houston,X,X
