date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,b2b_gender
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,12:58:00 AM,"URBAN, KEITH",Who Wouldn't Wanna Be Me,2002,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,1:02:00 AM,"OTTO, JAMES",Just Got Started Lovin' You,2007,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,1:10:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,1:13:00 AM,"CURRINGTON, BILLY",Good Directions,2005,G,c-,solo,men,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,1:17:00 AM,"REXHA, BEBE/FLORIDA GEORGIA LINE",Meant To Be,2017,G,c-,collab,male-female,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,1:19:00 AM,"JACKSON, ALAN",Little Bitty,1996,G,c-,solo,men,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,1:22:00 AM,"BRYAN, LUKE",Knockin' Boots,2019,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,1:25:00 AM,"GILBERT, BRANTLEY",You Don't Know Her Like I Do,2011,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,1:29:00 AM,"CHESNEY, KENNY",American Kids,2014,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,1:32:00 AM,"ANDERSON, JOHN",Straight Tequila Night,1991,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,1:38:00 AM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,1:41:00 AM,"BROOKS, GARTH",Papa Loved Mama,1992,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,1:44:00 AM,"RHETT, THOMAS",T-Shirt,2015,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,1:47:00 AM,"COMBS, LUKE",Better Together,2019,R,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,1:51:00 AM,BROOKS & DUNN,Boot Scootin' Boogie,1992,G,c-,duo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,1:54:00 AM,"UNDERWOOD, CARRIE",Blown Away,2012,G,c-,solo,women,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,1:58:00 AM,ELI YOUNG BAND,Crazy Girl,2011,G,c-,group,men,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,2:01:00 AM,OLD DOMINION,Written In The Sand,2017,G,c-,group,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,2:07:00 AM,"BRYAN, LUKE",Waves,2021,R,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,2:11:00 AM,"ALDEAN, JASON",When She Says Baby,2012,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,2:14:00 AM,"BROWN, KANE",Heaven,2017,G,c-,solo,men,multiethnic,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,2:17:00 AM,"TWAIN, SHANIA",Man! I Feel Like A Woman!,1997,G,c-,solo,women,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,2:21:00 AM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,2:24:00 AM,BROTHERS OSBORNE,Stay A Little Longer,2013,G,c-,duo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,2:27:00 AM,ZAC BROWN BAND,Toes,2008,G,c-,group,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,2:32:00 AM,"DIFFIE, JOE",John Deere Green,1993,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,2:40:00 AM,"RHETT, THOMAS",Country Again,2021,R,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,2:44:00 AM,"MCGRAW, TIM",Something Like That,1999,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,2:47:00 AM,"BRYAN, LUKE",That's My Kind Of Night,2013,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,2:50:00 AM,"BARRETT, GABBY",I hope,2019,G,c-,solo,women,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,2:53:00 AM,"MURPHY, DAVID LEE",Dust On The Bottle,1995,G,c-,solo,men,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,2:56:00 AM,"COMBS, LUKE",One Number Away,2017,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,3:00:00 AM,"RUCKER, DARIUS",Come Back Song,2010,G,c-,solo,men,black,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,3:04:00 AM,"TRITT, TRAVIS",It's A Great Day To Be Alive,2000,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,3:11:00 AM,"WILSON, LAINEY",Things A Man Oughta Know,2019,R,c-,solo,women,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,3:15:00 AM,"PARDI, JON",Dirt On My Boots,2016,G,c-,solo,men,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,3:18:00 AM,"BENTLEY, DIERKS",Somewhere On A Beach,2016,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,3:21:00 AM,"MESSINA, JO DEE",Lesson In Leavin',1998,G,c-,solo,women,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,3:24:00 AM,"LYNCH, DUSTIN",Ridin' Roads,2019,G,c-,solo,men,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,3:28:00 AM,"HUNT, SAM",Make You Miss Me,2014,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,3:31:00 AM,"HOUSER, RANDY",How Country Feels,2012,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,3:34:00 AM,"BROOKS, GARTH",Ain't Going Down (Til The...),1993,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,3:43:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,3:46:00 AM,DIAMOND RIO,Meet In The Middle,1991,G,c-,group,men,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,3:49:00 AM,ZAC BROWN BAND,Colder Weather,2010,G,c-,group,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,3:54:00 AM,"OWEN, JAKE",Homemade,2019,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,3:57:00 AM,"MONTGOMERY, JOHN MICHAEL",Be My Baby Tonight,1994,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,3:59:00 AM,"RHETT, THOMAS",Unforgettable,2017,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,4:02:00 AM,DAN + SHAY,Nothin' Like You,2014,G,c-,duo,men,multiethnic,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,4:08:00 AM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,4:11:00 AM,"CHURCH, ERIC",Springsteen,2011,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,4:14:00 AM,"BRYAN, LUKE",I Don't Want This Night To End,2011,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,4:18:00 AM,"MCENTIRE, REBA",Fancy,1990,G,c-,solo,women,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,4:23:00 AM,OLD DOMINION,One Man Band,2019,G,c-,group,men,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,4:26:00 AM,"URBAN, KEITH","John Cougar, John Deere...",2015,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,4:29:00 AM,"RHETT, THOMAS",Die A Happy Man,2015,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,4:33:00 AM,"HILL, FAITH",This Kiss,1998,G,c-,solo,women,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,4:39:00 AM,"SHANE, ELVIE",My Boy,2020,R,c-,solo,men,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,4:43:00 AM,"MCGRAW, TIM",Where The Green Grass Grows,1997,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,4:46:00 AM,"UNDERWOOD, CARRIE",Before He Cheats,2005,G,c-,solo,women,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,4:49:00 AM,"SHELTON, BLAKE/STEFANI, GWEN",Nobody But You,2019,G,c-,collab,male-female,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,4:52:00 AM,"LAWRENCE, TRACY",If The World Had A Front Porch,1994,G,c-,solo,men,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,4:55:00 AM,"HUNT, SAM",Body Like A Back Road,2017,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,4:58:00 AM,FLORIDA GEORGIA LINE,Stay,2012,G,c-,duo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,5:01:00 AM,"YOUNG, BRETT",Like I Loved You,2016,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,5:08:00 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,5:11:00 AM,RESTLESS HEART,When She Cries,1992,G,c-,group,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,5:14:00 AM,"DAVIS, JORDAN",Singles You Up,2017,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,5:17:00 AM,"HARDY/ALAINA, LAUREN/DAWSON, DEVON",One Beer,2019,G,c-,collab,male-female,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,5:20:00 AM,"KEITH, TOBY",Should've Been A Cowboy,1993,G,c-,solo,men,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,5:27:00 AM,"BRYAN, LUKE",Country Girl (Shake It For Me),2011,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,5:31:00 AM,"STRAIT, GEORGE",Carrying Your Love With Me,1997,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,5:38:00 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,5:42:00 AM,"RHETT, THOMAS",Get Me Some Of That,2013,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,5:45:00 AM,"ALDEAN, JASON",Girl Like You,2018,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,5:51:00 AM,BLACKHAWK,Goodbye Says It All,1993,G,c-,trio,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,5:54:00 AM,"LAMBERT, MIRANDA",Bluebird,2019,G,c-,solo,women,white,Cincinnati,X
1/7/22,"Friday, Morris",OVN,Hubbard,WYGY-FM,5:57:00 AM,"UNDERWOOD, CARRIE",All-American Girl,2007,G,c-,solo,women,white,Cincinnati,B2Bwomen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,6:01:00 AM,"RUCKER, DARIUS",Wagon Wheel,2012,G,c-,solo,men,black,Cincinnati,X
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,6:08:00 AM,"BRYAN, LUKE",Waves,2021,R,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,6:11:00 AM,"BROOKS, GARTH",Rodeo,1991,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,6:15:00 AM,"STELL, MATT",Everywhere But On,2019,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,6:18:00 AM,BROOKS & DUNN,That Ain't No Way To Go,1994,G,c-,duo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,6:22:00 AM,"CHESNEY, KENNY",All The Pretty Girls,2016,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,6:25:00 AM,"COMBS, LUKE",Beautiful Crazy,2017,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,6:28:00 AM,"JACKSON, ALAN",Livin' On Love,1994,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,6:32:00 AM,"SHELTON, BLAKE",Honey Bee,2011,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,6:39:00 AM,"RHETT, THOMAS",Country Again,2021,R,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,6:43:00 AM,"CHURCH, ERIC",Drink In My Hand,2011,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,6:46:00 AM,"TWAIN, SHANIA",Any Man Of Mine,1995,G,c-,solo,women,white,Cincinnati,X
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,6:50:00 AM,"BRYAN, LUKE",One Margarita,2020,G,c-,solo,men,white,Cincinnati,X
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,6:53:00 AM,"YOUNG, BRETT",In Case You Didn't Know,2016,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,6:57:00 AM,"CHESNEY, KENNY/UNCLE KRACKER",When The Sun Goes Down,2004,G,c-,collab,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,7:01:00 AM,"COMBS, LUKE",When It Rains It Pours,2017,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,7:08:00 AM,"WILSON, LAINEY",Things A Man Oughta Know,2019,R,c-,solo,women,white,Cincinnati,X
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,7:12:00 AM,"WALKER, CLAY",Live Until I Die,1993,G,c-,solo,men,white,Cincinnati,X
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,7:14:00 AM,LADY ANTEBELLUM,Downtown,2013,G,c-,trio,male-female,white,Cincinnati,X
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,7:18:00 AM,"TRITT, TRAVIS",Tell Me I Was Dreaming,1994,G,c-,solo,men,white,Cincinnati,X
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,7:21:00 AM,"CURRINGTON, BILLY",It Don't Hurt Like It Used To,2015,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,7:24:00 AM,MADDIE & TAE,Die From A Broken Heart,2018,G,c-,duo,women,white,Cincinnati,X
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,7:27:00 AM,OLD DOMINION,Hotel Key,2017,G,c-,group,men,white,Cincinnati,X
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,7:30:00 AM,"MONTGOMERY, JOHN MICHAEL",I Love The Way You Love Me,1993,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,7:39:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Cincinnati,X
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,7:43:00 AM,"MCGRAW, TIM","I Like It, I Love It",1995,G,c-,solo,men,white,Cincinnati,X
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,7:46:00 AM,"SCOTT, DYLAN",My Girl,2016,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,7:49:00 AM,"HUNT, SAM",Kinfolks,2019,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,7:52:00 AM,ZAC BROWN BAND,Homegrown,2015,G,c-,group,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,7:55:00 AM,"PARMALEE/BROWN, BLANCO",Just The Way,2019,R,c-,collab,men,multiethnic,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,7:59:00 AM,"LAWRENCE, TRACY",Alibis,1993,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,8:05:00 AM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,8:08:00 AM,"GILBERT, BRANTLEY",Bottoms Up,2013,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,8:12:00 AM,"STAPLETON, CHRIS",Starting Over,2020,R,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,8:15:00 AM,"BROOKS, GARTH",Unanswered Prayers,1990,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,8:19:00 AM,"RHETT, THOMAS",Sixteen,2017,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,8:22:00 AM,"ALDEAN, JASON/LAMBERT, MIRANDA",Drowns The Whiskey,2018,G,c-,collab,male-female,white,Cincinnati,X
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,8:25:00 AM,"BARRETT, GABBY",The Good Ones,2019,R,c-,solo,women,white,Cincinnati,X
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,8:29:00 AM,"STRAIT, GEORGE",Check Yes Or No,1995,G,c-,solo,men,white,Cincinnati,X
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,8:36:00 AM,"SHANE, ELVIE",My Boy,2020,R,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,8:40:00 AM,"SHELTON, BLAKE",A Guy With A Girl,2016,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,8:43:00 AM,"KEITH, TOBY",Who's That Man,1994,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,8:46:00 AM,"LANE, CHRIS","Big, Big Plans",2019,R,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,8:49:00 AM,FLORIDA GEORGIA LINE,This Is How We Roll,2013,G,c-,duo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,8:53:00 AM,"URBAN, KEITH",Somewhere In My Car,2013,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,8:56:00 AM,"COMBS, LUKE",Even Though I'm Leaving,2019,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,9:00:00 AM,"LYNCH, DUSTIN",Where It's At,2014,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,9:06:00 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,9:09:00 AM,"CHESNEY, KENNY",Get Along,2018,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,9:12:00 AM,ELI YOUNG BAND,Even If It Breaks Your Heart,2011,G,c-,group,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,9:16:00 AM,"CHESNUTT, MARK",It's A Little Too Late,1996,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,9:18:00 AM,"ALDEAN, JASON",Got What I Got,2019,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,9:21:00 AM,"JACKSON, ALAN/BUFFETT, JIMMY",It's Five O'Clock Somewhere,2003,G,c-,collab,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,9:25:00 AM,"RICE, CHASE",Eyes On You,2017,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,9:28:00 AM,"MESSINA, JO DEE","Heads Carolina, Tails Calif.",1995,G,c-,solo,women,white,Cincinnati,X
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,9:35:00 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Cincinnati,X
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,9:38:00 AM,"STONE, DOUG",Why Didn't I Think Of That,1993,G,c-,solo,men,white,Cincinnati,B2Bmen
1/7/22,"Friday, Morris",AMD,Hubbard,WYGY-FM,9:41:00 AM,"SHELTON, BLAKE",Boys 'Round Here,2013,G,c-,solo,men,white,Cincinnati,B2Bmen
