date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,b2b_gender
1/28/22,"Friday, regular",PMD,Hubbard,WYGY-FM,6:16:00 PM,"ALDEAN, JASON",When She Says Baby,2012,G,c-,solo,men,white,Cincinnati,X
1/28/22,"Friday, regular",PMD,Hubbard,WYGY-FM,6:18:00 PM,WYNONNA,I Saw The Light,1992,G,c-,solo,women,white,Cincinnati,X
1/28/22,"Friday, regular",PMD,Hubbard,WYGY-FM,6:22:00 PM,"COMBS, LUKE",Better Together,2019,R,c-,solo,men,white,Cincinnati,X
1/28/22,"Friday, regular",PMD,Hubbard,WYGY-FM,6:26:00 PM,"BRYAN, LUKE",That's My Kind Of Night,2013,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",PMD,Hubbard,WYGY-FM,6:33:00 PM,LOCASH,I Love This Life,2014,G,c-,duo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",PMD,Hubbard,WYGY-FM,6:37:00 PM,"BYRD, TRACY",The Keeper Of The Stars,1995,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",PMD,Hubbard,WYGY-FM,6:41:00 PM,"SHELTON, BLAKE",A Guy With A Girl,2016,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",PMD,Hubbard,WYGY-FM,6:44:00 PM,"CURRINGTON, BILLY",Don't It,2014,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",PMD,Hubbard,WYGY-FM,6:47:00 PM,"STONE, DOUG",Why Didn't I Think Of That,1993,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",PMD,Hubbard,WYGY-FM,6:50:00 PM,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",PMD,Hubbard,WYGY-FM,6:53:00 PM,"HUNT, SAM",Break Up In A Small Town,2014,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",PMD,Hubbard,WYGY-FM,6:56:00 PM,"ALDEAN, JASON",She's Country,2008,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,7:00:00 PM,LITTLE BIG TOWN,Boondocks,2005,G,c-,group,male-female,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,7:12:00 PM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,7:15:00 PM,"COMBS, LUKE",When It Rains It Pours,2017,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,7:19:00 PM,"BRYAN, LUKE",Country Girl (Shake It For Me),2011,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,7:23:00 PM,"TRITT, TRAVIS",Here's A Quarter (Call ...),1991,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,7:25:00 PM,ELI YOUNG BAND,Love Ain't,2018,G,c-,group,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,7:28:00 PM,"YOUNG, CHRIS",Gettin' You Home (The Black..),2008,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,7:32:00 PM,"HOUSER, RANDY",How Country Feels,2012,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,7:35:00 PM,"CHESNEY, KENNY",She's Got It All,1997,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,7:45:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,7:49:00 PM,"BROOKS, GARTH",That Summer,1992,G,c-,solo,men,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,7:53:00 PM,"FLORIDA GEORGIA LINE/MCGRAW, TIM",May We All,2016,G,c-,collab,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,7:57:00 PM,"MCGRAW, TIM",Just To See You Smile,1997,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,8:00:00 PM,"MCCREERY, SCOTTY",Five More Minutes,2017,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,8:11:00 PM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,8:14:00 PM,"CHURCH, ERIC",Springsteen,2011,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,8:17:00 PM,"ATKINS, RODNEY",Take A Back Road,2011,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,8:21:00 PM,"STRAIT, GEORGE",I Cross My Heart,1992,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,8:24:00 PM,"HUNT, SAM",Kinfolks,2019,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,8:27:00 PM,OLD DOMINION,No Such Thing As A Broken...,2017,G,c-,group,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,8:30:00 PM,"CHESNEY, KENNY",Save It For A Rainy Day,2014,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,8:33:00 PM,"HILL, FAITH",It Matters To Me,1995,G,c-,solo,women,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,8:42:00 PM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,8:45:00 PM,"LAWRENCE, TRACY",If The World Had A Front Porch,1994,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,8:48:00 PM,"ALDEAN, JASON",Got What I Got,2019,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,8:51:00 PM,THOMPSON SQUARE,Are You Gonna Kiss Me Or Not,2010,G,c-,duo,male-female,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,8:54:00 PM,LONESTAR,Amazed,1999,G,c-,group,men,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,8:58:00 PM,"SHELTON, BLAKE",I'll Name The Dogs,2017,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,9:07:00 PM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,9:11:00 PM,"RHETT, THOMAS",It Goes Like This,2013,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,9:14:00 PM,"TWAIN, SHANIA",Man! I Feel Like A Woman!,1997,G,c-,solo,women,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,9:18:00 PM,ZAC BROWN BAND,Colder Weather,2010,G,c-,group,men,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,9:22:00 PM,"LAMBERT, MIRANDA",Bluebird,2019,G,c-,solo,women,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,9:26:00 PM,"MCGRAW, TIM",Live Like You Were Dying,2004,G,c-,solo,men,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,9:30:00 PM,"CHESNEY, KENNY",All The Pretty Girls,2016,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,9:34:00 PM,"MONTGOMERY, JOHN MICHAEL",I Can Love You Like That,1995,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,9:43:00 PM,"BRYAN, LUKE",Waves,2021,R,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,9:47:00 PM,"BROOKS, GARTH",Ain't Going Down (Til The...),1993,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,9:51:00 PM,"NICHOLS, JOE",Gimmie That Girl,2009,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,9:54:00 PM,"COMBS, LUKE",Beautiful Crazy,2017,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,9:57:00 PM,BROOKS & DUNN,That Ain't No Way To Go,1994,G,c-,duo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,10:00:00 PM,"MORGAN, CRAIG",That's What I Love About Sun.,2004,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,10:10:00 PM,"RHETT, THOMAS",Country Again,2021,R,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,10:13:00 PM,"ELDREDGE, BRETT",Don't Ya,2012,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,10:16:00 PM,"URBAN, KEITH",Long Hot Summer,2010,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,10:20:00 PM,"CHESNUTT, MARK",It's A Little Too Late,1996,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,10:23:00 PM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,10:26:00 PM,"CHESNEY, KENNY",I Go Back,2004,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,10:29:00 PM,"ADKINS, TRACE",You're Gonna Miss This,2007,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,10:33:00 PM,"STRAIT, GEORGE",Blue Clear Sky,1996,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,10:42:00 PM,"WILSON, LAINEY",Things A Man Oughta Know,2019,R,c-,solo,women,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,10:45:00 PM,"AKINS, RHETT",That Ain't My Truck,1994,G,c-,solo,men,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,10:49:00 PM,"UNDERWOOD, CARRIE",Church Bells,2015,G,c-,solo,women,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,10:52:00 PM,"COMBS, LUKE",Even Though I'm Leaving,2019,G,c-,solo,men,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,10:56:00 PM,"MCENTIRE, REBA",Fancy,1990,G,c-,solo,women,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,11:01:00 PM,"CURRINGTON, BILLY",Must Be Doin' Somethin' Right,2005,G,c-,solo,men,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,11:11:00 PM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,11:14:00 PM,"HUNT, SAM",Body Like A Back Road,2017,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,11:17:00 PM,"YOUNG, CHRIS",I'm Comin' Over,2015,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,11:20:00 PM,"RAYE, COLLIN","Love, Me",1991,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,11:24:00 PM,"BRYAN, LUKE","Sunrise, Sunburn, Sunset",2017,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,11:28:00 PM,LADY ANTEBELLUM,Just A Kiss,2011,G,c-,trio,male-female,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,11:31:00 PM,"CHESNEY, KENNY",American Kids,2014,G,c-,solo,men,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,11:34:00 PM,"MCGRAW, TIM",Where The Green Grass Grows,1997,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,11:44:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,11:47:00 PM,"GILL, VINCE",Don't Let Our Love Start ...,1992,G,c-,solo,men,white,Cincinnati,X
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,11:51:00 PM,"RHETT, THOMAS",Die A Happy Man,2015,G,c-,solo,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,11:54:00 PM,"COMBS, LUKE/CHURCH, ERIC",Does To Me,2019,G,c-,collab,men,white,Cincinnati,B2Bmen
1/28/22,"Friday, regular",EVE,Hubbard,WYGY-FM,11:58:00 PM,"GILBERT, BRANTLEY",You Don't Know Her Like I Do,2011,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,12:00:00 AM,"ATKINS, RODNEY",If You're Going Through Hell,2005,G,c-,solo,men,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,12:08:00 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,12:11:00 AM,"UNDERWOOD, CARRIE",Blown Away,2012,G,c-,solo,women,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,12:15:00 AM,ZAC BROWN BAND,Colder Weather,2010,G,c-,group,men,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,12:19:00 AM,"DIFFIE, JOE",John Deere Green,1993,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,12:24:00 AM,"BARRETT, GABBY",I hope,2019,G,c-,solo,women,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,12:27:00 AM,"SHELTON, BLAKE",God Gave Me You,2011,G,c-,solo,men,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,12:31:00 AM,FLORIDA GEORGIA LINE,Get Your Shine On,2012,G,c-,duo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,12:34:00 AM,SAWYER BROWN,Some Girls Do,1992,G,c-,group,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,12:43:00 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,12:47:00 AM,WYNONNA,I Saw The Light,1992,G,c-,solo,women,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,12:51:00 AM,"CHESNEY, KENNY",I Go Back,2004,G,c-,solo,men,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,12:54:00 AM,ELI YOUNG BAND,Love Ain't,2018,G,c-,group,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,12:57:00 AM,"CARTER, DEANA",Strawberry Wine,1996,G,c-,solo,women,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,1:01:00 AM,"ALDEAN, JASON/KELLY CLARKSON",Don't You Wanna Stay,2010,G,c-,collab,male-female,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,1:07:00 AM,"BRYAN, LUKE",Waves,2021,R,c-,solo,men,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,1:11:00 AM,"UNDERWOOD, CARRIE",Undo It,2009,G,c-,solo,women,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,1:14:00 AM,"HOUSER, RANDY",How Country Feels,2012,G,c-,solo,men,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,1:17:00 AM,"TRITT, TRAVIS",Here's A Quarter (Call ...),1991,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,1:20:00 AM,"HUNT, SAM",Kinfolks,2019,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,1:23:00 AM,OLD DOMINION,Written In The Sand,2017,G,c-,group,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,1:26:00 AM,"ALDEAN, JASON",Big Green Tractor,2009,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,1:29:00 AM,"HILL, FAITH",This Kiss,1998,G,c-,solo,women,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,1:36:00 AM,"RHETT, THOMAS",Country Again,2021,R,c-,solo,men,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,1:40:00 AM,"CHESNUTT, MARK",Too Cold At Home,1990,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,1:43:00 AM,"BRYAN, LUKE",Play It Again,2013,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,1:47:00 AM,"LAMBERT, MIRANDA",Bluebird,2019,G,c-,solo,women,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,1:50:00 AM,RICOCHET,Daddy's Money,1996,G,c-,group,men,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,1:53:00 AM,"COMBS, LUKE",One Number Away,2017,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,1:57:00 AM,"LYNCH, DUSTIN",Seein' Red,2016,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,2:00:00 AM,"UNDERWOOD, CARRIE",Good Girl,2012,G,c-,solo,women,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,2:06:00 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,2:09:00 AM,"REXHA, BEBE/FLORIDA GEORGIA LINE",Meant To Be,2017,G,c-,collab,male-female,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,2:12:00 AM,"SHELTON, BLAKE",Honey Bee,2011,G,c-,solo,men,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,2:15:00 AM,"GILL, VINCE",Don't Let Our Love Start ...,1992,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,2:19:00 AM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,2:22:00 AM,LITTLE BIG TOWN,Boondocks,2005,G,c-,group,male-female,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,2:26:00 AM,"HUNT, SAM",Take Your Time,2014,G,c-,solo,men,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,2:29:00 AM,"CHESNEY, KENNY",She Thinks My Tractor's Sexy,1999,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,2:36:00 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,2:40:00 AM,"YOAKAM, DWIGHT",Fast As You,1993,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,2:43:00 AM,"STELL, MATT",Everywhere But On,2019,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,2:46:00 AM,RASCAL FLATTS,Life Is A Highway,2006,G,c-,trio,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,2:50:00 AM,"BROOKS, GARTH",Friends In Low Places,1991,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,2:54:00 AM,"RHETT, THOMAS",It Goes Like This,2013,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,2:57:00 AM,"URBAN, KEITH",Days Go By,2004,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,3:00:00 AM,LADY ANTEBELLUM,Need You Now,2009,G,c-,trio,male-female,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,3:08:00 AM,"BRYAN, LUKE",Waves,2021,R,c-,solo,men,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,3:12:00 AM,"CHURCH, ERIC",Drink In My Hand,2011,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,3:15:00 AM,"BRICE, LEE",Rumor,2017,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,3:18:00 AM,"MCGRAW, TIM",Down On The Farm,1994,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,3:20:00 AM,"COMBS, LUKE",Better Together,2019,R,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,3:24:00 AM,"CHESNEY, KENNY/UNCLE KRACKER",When The Sun Goes Down,2004,G,c-,collab,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,3:27:00 AM,"JANSON, CHRIS",Fix A Drink,2017,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,3:31:00 AM,"LAWRENCE, TRACY",Sticks And Stones,1991,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,3:37:00 AM,"RHETT, THOMAS",Country Again,2021,R,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,3:41:00 AM,"KEITH, TOBY",How Do You Like Me Now?!,1999,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,3:44:00 AM,"BENTLEY, DIERKS",What Was I Thinkin',2003,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,3:48:00 AM,"BRYAN, LUKE",Down To One,2020,R,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,3:51:00 AM,"ANDERSON, JOHN",Straight Tequila Night,1991,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,3:54:00 AM,"BROWN, KANE/ALAINA, LAUREN",What Ifs,2016,G,c-,collab,male-female,multiethnic,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,3:57:00 AM,"ALLAN, GARY",Watching Airplanes,2007,G,c-,solo,men,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,4:00:00 AM,FLORIDA GEORGIA LINE,Stay,2012,G,c-,duo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,4:06:00 AM,"WILSON, LAINEY",Things A Man Oughta Know,2019,R,c-,solo,women,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,4:09:00 AM,"HOUSER, RANDY",Runnin' Outta Moonlight,2013,G,c-,solo,men,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,4:12:00 AM,"YOUNG, BRETT",In Case You Didn't Know,2016,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,4:16:00 AM,"MESSINA, JO DEE",Lesson In Leavin',1998,G,c-,solo,women,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,4:19:00 AM,"COMBS, LUKE",She Got The Best Of Me,2018,G,c-,solo,men,white,Cincinnati,X
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,4:22:00 AM,"RHETT, THOMAS",Life Changes,2017,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,4:25:00 AM,"CHESNEY, KENNY",Save It For A Rainy Day,2014,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,4:28:00 AM,"BYRD, TRACY",Watermelon Crawl,1994,G,c-,solo,men,white,Cincinnati,B2Bmen
2/7/22,"Monday, Barrett",OVN,Hubbard,WYGY-FM,4:34:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Cincinnati,B2Bmen
