date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,lgbtq,b2b_gender,b2b_combinedGender,b2b_collabGender,b2b_lgbtq,b2b_race,b2b_raceGender
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,2:12:00 AM,"SHELTON, BLAKE/STEFANI, GWEN",Nobody But You,2019,G,c-,collab,male-female,white,SanAntonio,false,X,X,X,X,X,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,2:15:00 AM,"YOUNG, CHRIS/TENPENNY, MITCHELL",At The End Of A Bar,2021,R,c-,collab,men,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,2:18:00 AM,"RHETT, THOMAS",Country Again,2021,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,2:22:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,2:25:00 AM,"BRYAN, LUKE",Up,2021,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,2:28:00 AM,"LAMBERT, MIRANDA",Mama's Broken Heart,2011,G,c-,solo,women,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,2:31:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,SanAntonio,false,X,B2BCombWomen,B2BCollabWomen,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,2:35:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,2:38:00 AM,"SWIFT, TAYLOR",I Bet You Think About Me,2021,C,c-,solo,women,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,2:46:00 AM,"STRAIT, GEORGE",Carried Away,1996,G,c-,solo,men,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,2:50:00 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,2:53:00 AM,"BROOKS, GARTH",That's What Cowboys Do,2020,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,2:57:00 AM,"WHITE, DRAKE",Mix 'Em With Whiskey,2020,C,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:00:00 AM,"CHESNEY, KENNY",Til It's Gone,2014,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:03:00 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:06:00 AM,BROTHERS OSBORNE,I'm Not For Everyone,2020,C,c-,duo,men,white,SanAntonio,true,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:10:00 AM,"COMBS, LUKE",Beautiful Crazy,2017,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:13:00 AM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:17:00 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:19:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:22:00 AM,"ALAINA, LAUREN/PARDI, JON",Getting Over Him,2020,R,c-,collab,male-female,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:25:00 AM,"YOUNG, CHRIS",You,2011,G,c-,solo,men,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:28:00 AM,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:30:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:34:00 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:39:00 AM,"CURRINGTON, BILLY",Must Be Doin' Somethin' Right,2005,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:42:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:46:00 AM,"JANSON, CHRIS",Bye Mom,2021,R,c-,solo,men,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:50:00 AM,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:54:00 AM,"URBAN, KEITH",Cop Car,2013,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,3:58:00 AM,"UNDERWOOD, CARRIE",Before He Cheats,2005,G,c-,solo,women,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:01:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:04:00 AM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:09:00 AM,"ALDEAN, JASON",Got What I Got,2019,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:12:00 AM,"SCOTT, DYLAN",New Truck,2021,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:15:00 AM,"BLOCK, PRISCILLA",Just About Over You,2020,R,c-,solo,women,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:18:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,SanAntonio,false,B2Bwomen,B2BCombWomen,B2BCollabWomen,X,B2Bwhite,B2BwhiteWomen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:21:00 AM,"LANE, CHRIS",Fill Them Boots,2021,R,c-,solo,men,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:24:00 AM,"BRICE, LEE",Hard To Love,2012,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:27:00 AM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:31:00 AM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:34:00 AM,"PARKER, DREW",While You're Gone,2020,R,c-,solo,men,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:39:00 AM,"STRAIT, GEORGE",Give It Away,2006,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:43:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:46:00 AM,DAN + SHAY,Steal My Love,2021,R,c-,duo,men,multiethnic,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:49:00 AM,MIDLAND,Sunrise Tells The Story,2021,C,c-,trio,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:52:00 AM,"HOUSER, RANDY",Goodnight Kiss,2013,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:56:00 AM,MADDIE & TAE,Die From A Broken Heart,2018,G,c-,duo,women,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,4:59:00 AM,"ALDEAN, JASON",Lights Come On,2016,G,c-,solo,men,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,5:02:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,5:11:00 AM,ELI YOUNG BAND,Love Ain't,2018,G,c-,group,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,5:14:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,5:17:00 AM,"BROOKS, GARTH",Two Pina Coladas,1997,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,5:21:00 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,5:24:00 AM,"BRICE, LEE",I Don't Dance,2014,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,5:27:00 AM,"STRAIT, GEORGE",Here For A Good Time,2011,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,5:30:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,5:33:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,5:42:00 AM,"UNDERWOOD, CARRIE",Heartbeat,2015,G,c-,solo,women,white,SanAntonio,false,X,X,X,X,X,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,5:45:00 AM,"ALDEAN, JASON",Blame It On You,2019,R,c-,solo,men,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,5:49:00 AM,"URBAN, KEITH",Somebody Like You,2002,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,5:52:00 AM,"MORRIS, MAREN",Girl,2019,G,c-,solo,women,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,5:56:00 AM,"LYNCH, DUSTIN",Good Girl,2018,G,c-,solo,men,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,Cox,KCYY-FM,5:59:00 AM,"MCGRAW, TIM/SWIFT, TAYLOR",Highway Don't Care,2013,G,c-,collab,male-female,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",AMD,Cox,KCYY-FM,6:09:00 AM,RASCAL FLATTS,How They Remember You,2020,R,c-,trio,men,white,SanAntonio,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",AMD,Cox,KCYY-FM,6:12:00 AM,"CHESNEY, KENNY",I Go Back,2004,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cox,KCYY-FM,6:16:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cox,KCYY-FM,6:19:00 AM,"PARDI, JON",Head Over Boots,2015,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cox,KCYY-FM,6:23:00 AM,"SWINDELL, COLE",Single Saturday Night,2020,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cox,KCYY-FM,6:30:00 AM,"RUCKER, DARIUS",Beers And Sunshine,2020,R,c-,solo,men,black,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",AMD,Cox,KCYY-FM,6:33:00 AM,"WALKER, CLAY",She Won't Be Lonely Long,2009,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",AMD,Cox,KCYY-FM,6:36:00 AM,"RHETT, THOMAS",Country Again,2021,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cox,KCYY-FM,6:43:00 AM,"STAPLETON, CHRIS",Broken Halos,2016,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cox,KCYY-FM,6:46:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cox,KCYY-FM,6:50:00 AM,"STRAIT, GEORGE",Check Yes Or No,1995,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cox,KCYY-FM,6:53:00 AM,"COMBS, LUKE",Better Together,2019,R,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cox,KCYY-FM,6:56:00 AM,"YOUNG, CHRIS",Raised On Country,2019,G,c-,solo,men,white,SanAntonio,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
