date,owner,station,time,artist,title,ensemble,gender,race,city,b2b_gender,b2b_combinedGender,b2b_lgbtq,b2b_raceGender
1/7/22,iHeartMedia,KASE-FM,12:01 AM,"JONES, GEORGE",Finally Friday,solo,men,white,Austin,X,X,X,X
1/7/22,iHeartMedia,KASE-FM,12:03 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,collab,male-female,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,12:06 AM,"COMBS, LUKE",Cold As You,solo,men,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,12:09 AM,"PARMALEE/BROWN, BLANCO",Just The Way,collab,men,multiethnic,Austin,B2Bmen,B2BCombMen,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,12:12 AM,"MORRIS, MAREN",Circles Around This Town,solo,women,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,12:20 AM,"BRYAN, LUKE",Up,solo,men,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,12:23 AM,"CHURCH, ERIC",Heart On Fire,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,12:27 AM,LADY ANTEBELLUM,Bartender,trio,male-female,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,12:30 AM,"CHURCH, ERIC",Heart On Fire,solo,men,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,12:34 AM,"RHETT, THOMAS",T-Shirt,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,12:38 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,collab,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,12:40 AM,"RODGERS, JAMESON",Some Girls,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,12:54 AM,"CLARK, CALLISTA",It's 'Cause I Am,solo,women,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,12:57 AM,"CURRINGTON, BILLY",Do I Make You Wanna,solo,men,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,1:01 AM,"COMBS, LUKE",Lovin' On You,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,1:04 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),collab,women,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,1:07 AM,"ALDEAN, JASON",Tonight Looks Good On You,solo,men,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,1:11 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,collab,male-female,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,1:19 AM,"BRICE, LEE",Soul,solo,men,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,1:22 AM,"HUNT, SAM",23,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,1:25 AM,"BROWN, KANE",One Mississippi,solo,men,multiethnic,Austin,B2Bmen,B2BCombMen,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,1:26 AM,"BRYAN, LUKE",One Margarita,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,1:29 AM,"STAPLETON, CHRIS",You Should Probably Leave,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,1:33 AM,OLD DOMINION,Make It Sweet,group,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,1:36 AM,"HUNT, SAM",23,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,1:39 AM,"OWEN, JAKE",The One That Got Away,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,1:45 AM,"RHETT, THOMAS",Slow Down Summer,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,1:48 AM,"SWIFT, TAYLOR",I Bet You Think About Me,solo,women,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,1:52 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,collab,men,multiethnic,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,1:53 AM,"ALDEAN, JASON",Lights Come On,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,1:57 AM,"JANSON, CHRIS",Fix A Drink,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,2:00 AM,"HAYES, WALKER",Fancy Like,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,2:03 AM,"LAMBERT, MIRANDA",If I Was A Cowboy,solo,women,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,2:06 AM,"MCCREERY, SCOTTY",See You Tonight,solo,men,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,2:09 AM,"WALLEN, MORGAN",Sand In My Boots,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,2:18 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,collab,male-female,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,2:20 AM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,collab,men,multiethnic,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,2:24 AM,"PARDI, JON",Tequila Little Time,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,2:27 AM,"BRYAN, LUKE",That's My Kind Of Night,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,2:30 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,collab,male-female,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,2:34 AM,"COMBS, LUKE/CHURCH, ERIC",Does To Me,collab,men,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,2:37 AM,"RAY, MICHAEL",Whiskey And Rain,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,2:44 AM,MIDLAND,Sunrise Tells The Story,trio,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,2:47 AM,"ARTS, TENILLE","Back Then, Right Now",solo,women,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,2:50 AM,"URBAN, KEITH",Wild Hearts,solo,men,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,2:52 AM,"MOORE, KIP",Somethin' 'Bout A Truck,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,2:55 AM,DAN + SHAY,Tequila,duo,men,multiethnic,Austin,B2Bmen,B2BCombMen,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,2:59 AM,ZAC BROWN BAND,Same Boat,group,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,3:02 AM,HARDY,Give Heaven Some Hell,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,3:05 AM,"RHETT, THOMAS",Get Me Some Of That,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,3:08 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,collab,male-female,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,3:16 AM,"BARNES, NATE",You Ain't Pretty,solo,men,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,3:19 AM,"ALAINA, LAUREN/PARDI, JON",Getting Over Him,collab,male-female,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,3:25 AM,"CHESNEY, KENNY",Save It For A Rainy Day,solo,men,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,3:28 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,collab,male-female,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,3:32 AM,"YOUNG, BRETT",Here Tonight,solo,men,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,3:35 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,collab,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,3:41 AM,"EVANS, MORGAN",Love Is Real,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,3:44 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),collab,women,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,3:47 AM,"STAPLETON, CHRIS",You Should Probably Leave,solo,men,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,3:50 AM,"COMBS, LUKE",Cold As You,solo,men,white,Austin,B2Bmen,B2BCombMen,B2BStraight,B2BwhiteMen
1/7/22,iHeartMedia,KASE-FM,3:53 AM,"LAMBERT, MIRANDA",The House That Built Me,solo,women,white,Austin,X,X,B2BStraight,X
1/7/22,iHeartMedia,KASE-FM,3:56 AM,"ALLAN, GARY",Nothing On But The Radio,solo,men,white,Austin,X,X,B2BStraight,X
