cityName,stationName,ownerName,total_COUNT,onlyWomenSongs_COUNT,onlyWomenSongs_PERCENT,b2bWomenSongs_COUNT,b2bWomenSongs_PERCENT,onlyMenSongs_COUNT,onlyMenSongs_PERCENT,b2bMenSongs_COUNT,b2bMenSongs_PERCENT,onlyMixedGenderSongs_COUNT,onlyMixedGenderSongs_PERCENT,b2bMixedGenderSongs_COUNT,b2bMixedGenderSongs_PERCENT,onlyCombinedGenderSongs_COUNT,onlyCombinedGenderSongs_PERCENT,b2bCombinedGenderSongs_COUNT,b2bCombinedGenderSongs_PERCENT,onlyCollabGenderSongs_COUNT,onlyCollabGenderSongs_PERCENT,b2bCollabGenderSongs_COUNT,b2bCollabGenderSongs_PERCENT,onlyMixedNOCollabGenderSongs_COUNT,onlyMixedNOCollabGenderSongs_PERCENT,b2bMixedNOCollabGenderSongs_COUNT,b2bMixedNOCollabGenderSongs_PERCENT,onlyLGBTQSongs_COUNT,onlyLGBTQSongs_PERCENT,b2bLGBTQSongs_COUNT,b2bLGBTQSongs_PERCENT,onlyStraightSongs_COUNT,onlyStraightSongs_PERCENT,b2bStraightSongs_COUNT,b2bStraightSongs_PERCENT,onlyPOCMenSongs_COUNT,onlyPOCMenSongs_PERCENT,b2bPOCMenSongs_COUNT,b2bPOCMenSongs_PERCENT,onlyPOCWomenSongs_COUNT,onlyPOCWomenSongs_PERCENT,b2bPOCWomenSongs_COUNT,b2bPOCWomenSongs_PERCENT,onlyPOCMixedSongs_COUNT,onlyPOCMixedSongs_PERCENT,b2bPOCMixedSongs_COUNT,b2bPOCMixedSongs_PERCENT,onlyWhiteMenSongs_COUNT,onlyWhiteMenSongs_PERCENT,b2bWhiteMenSongs_COUNT,b2bWhiteMenSongs_PERCENT,onlyWhiteWomenSongs_COUNT,onlyWhiteWomenSongs_PERCENT,b2bWhiteWomenSongs_COUNT,b2bWhiteWomenSongs_PERCENT,onlyWhiteMixedGenderSongs_COUNT,onlyWhiteMixedGenderSongs_PERCENT,b2bWhiteMixedGenderSongs_COUNT,b2bWhiteMixedGenderSongs_PERCENT,OVNwomenSongs_COUNT,OVNwomenSongs_PERCENT,b2bOVNwomenSongs_COUNT,b2bOVNwomenSongs_PERCENT,AMDwomenSongs_COUNT,AMDwomenSongs_PERCENT,b2bAMDwomenSongs_COUNT,b2bAMDwomenSongs_PERCENT,MIDwomenSongs_COUNT,MIDwomenSongs_PERCENT,b2bMIDwomenSongs_COUNT,b2bMIDwomenSongs_PERCENT,PMDwomenSongs_COUNT,PMDwomenSongs_PERCENT,b2bPMDwomenSongs_COUNT,b2bPMDwomenSongs_PERCENT,EVEwomenSongs_COUNT,EVEwomenSongs_PERCENT,b2bEVEwomenSongs_COUNT,b2bEVEwomenSongs_PERCENT,GwomenSongs_COUNT,GwomenSongs_PERCENT,b2bGwomenSongs_COUNT,b2bGwomenSongs_PERCENT,RwomenSongs_COUNT,RwomenSongs_PERCENT,b2bRwomenSongs_COUNT,b2bRwomenSongs_PERCENT,CwomenSongs_COUNT,CwomenSongs_PERCENT,b2bCwomenSongs_COUNT,b2bCwomenSongs_PERCENT
Dallas,KSCS-FM,Audacy/Entercom,6359,511,8.035854694134297,13,0.20443465953766315,5171,81.31781726686586,4055,63.76788803270954,677,10.646328038999844,18,0.28306337474445664,1188,18.68218273313414,84,1.320962415474131,1124,17.675735178487184,77,1.21088221418462,64,1.0064475546469571,0,0,4,0.06290297216543482,0,0,6355,99.93709702783457,6333,99.59113068092468,330,5.189495203648373,18,0.28306337474445664,0,0,0,0,21,0.33024060386853277,0,0,4841,76.1283220632175,3545,55.74775908161661,511,8.035854694134297,13,0.20443465953766315,656,10.31608743513131,15,0.23588614562038054,149,29.158512720156555,4,30.76923076923077,47,9.197651663405088,1,7.6923076923076925,118,23.09197651663405,2,15.384615384615385,78,15.264187866927593,1,7.6923076923076925,119,23.28767123287671,5,38.46153846153847,110,21.52641878669276,2,15.384615384615385,272,53.22896281800391,10,76.92307692307693,129,25.244618395303327,1,7.6923076923076925
Greensboro,WPAW-FM,Audacy/Entercom,7123,691,9.700968692966446,41,0.5756001684683419,5705,80.09265758809491,4508,63.28794047451917,727,10.20637371893865,69,0.968692966446722,1418,19.907342411905095,233,3.27109364032009,1352,18.980766530956057,213,2.990313070335533,66,0.9265758809490383,0,0,7,0.09827319949459498,0,0,7116,99.90172680050541,7090,99.53671205952548,571,8.016285273059104,40,0.5615611399691142,1,0.014039028499227854,0,0,37,0.5194440544714306,0,0,5134,72.0763723150358,3643,51.14418082268707,690,9.686929664467218,41,0.5756001684683419,690,9.686929664467218,61,0.856380738452899,241,34.87698986975398,19,46.34146341463415,80,11.577424023154848,1,2.4390243902439024,114,16.49782923299566,7,17.073170731707318,115,16.642547033285094,3,7.317073170731707,141,20.40520984081042,11,26.82926829268293,252,36.46888567293777,13,31.70731707317073,233,33.71924746743849,19,46.34146341463415,206,29.81186685962373,9,21.951219512195124
Greensboro,WTQR-FM,iHeartMedia,6194,436,7.039070067807556,26,0.4197610590894414,5219,84.25896028414594,4321,69.76105908944139,539,8.701969648046497,17,0.27445915402001936,975,15.741039715854052,92,1.4853083629318695,856,13.819825637713917,79,1.275427833387149,119,1.9212140781401357,0,0,2,0.03228931223764934,0,0,6192,99.96771068776235,6171,99.62867290926704,484,7.814013561511139,34,0.5489183080400387,0,0,0,0,32,0.5166289958023894,0,0,4735,76.44494672263481,3555,57.39425250242169,436,7.039070067807556,26,0.4197610590894414,507,8.185340652244106,14,0.22602518566354535,178,40.825688073394495,12,46.15384615384615,76,17.431192660550458,13,50,65,14.908256880733944,0,0,46,10.550458715596331,0,0,71,16.28440366972477,1,3.8461538461538463,202,46.330275229357795,13,50,154,35.321100917431195,7,26.923076923076923,80,18.34862385321101,6,23.076923076923077
Houston,KILT-FM,Audacy/Entercom,6630,595,8.974358974358974,21,0.3167420814479638,5552,83.74057315233786,4601,69.39668174962293,483,7.285067873303168,32,0.48265460030165913,1078,16.25942684766214,140,2.1116138763197587,1009,15.218702865761689,124,1.8702865761689291,69,1.0407239819004523,0,0,7,0.10558069381598793,0,0,6623,99.894419306184,6597,99.50226244343892,486,7.330316742081449,30,0.4524886877828055,3,0.04524886877828054,0,0,35,0.5279034690799397,0,0,5066,76.41025641025641,3816,57.556561085972845,592,8.929110105580694,21,0.3167420814479638,448,6.757164404223228,23,0.3469079939668175,207,34.78991596638655,12,57.14285714285714,41,6.890756302521009,0,0,121,20.33613445378151,1,4.761904761904762,82,13.781512605042018,1,4.761904761904762,144,24.201680672268907,7,33.33333333333333,155,26.05042016806723,1,4.761904761904762,262,44.03361344537815,13,61.904761904761905,178,29.915966386554622,7,33.33333333333333
Houston,KKBQ-FM,COX,6503,649,9.980009226510841,46,0.7073658311548516,5223,80.31677687221283,4112,63.232354298016304,631,9.703213901276333,40,0.6151007227433493,1280,19.683223127787176,184,2.8294633246194065,1188,18.26849146547747,168,2.583423035522067,92,1.4147316623097033,1,0.015377518068583732,15,0.23066277102875596,0,0,6488,99.76933722897124,6454,99.2465016146394,472,7.25818852837152,25,0.3844379517145933,3,0.046132554205751186,0,0,27,0.41519298785176073,0,0,4751,73.05858834384131,3357,51.62232815623559,646,9.933876672305091,46,0.7073658311548516,604,9.288020913424573,38,0.5843456866061817,223,34.36055469953775,22,47.82608695652174,70,10.785824345146379,3,6.521739130434782,128,19.72265023112481,7,15.217391304347828,100,15.408320493066254,7,15.217391304347828,128,19.72265023112481,7,15.217391304347828,204,31.432973805855163,18,39.130434782608695,321,49.46070878274268,23,50,124,19.106317411402156,5,10.869565217391305
Indianapolis,WFMS-FM,Cumulus,6210,456,7.342995169082125,14,0.22544283413848631,5097,82.07729468599034,4088,65.829307568438,657,10.579710144927535,28,0.45088566827697263,1113,17.92270531400966,111,1.7874396135265702,1031,16.602254428341386,98,1.578099838969404,82,1.320450885668277,0,0,13,0.20933977455716585,0,0,6197,99.79066022544283,6165,99.27536231884058,391,6.296296296296296,19,0.30595813204508854,0,0,0,0,11,0.17713365539452497,0,0,4706,75.78099838969405,3483,56.086956521739125,456,7.342995169082125,14,0.22544283413848631,646,10.402576489533011,28,0.45088566827697263,191,41.885964912280706,12,85.71428571428571,38,8.333333333333332,0,0,73,16.00877192982456,0,0,71,15.570175438596493,0,0,83,18.201754385964914,2,14.285714285714285,171,37.5,3,21.428571428571427,209,45.83333333333333,8,57.14285714285714,76,16.666666666666664,3,21.428571428571427
Indianapolis,WLHK-FM,Emmis,7211,588,8.154208847593953,34,0.47150187213978645,5851,81.13992511440854,4692,65.06725835529052,772,10.705866037997504,66,0.9152683400360561,1360,18.86007488559146,215,2.9815559561780614,1268,17.584246290389682,192,2.6625988073776177,92,1.2758285952017752,0,0,9,0.12480931909582581,0,0,7202,99.87519068090417,7174,99.48689502149493,526,7.294411316044931,29,0.4021633615309943,0,0,0,0,48,0.6656497018444044,0,0,5325,73.84551379836361,3857,53.48772708362224,588,8.154208847593953,34,0.47150187213978645,724,10.0402163361531,55,0.7627236166967134,170,28.91156462585034,6,17.647058823529413,73,12.414965986394558,3,8.823529411764707,116,19.727891156462583,7,20.588235294117645,88,14.965986394557824,4,11.76470588235294,141,23.97959183673469,14,41.17647058823529,213,36.224489795918366,15,44.11764705882353,283,48.12925170068027,16,47.05882352941176,92,15.646258503401361,3,8.823529411764707
KansasCity,KBEQ-FM,Steel City,6272,673,10.730229591836734,24,0.3826530612244898,5135,81.8718112244898,4137,65.95982142857143,464,7.3979591836734695,35,0.5580357142857143,1137,18.128188775510203,151,2.407525510204082,1027,16.37436224489796,113,1.8016581632653061,110,1.7538265306122447,0,0,25,0.3985969387755102,0,0,6247,99.60140306122449,6203,98.8998724489796,379,6.042729591836735,16,0.25510204081632654,2,0.03188775510204082,0,0,25,0.3985969387755102,0,0,4756,75.82908163265306,3563,56.80803571428571,671,10.698341836734695,24,0.3826530612244898,439,6.999362244897959,28,0.4464285714285714,260,38.632986627043095,13,54.166666666666664,59,8.7667161961367,0,0,136,20.208023774145616,5,20.833333333333336,87,12.927191679049036,0,0,131,19.46508172362556,6,25,244,36.2555720653789,13,54.166666666666664,251,37.295690936106986,10,41.66666666666667,178,26.448736998514118,1,4.166666666666666
KansasCity,KFKF-FM,Steel City,6172,560,9.073233959818536,10,0.16202203499675957,5345,86.60077770576798,4543,73.60661049902787,267,4.325988334413481,4,0.06480881399870382,827,13.399222294232016,41,0.6642903434867142,697,11.292935839274142,20,0.32404406999351915,130,2.1062864549578744,0,0,12,0.19442644199611148,0,0,6160,99.80557355800389,6129,99.30330524951393,304,4.92546986390149,11,0.1782242384964355,0,0,0,0,11,0.1782242384964355,0,0,5041,81.6753078418665,4044,65.52171095268956,560,9.073233959818536,10,0.16202203499675957,256,4.1477640959170445,3,0.04860661049902787,154,27.500000000000004,1,10,82,14.642857142857144,3,30,110,19.642857142857142,3,30,97,17.32142857142857,1,10,117,20.892857142857142,2,20,426,76.07142857142857,8,80,101,18.035714285714285,2,20,33,5.892857142857142,0,0
KansasCity,WDAF-FM,Audacy/Entercom,6807,824,12.10518583810783,67,0.9842808873218746,5289,77.69942706037902,4026,59.14499779638608,694,10.195387101513148,53,0.7786102541501395,1518,22.300572939620977,268,3.9371235492874983,1403,20.611135595710298,226,3.3201116497722936,115,1.68943734391068,0,0,22,0.32319670926986926,0,0,6785,99.67680329073013,6744,99.07448215072719,637,9.358013809313942,53,0.7786102541501395,0,0,0,0,25,0.3672689878066696,0,0,4652,68.34141325106508,3102,45.570736007051565,824,12.10518583810783,67,0.9842808873218746,669,9.828118113706479,51,0.7492287351256061,254,30.8252427184466,21,31.343283582089555,99,12.014563106796118,8,11.940298507462686,165,20.024271844660195,13,19.402985074626866,136,16.50485436893204,9,13.432835820895523,170,20.631067961165048,16,23.88059701492537,284,34.46601941747573,18,26.865671641791046,326,39.56310679611651,25,37.3134328358209,214,25.970873786407765,24,35.82089552238806
LosAngeles,KKGO-FM,Mount Wilson FM,6380,819,12.836990595611287,81,1.2695924764890283,4947,77.53918495297806,3792,59.43573667711599,614,9.623824451410657,59,0.9247648902821317,1433,22.460815047021942,285,4.467084639498433,1293,20.26645768025078,221,3.4639498432601883,140,2.19435736677116,0,0,27,0.4231974921630094,0,0,6353,99.57680250783699,6307,98.85579937304075,388,6.081504702194358,16,0.25078369905956116,8,0.12539184952978058,0,0,36,0.5642633228840125,0,0,4559,71.4576802507837,3212,50.3448275862069,811,12.711598746081505,78,1.2225705329153604,578,9.059561128526646,53,0.8307210031347964,266,32.47863247863248,28,34.5679012345679,115,14.041514041514041,13,16.049382716049383,149,18.192918192918192,12,14.814814814814813,122,14.896214896214897,12,14.814814814814813,167,20.39072039072039,16,19.753086419753085,198,24.175824175824175,21,25.925925925925924,417,50.91575091575091,36,44.44444444444444,204,24.90842490842491,24,29.629629629629626
Nashville,WKDF-FM,Cumulus,5943,628,10.567053676594313,39,0.6562342251388188,4686,78.84906612821807,3617,60.86151775197711,629,10.583880195187616,47,0.7908463738852431,1257,21.15093387178193,198,3.331650681474003,1164,19.586067642604746,162,2.7258960121150935,93,1.5648662291771833,1,0.016826518593303048,11,0.1850917045263335,0,0,5932,99.81490829547367,5904,99.34376577486118,424,7.1344438835604915,24,0.40383644623927306,0,0,0,0,28,0.47114252061248524,0,0,4262,71.71462224465758,2981,50.15985192663638,628,10.567053676594313,39,0.6562342251388188,601,10.11273767457513,45,0.7571933366986371,181,28.82165605095541,15,38.46153846153847,65,10.35031847133758,4,10.256410256410255,117,18.630573248407643,5,12.82051282051282,93,14.808917197452228,0,0,172,27.388535031847134,15,38.46153846153847,157,25,7,17.94871794871795,360,57.324840764331206,26,66.66666666666666,111,17.67515923566879,6,15.384615384615385
Nashville,WSM-FM,Cumulus,6536,1028,15.728274173806609,40,0.6119951040391677,5155,78.87086903304773,3893,59.56242350061199,353,5.400856793145655,6,0.09179926560587516,1381,21.129130966952264,130,1.9889840881272949,1176,17.99265605875153,79,1.2086903304773562,205,3.1364749082007344,3,0.04589963280293758,0,0,0,0,6536,100,6517,99.70930232558139,150,2.2949816401468786,4,0.06119951040391676,0,0,0,0,10,0.15299877600979192,0,0,5005,76.57588739290085,3670,56.15055079559363,1028,15.728274173806609,40,0.6119951040391677,343,5.247858017135863,6,0.09179926560587516,313,30.44747081712062,18,45,164,15.953307392996107,4,10,221,21.498054474708173,5,12.5,161,15.66147859922179,7,17.5,169,16.439688715953306,6,15,1016,98.83268482490273,39,97.5,11,1.0700389105058365,1,2.5,1,0.09727626459143969,0,0
Philadelphia,WXTU-FM,Beasley,6383,754,11.812627291242363,58,0.9086636377878741,5005,78.41140529531569,3853,60.36346545511515,624,9.775967413441954,46,0.7206642644524518,1378,21.58859470468432,239,3.744320852263826,1255,19.66160112799624,199,3.117656274479085,123,1.9269935766880777,1,0.015666614444618518,12,0.18799937333542222,0,0,6371,99.81200062666457,6340,99.32633557888141,589,9.227635907880307,48,0.7519974933416889,0,0,0,0,20,0.31333228889237036,0,0,4416,69.18376938743538,3008,47.125176249412505,754,11.812627291242363,58,0.9086636377878741,604,9.462635124549584,45,0.7049976500078333,264,35.0132625994695,21,36.206896551724135,89,11.803713527851459,5,8.620689655172415,147,19.49602122015915,14,24.137931034482758,104,13.793103448275861,6,10.344827586206897,150,19.893899204244033,12,20.689655172413794,219,29.045092838196286,19,32.758620689655174,389,51.591511936339515,29,50,146,19.363395225464192,10,17.24137931034483
