Date,Weekday,Dayparts,OWNER,Station,Time Played,Artist,Title,Rel. Date,GRC,genre,ensemble,gender,race,city,b2b_gender
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,11:27:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,11:31:00 AM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,11:34:00 AM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,11:37:00 AM,"LYNCH, DUSTIN",Seein' Red,2016,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,11:46:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,11:49:00 AM,"BRYAN, LUKE",One Margarita,2020,G,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,11:52:00 AM,"BARRETT, GABBY",I Hope,2019,G,c-,solo,women,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,11:55:00 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,11:58:00 AM,"URBAN, KEITH",Somebody Like You,2002,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,12:02:00 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,12:05:00 PM,"JACKSON, ALAN",Gone Country,1994,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,12:09:00 PM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,12:13:00 PM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,12:16:00 PM,"ALDEAN, JASON",Take A Little Ride,2012,G,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,12:19:00 PM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,12:21:00 PM,"OWEN, JAKE",Homemade,2019,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,12:24:00 PM,"ALLAN, GARY",Watching Airplanes,2007,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,12:28:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,12:30:00 PM,"BRYAN, LUKE",Drink A Beer,2013,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,12:34:00 PM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,12:37:00 PM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,12:40:00 PM,SUGARLAND,Stay,2006,G,c-,duo,male-female,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,12:45:00 PM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,12:48:00 PM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,12:51:00 PM,"SCOTT, DYLAN",My Girl,2016,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,1:02:00 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,1:05:00 PM,"RUCKER, DARIUS",Wagon Wheel,2012,G,c-,solo,men,black,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,1:09:00 PM,"WALLEN, MORGAN",Chasin' You,2018,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,1:12:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,1:15:00 PM,"PARMALEE/BROWN, BLANCO",Just The Way,2019,R,c-,collab,men,multiethnic,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,1:18:00 PM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,1:22:00 PM,"CHESNEY, KENNY/UNCLE KRACKER",When The Sun Goes Down,2004,G,c-,collab,men,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,1:25:00 PM,"CLARK, CALLISTA",It's 'Cause I Am,2021,R,c-,solo,women,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,1:33:00 PM,"BRYAN, LUKE","Sunrise, Sunburn, Sunset",2017,G,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,1:37:00 PM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,1:40:00 PM,FLORIDA GEORGIA LINE,Get Your Shine On,2012,G,c-,duo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,1:43:00 PM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,1:46:00 PM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,1:49:00 PM,"WALLEN, MORGAN",Whiskey Glasses,2016,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,1:52:00 PM,"MURPHY, DAVID LEE",Dust On The Bottle,1995,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,2:02:00 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,2:05:00 PM,"BENTLEY, DIERKS",Gone,2020,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,2:08:00 PM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,2:12:00 PM,"UNDERWOOD, CARRIE",Before He Cheats,2005,G,c-,solo,women,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,2:15:00 PM,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,2:18:00 PM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,2:20:00 PM,"ALDEAN, JASON",When She Says Baby,2012,G,c-,solo,men,white,Tampa,B2Bwomen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,2:29:00 PM,"COMBS, LUKE",Beautiful Crazy,2017,G,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,2:32:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,2:35:00 PM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,2:38:00 PM,"MCENTIRE, REBA",Fancy,1990,G,c-,solo,women,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,2:42:00 PM,"BRYAN, LUKE",Waves,2021,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,2:46:00 PM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,2:49:00 PM,"HOUSER, RANDY",Runnin' Outta Moonlight,2013,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,WFUS-FM,2:58:00 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,3:02:00 PM,"URBAN, KEITH",Who Wouldn't Wanna Be Me,2002,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,3:05:00 PM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,3:17:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,3:20:00 PM,"COMBS, LUKE",Even Though I'm Leaving,2019,G,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,3:24:00 PM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,3:27:00 PM,"HUNT, SAM",Leave The Night On,2014,G,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,3:31:00 PM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,3:34:00 PM,ELI YOUNG BAND,Love Ain't,2018,G,c-,group,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,3:47:00 PM,KID ROCK,All Summer Long,2007,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,3:50:00 PM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,3:54:00 PM,"JANSON, CHRIS",Fix A Drink,2017,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,3:57:00 PM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:00:00 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:03:00 PM,"SHELTON, BLAKE",Boys 'Round Here,2013,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:07:00 PM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:10:00 PM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:13:00 PM,"UNDERWOOD, CARRIE",Undo It,2009,G,c-,solo,women,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:16:00 PM,"OWEN, JAKE",Made For You,2018,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:19:00 PM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:23:00 PM,"ALDEAN, JASON",She's Country,2008,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:26:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:29:00 PM,"PARMALEE/BROWN, BLANCO",Just The Way,2019,R,c-,collab,men,multiethnic,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:32:00 PM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:35:00 PM,"BROWN, KANE/ALAINA, LAUREN",What Ifs,2016,G,c-,collab,male-female,multiethnic,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:38:00 PM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:42:00 PM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:45:00 PM,"ATKINS, RODNEY",These Are My People,2006,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:49:00 PM,DAN + SHAY,Tequila,2018,G,c-,duo,men,multiethnic,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:52:00 PM,"BRYAN, LUKE",I See You,2013,G,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:55:00 PM,"ALDEAN, JASON",Girl Like You,2018,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,4:58:00 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,5:01:00 PM,"MORGAN, CRAIG",Redneck Yacht Club,2004,G,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,5:05:00 PM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,5:07:00 PM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,5:11:00 PM,"BARRETT, GABBY",I Hope,2019,G,c-,solo,women,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,5:14:00 PM,"BENTLEY, DIERKS",Drunk On A Plane,2014,G,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,5:18:00 PM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,5:32:00 PM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,5:35:00 PM,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,5:38:00 PM,ALABAMA,Dixieland Delight,1983,G,c-,group,men,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,5:41:00 PM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,5:45:00 PM,"BRYAN, LUKE",One Margarita,2020,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,5:48:00 PM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,6:00:00 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,6:03:00 PM,"YOUNG, CHRIS",Hangin' On,2017,G,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,6:06:00 PM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,6:10:00 PM,"MCGRAW, TIM",Where The Green Grass Grows,1997,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,6:13:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,6:17:00 PM,"BENTLEY, DIERKS",Gone,2020,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,6:27:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,6:30:00 PM,"KEITH, TOBY",American Ride,2009,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,6:32:00 PM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,6:43:00 PM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,6:45:00 PM,"ALDEAN, JASON",Dirt Road Anthem,2010,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WFUS-FM,6:49:00 PM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,7:00:00 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,7:03:00 PM,"ALLAN, GARY",Nothing On But The Radio,2003,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,7:07:00 PM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,7:10:00 PM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,7:13:00 PM,"BRYAN, LUKE",Waves,2021,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,7:17:00 PM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,7:20:00 PM,"OWEN, JAKE",Barefoot Blue Jean Night,2011,G,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,7:29:00 PM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,7:33:00 PM,"WALLEN, MORGAN",More Than My Hometown,2020,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,7:36:00 PM,"SCOTT, DYLAN",New Truck,2021,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,7:39:00 PM,"MESSINA, JO DEE","Heads Carolina, Tails Calif.",1995,G,c-,solo,women,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,7:42:00 PM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,7:45:00 PM,"PARMALEE/BROWN, BLANCO",Just The Way,2019,R,c-,collab,men,multiethnic,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,7:48:00 PM,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,7:51:00 PM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,8:02:00 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,8:05:00 PM,BROOKS & DUNN,Red Dirt Road,2003,G,c-,duo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,8:10:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,8:12:00 PM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,8:15:00 PM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,8:19:00 PM,FLORIDA GEORGIA LINE,Stay,2012,G,c-,duo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,8:22:00 PM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,8:25:00 PM,"HUNT, SAM",Body Like A Back Road,2017,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,8:28:00 PM,OLD DOMINION,No Hard Feelings,2021,R,c-,group,men,white,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,8:30:00 PM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,8:34:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,8:37:00 PM,"BENTLEY, DIERKS",Living,2018,G,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,8:47:00 PM,"KEITH, TOBY",I Wanna Talk About Me,2001,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,8:50:00 PM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,8:53:00 PM,"CHURCH, ERIC",Drink In My Hand,2011,G,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,8:56:00 PM,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,8:59:00 PM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,9:02:00 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,9:05:00 PM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,9:08:00 PM,"WALLEN, MORGAN",Chasin' You,2018,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,9:17:00 PM,"BROOKS, GARTH",Friends In Low Places,1991,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,9:21:00 PM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,9:24:00 PM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,9:27:00 PM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,9:31:00 PM,"BRYAN, LUKE",One Margarita,2020,G,c-,solo,men,white,Tampa,B2Bmen
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,9:34:00 PM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,Tampa,X
1/7/22,"Friday, Morris",EVE,iHeartMedia,WFUS-FM,9:37:00 PM,MIDLAND,Drinkin' Problem,2016,G,c-,trio,men,white,Tampa,X
