Date,Weekday,Daypart,OWNER,Station,Time Played,Artist,Title,Rel. Date,GRC,genre,ensemble,gender,race,city,b2b_gender
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,3:32 AM,"YOUNG, BRETT",Here Tonight,2018,G,c-,solo,men,white,Austin,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,3:35 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,3:41 AM,"EVANS, MORGAN",Love Is Real,2021,C,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,3:44 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Austin,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,3:47 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Austin,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,3:50 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,3:53 AM,"LAMBERT, MIRANDA",The House That Built Me,2009,G,c-,solo,women,white,Austin,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,3:56 AM,"ALLAN, GARY",Nothing On But The Radio,2003,G,c-,solo,men,white,Austin,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,4:00 AM,"SCOTT, DYLAN",My Girl,2016,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,4:03 AM,"RHETT, THOMAS",Country Again,2021,R,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,4:07 AM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,4:10 AM,"MCGRAW, TIM",Something Like That,1999,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,4:13 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Austin,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,4:21 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,Austin,B2Bwomen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,4:25 AM,"KEITH, TOBY",Old School,2021,C,c-,solo,men,white,Austin,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,4:28 AM,"CHESNEY, KENNY",Get Along,2018,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,4:31 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,4:34 AM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,4:37 AM,"PARDI, JON",Dirt On My Boots,2016,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,4:40 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,Austin,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,4:50 AM,BROTHERS OSBORNE,I'm Not For Everyone,2020,C,c-,duo,men,white,Austin,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,4:52 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,4:56 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,4:58 AM,"ELDREDGE, BRETT",Drunk On Your Love,2015,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,5:07 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Austin,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,5:10 AM,ZAC BROWN BAND,Toes,2008,G,c-,group,men,white,Austin,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,5:20 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,5:27 AM,FLORIDA GEORGIA LINE,Long Live,2020,R,c-,duo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,5:37 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,5:47 AM,"URBAN, KEITH",Better Life,2004,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,5:52 AM,"BRYAN, LUKE",Waves,2021,R,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KASE-FM,5:56 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,6:01 AM,BROOKS & DUNN,Brand New Man,1991,G,c-,duo,men,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,6:03 AM,"MELLENCAMP, JOHN C",Jack & Diane,1982,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,6:06 AM,"BALLERINI, KELSEA",Love Me Like You Mean It,2014,G,c-,solo,women,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,6:08 AM,"UNDERWOOD, CARRIE",Before He Cheats,2005,G,c-,solo,women,white,Austin,B2Bwomen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,6:09 AM,COOLIO,Gangsta's Paradise,1995,G,p-,solo,men,black,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,6:11 AM,"MUSGRAVES, KACEY",Follow Your Arrow,2013,G,c-,solo,women,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,6:12 AM,USHER/LUDACRIS/LIL JON,Yeah,2003,G,p-,collab,men,black,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,6:26 AM,"SWINDELL, COLE",Single Saturday Night,2020,R,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,6:40 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,6:49 AM,ZAC BROWN BAND,Toes,2008,G,c-,group,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,6:54 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,6:58 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Austin,B2Bmixed
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,7:06 AM,"HUNT, SAM",Kinfolks,2019,G,c-,solo,men,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,7:18 AM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,7:25 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,7:48 AM,"MCGRAW, TIM",Just To See You Smile,1997,G,c-,solo,men,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,7:52 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,7:57 AM,"MOON, NIKO",Good Time,2019,R,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,8:01 AM,BROOKS & DUNN,Brand New Man,1991,G,c-,duo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,8:02 AM,"MELLENCAMP, JOHN C",Jack & Diane,1982,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,8:05 AM,"BALLERINI, KELSEA",Love Me Like You Mean It,2014,G,c-,solo,women,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,8:07 AM,"UNDERWOOD, CARRIE",Before He Cheats,2005,G,c-,solo,women,white,Austin,B2Bwomen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,8:08 AM,COOLIO,Gangsta's Paradise,1995,G,p-,solo,men,black,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,8:10 AM,"MUSGRAVES, KACEY",Follow Your Arrow,2013,G,c-,solo,women,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,8:12 AM,USHER/LUDACRIS/LIL JON,Yeah,2003,G,p-,collab,men,black,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,8:19 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,8:28 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,8:47 AM,"BRYAN, LUKE",Kiss Tomorrow Goodbye,2011,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,8:51 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,8:55 AM,"COMBS, LUKE",When It Rains It Pours,2017,G,c-,solo,men,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,8:59 AM,"HUNT, SAM",Leave The Night On,2014,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,9:07 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,9:19 AM,MADDIE & TAE,Die From A Broken Heart,2018,G,c-,duo,women,white,Austin,B2Bwomen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,9:25 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,9:35 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,9:39 AM,"JACKSON, ALAN",Chattahoochee,1992,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,9:41 AM,BROTHERS OSBORNE,I'm Not For Everyone,2020,C,c-,duo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,9:44 AM,"BRYAN, LUKE","Sunrise, Sunburn, Sunset",2017,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,9:48 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,9:51 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,9:54 AM,"CHESNEY, KENNY",Summertime,2005,G,c-,solo,men,white,Austin,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KASE-FM,9:58 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Austin,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,10:01 AM,"RHETT, THOMAS",T-Shirt,2015,G,c-,solo,men,white,Austin,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,10:04 AM,"BARRETT, GABBY",I Hope,2019,G,c-,solo,women,white,Austin,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,10:16 AM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Austin,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,10:20 AM,"COMBS, LUKE",Hurricane,2015,G,c-,solo,men,white,Austin,B2Bmen
11/25/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,3:25 AM,"JACKSON, ALAN/BUFFETT, JIMMY",It's Five O'Clock Somewhere,2003,G,c-,collab,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,10:27 AM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,10:30 AM,"HUNT, SAM",Take Your Time,2014,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,10:34 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,10:37 AM,LADY ANTEBELLUM,American Honey,2009,G,c-,trio,male-female,white,Austin,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,10:49 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Austin,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,10:52 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,10:55 AM,"CHURCH, ERIC",Springsteen,2011,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,10:59 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,11:02 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Austin,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,11:05 AM,"BENTLEY, DIERKS",Drunk On A Plane,2014,G,c-,solo,men,white,Austin,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,11:10 AM,"ALLEN, JIMMIE",Best Shot,2017,G,c-,solo,men,black,Austin,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,11:20 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Austin,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,11:23 AM,"MCGRAW, TIM",Humble And Kind,2015,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,11:27 AM,DAN + SHAY,Steal My Love,2021,R,c-,duo,men,multiethnic,Austin,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,11:30 AM,"WALLEN, MORGAN",Chasin' You,2018,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,11:41 AM,"RHETT, THOMAS",Sixteen,2017,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,11:44 AM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,11:48 AM,"URBAN, KEITH",Somebody Like You,2002,G,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,11:51 AM,"CLARK, CALLISTA",It's 'Cause I Am,2021,R,c-,solo,women,white,Austin,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,11:54 AM,"COMBS, LUKE",She Got The Best Of Me,2018,G,c-,solo,men,white,Austin,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,11:57 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,12:01 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Austin,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,12:04 PM,"ALLAN, GARY",Every Storm (Runs Out Of Rain),2012,G,c-,solo,men,white,Austin,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,12:08 PM,"ALDEAN, JASON",Girl Like You,2018,G,c-,solo,men,white,Austin,B2Bmen
