Date,Weekday,Daypart,OWNER,Station,Time Played,Artist,Title,Rel. Date,GRC,genre,ensemble,gender,race,city,b2b_gender
1/24/22,"Monday, Block",EVE,iHeartMedia,KASE-FM,11:28 PM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Austin,X
1/24/22,"Monday, Block",EVE,iHeartMedia,KASE-FM,11:31 PM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Austin,X
1/24/22,"Monday, Block",EVE,iHeartMedia,KASE-FM,11:34 PM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Austin,X
1/24/22,"Monday, Block",EVE,iHeartMedia,KASE-FM,11:37 PM,"SWIFT, TAYLOR",I Bet You Think About Me,2021,C,c-,solo,women,white,Austin,X
1/24/22,"Monday, Block",EVE,iHeartMedia,KASE-FM,11:47 PM,"BOOTH, LACI KAYE",Shuffle,2021,C,c-,solo,women,white,Austin,B2Bwomen
1/24/22,"Monday, Block",EVE,iHeartMedia,KASE-FM,11:51 PM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Austin,X
1/24/22,"Monday, Block",EVE,iHeartMedia,KASE-FM,11:54 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Austin,X
1/24/22,"Monday, Block",EVE,iHeartMedia,KASE-FM,11:58 PM,"RAY, FRANK",Country'd Look Good On You,2021,R,c-,solo,men,hispanic,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,12:01 AM,"JONES, GEORGE",Finally Friday,1993,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,12:03 AM,"ALDEAN, JASON",Got What I Got,2019,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,12:06 AM,"MOON, NIKO",Good Time,2019,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,12:10 AM,"JANSON, CHRIS",Good Vibes,2019,G,c-,solo,men,white,Austin,B2Bmen
5/20/22,"Friday, Wilson",EVE,iHeartMedia,KASE-FM,8:34 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,12:21 AM,"ARTS, TENILLE","Back Then, Right Now",2021,R,c-,solo,women,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,12:24 AM,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,12:27 AM,"DICKERSON, RUSSELL",Every Little Thing,2016,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,12:30 AM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,12:33 AM,"CURRINGTON, BILLY",It Don't Hurt Like It Used To,2015,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,12:36 AM,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,12:40 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,12:47 AM,"EVANS, MORGAN",Love Is Real,2021,C,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,12:49 AM,BROTHERS OSBORNE,I'm Not For Everyone,2020,C,c-,duo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,12:52 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,12:54 AM,"SWIFT, TAYLOR",I Bet You Think About Me,2021,C,c-,solo,women,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,12:58 AM,"BRYAN, LUKE",Down To One,2020,R,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,1:02 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,1:05 AM,"CLARK, CALLISTA",It's 'Cause I Am,2021,R,c-,solo,women,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,1:08 AM,"ALDEAN, JASON",My Kinda Party,2010,G,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,1:12 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,1:20 AM,MIDLAND,Sunrise Tells The Story,2021,C,c-,trio,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,1:23 AM,DAN + SHAY,Steal My Love,2021,R,c-,duo,men,multiethnic,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,1:27 AM,FLORIDA GEORGIA LINE,Long Live,2020,R,c-,duo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,1:29 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,1:33 AM,DAN + SHAY,All To Myself,2018,G,c-,duo,men,multiethnic,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,1:35 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,1:39 AM,"SMITH, GRANGER",Backroad Song,2015,G,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,1:47 AM,"BOOTH, LACI KAYE",Shuffle,2021,C,c-,solo,women,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,1:50 AM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,1:53 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,1:55 AM,LADY ANTEBELLUM,Bartender,2014,G,c-,trio,male-female,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,1:58 AM,"ALDEAN, JASON",You Make It Easy,2018,G,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,2:02 AM,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,2:04 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,2:08 AM,FLORIDA GEORGIA LINE,Cruise,2012,G,c-,duo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,2:11 AM,HARDY,Give Heaven Some Hell,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,2:20 AM,"BRICE, LEE",Soul,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,2:23 AM,"LAMBERT, MIRANDA",If I Was A Cowboy,2021,R,c-,solo,women,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,2:27 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,2:29 AM,"SHELTON, BLAKE",Honey Bee,2011,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,2:33 AM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,2:36 AM,"KEITH, TOBY",Old School,2021,C,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,2:39 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,2:47 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,2:50 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,2:54 AM,"ELDREDGE, BRETT",Lose My Mind,2015,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,2:57 AM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,3:01 AM,"JANSON, CHRIS",Done,2019,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,3:04 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,3:08 AM,"ALDEAN, JASON",Crazy Town,2009,G,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,3:11 AM,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,3:20 AM,"YOUNG, BRETT",You Didn't,2021,C,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,3:23 AM,"RAY, FRANK",Country'd Look Good On You,2021,R,c-,solo,men,hispanic,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,3:27 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,3:30 AM,"BRICE, LEE",Hard To Love,2012,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,3:33 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,3:36 AM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,3:39 AM,OLD DOMINION,Hotel Key,2017,G,c-,group,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,3:47 AM,"KEITH, TOBY",Old School,2021,C,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,3:50 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,Austin,X
5/27/22,"Friday, regular",PMD,iHeartMedia,KASE-FM,4:56 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,3:56 AM,"ALDEAN, JASON",Big Green Tractor,2009,G,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,4:00 AM,"BRYAN, LUKE",Up,2021,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,4:03 AM,"SCOTT, DYLAN",My Girl,2016,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,4:06 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,4:10 AM,"COMBS, LUKE",One Number Away,2017,G,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,4:13 AM,LADY ANTEBELLUM,What A Song Can Do,2021,R,c-,trio,male-female,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,4:22 AM,"ALAINA, LAUREN/PARDI, JON",Getting Over Him,2020,R,c-,collab,male-female,white,Austin,B2Bmixed
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,4:24 AM,"BRYAN, LUKE",Up,2021,R,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,4:28 AM,DAN + SHAY,Speechless,2018,G,c-,duo,men,multiethnic,Austin,B2Bmen
6/24/22,"Friday, regular",EVE,iHeartMedia,KASE-FM,9:54 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,4:35 AM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,4:38 AM,"CLARK, CALLISTA",It's 'Cause I Am,2021,R,c-,solo,women,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,4:41 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,4:48 AM,"JONES, CAROLINE",Come In (But Don't Make...),2021,C,c-,solo,women,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,4:51 AM,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,4:55 AM,"CHURCH, ERIC",Drink In My Hand,2011,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,4:58 AM,"WALKER, CLAY",If I Could Make A Living,1994,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,5:04 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,5:06 AM,"CLARK, CALLISTA",It's 'Cause I Am,2021,R,c-,solo,women,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,5:16 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,5:18 AM,"BENTLEY, DIERKS",Gone,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,5:25 AM,"BARRETT, GABBY",I Hope,2019,G,c-,solo,women,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,5:37 AM,"BRYAN, LUKE",Waves,2021,R,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,5:47 AM,"MOORE, KIP",Somethin' 'Bout A Truck,2011,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,5:53 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Austin,B2Bmen
1/28/22,"Friday, regular",OVN,iHeartMedia,KASE-FM,5:58 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,6:03 AM,OUTKAST,"So Fresh, So Clean",2000,G,p-,duo,men,black,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,6:05 AM,"SWIFT, TAYLOR",Shake It Off,2014,G,c-,solo,women,white,Austin,X
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,6:06 AM,SHAGGY/RAYVON,Angel,2000,G,p-,collab,men,black,Austin,X
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,6:09 AM,BLACKSTREET,No Diggity,1996,G,p-,group,men,black,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,6:10 AM,"EVANS, SARA",Suds In The Bucket,2003,G,c-,solo,women,white,Austin,X
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,6:13 AM,MADONNA,Material Girl,1984,G,p-,solo,women,white,Austin,B2Bwomen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,6:20 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Austin,X
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,6:29 AM,DAN + SHAY,Glad You Exist,2021,R,c-,duo,men,multiethnic,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,6:42 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,6:51 AM,"URBAN, KEITH",Better Life,2004,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,6:57 AM,"LYNCH, DUSTIN",Ridin' Roads,2019,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,7:03 AM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,7:06 AM,"ATKINS, RODNEY",Take A Back Road,2011,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,7:39 AM,"SWINDELL, COLE",Single Saturday Night,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,7:49 AM,"BRYAN, LUKE",Kiss Tomorrow Goodbye,2011,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,7:53 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,7:57 AM,"COMBS, LUKE",Lovin' On You,2019,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,8:02 AM,OUTKAST,"So Fresh, So Clean",2000,G,p-,duo,men,black,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,8:04 AM,"SWIFT, TAYLOR",Shake It Off,2014,G,c-,solo,women,white,Austin,X
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,8:05 AM,SHAGGY/RAYVON,Angel,2000,G,p-,collab,men,black,Austin,X
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,8:07 AM,BLACKSTREET,No Diggity,1996,G,p-,group,men,black,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,8:09 AM,"EVANS, SARA",Suds In The Bucket,2003,G,c-,solo,women,white,Austin,X
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,8:11 AM,MADONNA,Material Girl,1984,G,p-,solo,women,white,Austin,B2Bwomen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,8:23 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Austin,X
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,8:37 AM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,Austin,B2Bmixed
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,8:45 AM,"MCGRAW, TIM",Something Like That,1999,G,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,8:49 AM,"BENTLEY, DIERKS",Drunk On A Plane,2014,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,8:55 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,8:58 AM,"HUNT, SAM",Body Like A Back Road,2017,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,9:05 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,9:23 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Austin,B2Bmen
1/7/22,"Friday, Morris",MID,iHeartMedia,KASE-FM,10:23 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,9:37 AM,"UNDERWOOD, CARRIE",Two Black Cadillacs,2012,G,c-,solo,women,white,Austin,X
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,9:41 AM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,9:45 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,9:48 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,9:51 AM,RASCAL FLATTS,Fast Cars And Freedom,2004,G,c-,trio,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,9:55 AM,"REXHA, BEBE/FLORIDA GEORGIA LINE",Meant To Be,2017,G,c-,collab,male-female,white,Austin,X
1/28/22,"Friday, regular",AMD,iHeartMedia,KASE-FM,9:58 AM,"BRYAN, LUKE",That's My Kind Of Night,2013,G,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,10:01 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Austin,X
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,10:05 AM,"COMBS, LUKE",She Got The Best Of Me,2018,G,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,10:17 AM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,10:20 AM,"RUCKER, DARIUS",Wagon Wheel,2012,G,c-,solo,men,black,Austin,B2Bmen
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,10:24 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Austin,X
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,10:27 AM,"COMBS, LUKE",Lovin' On You,2019,G,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,10:31 AM,"CLARK, CALLISTA",It's 'Cause I Am,2021,R,c-,solo,women,white,Austin,X
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,10:33 AM,BROOKS & DUNN,Neon Moon,1992,G,c-,duo,men,white,Austin,X
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,10:45 AM,"PARMALEE/BROWN, BLANCO",Just The Way,2019,R,c-,collab,men,multiethnic,Austin,B2Bmen
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,10:48 AM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,10:52 AM,"SHELTON, BLAKE",Honey Bee,2011,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,10:55 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,10:58 AM,LANCO,Greatest Love Story,2016,G,c-,group,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,11:02 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,11:06 AM,"ALDEAN, JASON",Night Train,2012,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,11:09 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,11:22 AM,"COMBS, LUKE",Better Together,2019,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,11:25 AM,"KEITH, TOBY",I Love This Bar,2003,G,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,11:29 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Austin,X
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,11:33 AM,FLORIDA GEORGIA LINE,Long Live,2020,R,c-,duo,men,white,Austin,X
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,11:43 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Austin,X
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,11:46 AM,"TURNER, JOSH",Hometown Girl,2016,G,c-,solo,men,white,Austin,X
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,11:50 AM,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,11:53 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Austin,B2Bmen
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,11:56 AM,"ALAINA, LAUREN",Road Less Traveled,2015,G,c-,solo,women,white,Austin,X
1/28/22,"Friday, regular",MID,iHeartMedia,KASE-FM,12:00 PM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Austin,X
