date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,b2b_gender,b2b_combinedGender
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,12:49 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,12:52 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,12:56 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:01 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:05 AM,BON JOVI,Who Says You Can't Go Home,2005,G,r-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:08 AM,"HAYES, WALKER",AA,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:11 AM,"BENTLEY, DIERKS",Living,2018,G,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:15 AM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:19 AM,"CLARK, CALLISTA",It's 'Cause I Am,2021,R,c-,solo,women,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:21 AM,"BRYAN, LUKE",Down To One,2020,R,c-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:25 AM,"SCOTT, DYLAN",New Truck,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:29 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:32 AM,"BARRETT, GABBY",I Hope,2019,G,c-,solo,women,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:36 AM,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:39 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling…,2020,R,c-,collab,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:43 AM,"SHELTON, BLAKE/STEFANI, GWEN",Happy Anywhere,2020,R,c-,collab,male-female,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:46 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:49 AM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:52 AM,"ELLIS, HANNAH",Us,2021,C,c-,solo,women,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:55 AM,"KEITH, TOBY",Old School,2021,C,c-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,1:59 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:03 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Charlotte,X,B2BCombWomen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:06 AM,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:09 AM,MIDLAND,Sunrise Tells The Story,2021,C,c-,trio,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:13 AM,"RAY, FRANK",Country'd Look Good On You,2021,R,c-,solo,men,hispanic,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:16 AM,BROTHERS OSBORNE,I'm Not For Everyone,2020,C,c-,duo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:19 AM,"YOUNG, BRETT",You Didn't,2021,C,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:24 AM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:27 AM,DAN + SHAY,Steal My Love,2021,R,c-,duo,men,multiethnic,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:30 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:34 AM,"SMITH, CONNER",Learn From It,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:37 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:39 AM,"SHELTON, BLAKE",God's Country,2019,G,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:43 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:45 AM,"MARLOWE, KAMERON",Giving You Up,2019,C,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:49 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:52 AM,"STELL, MATT",Everywhere But On,2019,G,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:55 AM,"SWIFT, TAYLOR",I Bet You Think About Me,2021,C,c-,solo,women,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,2:59 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,3:02 AM,FLORIDA GEORGIA LINE,Long Live,2020,R,c-,duo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,3:05 AM,"WADE, MORGAN",Wilder Days,2021,R,c-,solo,women,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,3:09 AM,ZAC BROWN BAND,Toes,2008,G,c-,group,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,3:13 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,3:16 AM,"MCCREERY, SCOTTY",You Time,2020,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,3:19 AM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,3:23 AM,"ARTS, TENILLE","Back Then, Right Now",2021,R,c-,solo,women,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,3:28 AM,"HUNT, SAM",Breaking Up Was Easy In The...,2020,R,c-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,3:31 AM,"LAMBERT, MIRANDA",If I Was A Cowboy,2021,R,c-,solo,women,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,3:35 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Charlotte,X,B2BCombWomen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,3:38 AM,"ALAINA, LAUREN/PARDI, JON",Getting Over Him,2020,R,c-,collab,male-female,white,Charlotte,B2Bmixed,B2BCombWomen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,3:41 AM,"SHANE, ELVIE",My Boy,2020,R,c-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,3:44 AM,RASCAL FLATTS,These Days,2002,G,c-,trio,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,3:48 AM,"RHETT, THOMAS",Die A Happy Man,2015,G,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,3:51 AM,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,3:54 AM,"STAPLETON, CHRIS",Starting Over,2020,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,3:58 AM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,4:02 AM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,4:05 AM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,4:08 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,4:11 AM,"LANE, CHRIS",Fill Them Boots,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,4:14 AM,LADY ANTEBELLUM,Like A Lady,2021,R,c-,trio,male-female,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,4:17 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,Charlotte,X,B2BCombWomen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,4:21 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Charlotte,X,B2BCombWomen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,4:24 AM,MONTGOMERY GENTRY,Something To Be Proud Of,2004,G,c-,duo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,4:28 AM,"JANSON, CHRIS",Bye Mom,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,4:33 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,4:37 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,4:40 AM,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,4:44 AM,"URBAN, KEITH",Who Wouldn't Wanna Be Me,2002,G,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,4:47 AM,"BRYAN, LUKE",Up,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,4:50 AM,"ALDEAN, JASON/KELLY CLARKSON",Don't You Wanna Stay,2010,G,c-,collab,male-female,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,4:54 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,4:58 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,5:01 AM,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,5:04 AM,"BENTLEY, DIERKS",Gone,2020,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,5:13 AM,"WALKER, CLAY",Catching Up With An Ol' Memory,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,5:16 AM,"CHESNEY, KENNY","No Shoes, No Shirt, No ...",2002,G,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,5:19 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,5:22 AM,"RUCKER, DARIUS",Beers And Sunshine,2020,R,c-,solo,men,black,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,5:25 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,5:31 AM,RASCAL FLATTS,Fast Cars And Freedom,2004,G,c-,trio,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,5:35 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,5:38 AM,"LYNCH, DUSTIN",Good Girl,2018,G,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,5:41 AM,MIDLAND,Sunrise Tells The Story,2021,C,c-,trio,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,5:45 AM,"SHELTON, BLAKE/STEFANI, GWEN",Happy Anywhere,2020,R,c-,collab,male-female,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,5:48 AM,KID ROCK,All Summer Long,2007,G,c-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,5:51 AM,"HOUSER, RANDY",How Country Feels,2012,G,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,5:54 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,Beasley,WSOC-FM,5:57 AM,RASCAL FLATTS,Fast Cars And Freedom,2004,G,c-,trio,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,6:07 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Charlotte,X,X
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,6:11 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Charlotte,X,B2BCombWomen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,6:14 AM,"OWEN, JAKE",Anywhere With You,2011,G,c-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,6:17 AM,"RODGERS, JAMESON",Some Girls,2017,G,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,6:21 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,6:32 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,6:35 AM,"YOUNG, CHRIS",Aw Naw,2013,G,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,6:38 AM,"BARRETT, GABBY",I Hope,2019,G,c-,solo,women,white,Charlotte,X,X
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,6:45 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,6:49 AM,"URBAN, KEITH",Somebody Like You,2002,G,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,6:52 AM,"BRYAN, LUKE",One Margarita,2020,G,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,6:56 AM,"HUNT, SAM",Breaking Up Was Easy In The...,2020,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,7:08 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Charlotte,X,X
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,7:11 AM,"SHANE, ELVIE",My Boy,2020,R,c-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,7:15 AM,BIG & RICH,Comin' To Your City,2005,G,c-,duo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,7:18 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,7:21 AM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,7:34 AM,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,7:37 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,7:40 AM,UNCLE KRACKER,Smile,2009,G,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,7:46 AM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,Charlotte,X,X
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,7:50 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Charlotte,X,X
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,7:56 AM,"COMBS, LUKE",Better Together,2019,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,7:59 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,8:03 AM,FLORIDA GEORGIA LINE,Long Live,2020,R,c-,duo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,8:05 AM,"DENNING, TRAVIS",After A Few,2018,G,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,8:09 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,8:12 AM,"STELL, MATT",Everywhere But On,2019,G,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,8:16 AM,"RUCKER, DARIUS",Don't Think I Don't Think...,2008,G,c-,solo,men,black,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,8:19 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Charlotte,X,X
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,8:23 AM,LADY ANTEBELLUM,Like A Lady,2021,R,c-,trio,male-female,white,Charlotte,X,B2BCombWomen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,8:26 AM,"NICHOLS, JOE",Yeah,2013,G,c-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,8:33 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Charlotte,X,X
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,8:36 AM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,8:40 AM,"BENTLEY, DIERKS",Living,2018,G,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,8:43 AM,"MCCREERY, SCOTTY",You Time,2020,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,8:46 AM,"HUNT, SAM",Breaking Up Was Easy In The...,2020,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,8:58 AM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,9:01 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Charlotte,X,X
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,9:04 AM,"SHELTON, BLAKE/STEFANI, GWEN",Happy Anywhere,2019,G,c-,collab,male-female,white,Charlotte,X,B2BCombWomen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,9:07 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Charlotte,X,X
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,9:10 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,Beasley,WSOC-FM,9:13 AM,"GILBERT, BRANTLEY",You Don't Know Her Like I Do,2011,G,c-,solo,men,white,Charlotte,B2Bmen,B2BCombMen
