date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,lgbtq,b2b_gender,b2b_combinedGender,b2b_collabGender,b2b_lgbtq,b2b_race,b2b_raceGender
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,1:23:00 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,1:27:00 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,1:34:00 AM,"BROWN, KANE",Cool Again,2020,G,c-,solo,men,multiethnic,Houston,false,X,X,X,X,X,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,1:36:00 AM,"DICKERSON, RUSSELL",Every Little Thing,2016,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,1:39:00 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,1:43:00 AM,"JACKSON, ALAN",Gone Country,1994,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,1:46:00 AM,"WILSON, LAINEY",Things A Man Oughta Know,2019,R,c-,solo,women,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,1:50:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,1:53:00 AM,LITTLE BIG TOWN,Boondocks,2005,G,c-,group,male-female,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,1:57:00 AM,"SIMS, RYAN",Songs About Us,2021,C,c-,solo,men,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,2:03:00 AM,"DAN + SHAY/BIEBER, JUSTIN","10,000 Hours",2019,G,c-,collab,men,multiethnic,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,2:05:00 AM,"MCGRAW, TIM",My Best Friend,1999,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,2:10:00 AM,BROTHERS OSBORNE,I'm Not For Everyone,2020,C,c-,duo,men,white,Houston,true,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,2:13:00 AM,"SHELTON, BLAKE",Sangria,2014,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,2:16:00 AM,"JONES, CAROLINE",Come In (But Don't Make...),2021,C,c-,solo,women,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,2:19:00 AM,"CORBIN, EASTON",Baby Be My Love Song,2014,G,c-,solo,men,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,2:22:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,2:26:00 AM,"CLARK, CALLISTA",It's 'Cause I Am,2021,R,c-,solo,women,white,Houston,false,X,B2BCombWomen,B2BCollabWomen,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,2:32:00 AM,"COMBS, LUKE",She Got The Best Of Me,2018,G,c-,solo,men,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,2:35:00 AM,"SHANE, ELVIE",My Boy,2020,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,2:38:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,2:41:00 AM,"WALKER, CLAY",She Won't Be Lonely Long,2009,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,2:44:00 AM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,2:47:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,2:51:00 AM,"BRYAN, LUKE",Drunk On You,2011,G,c-,solo,men,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,2:54:00 AM,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,3:01:00 AM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,3:04:00 AM,"CURRINGTON, BILLY",Must Be Doin' Somethin' Right,2005,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,3:08:00 AM,"HAYES, WALKER",AA,2021,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,3:12:00 AM,"STRAIT, GEORGE",Carried Away,1996,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,3:15:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,3:18:00 AM,"URBAN, KEITH",But For The Grace Of God,2000,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,3:22:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,3:25:00 AM,HARDY,Give Heaven Some Hell,2020,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,3:31:00 AM,"CHESNEY, KENNY",Get Along,2018,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,3:34:00 AM,"JANSON, CHRIS",Drunk Girl,2017,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,3:37:00 AM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,3:41:00 AM,"HUNT, SAM",Break Up In A Small Town,2014,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,3:45:00 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,3:47:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2BPOC,B2BPOCMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,3:51:00 AM,"MORGAN, CRAIG",Almost Home,2002,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,3:55:00 AM,"ALAINA, LAUREN/PARDI, JON",Getting Over Him,2020,R,c-,collab,male-female,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,4:02:00 AM,"COMBS, LUKE",One Number Away,2017,G,c-,solo,men,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,4:05:00 AM,BROOKS & DUNN,Boot Scootin' Boogie,1992,G,c-,duo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,4:09:00 AM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,4:12:00 AM,FLORIDA GEORGIA LINE,Get Your Shine On,2012,G,c-,duo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,4:15:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,4:18:00 AM,"BENTLEY, DIERKS",What Was I Thinkin',2003,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,4:22:00 AM,"BLOCK, PRISCILLA",Just About Over You,2020,R,c-,solo,women,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,4:25:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,Houston,false,B2Bwomen,B2BCombWomen,B2BCollabWomen,X,B2Bwhite,B2BwhiteWomen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,4:31:00 AM,"ANDRESS, INGRID",Lady Like,2018,R,c-,solo,women,white,Houston,false,B2Bwomen,B2BCombWomen,B2BCollabWomen,X,B2Bwhite,B2BwhiteWomen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,4:34:00 AM,"BROWN, KANE/ALAINA, LAUREN",What Ifs,2016,G,c-,collab,male-female,multiethnic,Houston,false,X,B2BCombWomen,B2BCollabWomen,X,X,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,4:38:00 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Houston,false,X,X,X,X,X,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,4:41:00 AM,"TRITT, TRAVIS",Take It Easy,1993,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,4:45:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,4:48:00 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,4:50:00 AM,ZAC BROWN BAND,Whatever It Is,2008,G,c-,group,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,4:53:00 AM,"ARTS, TENILLE","Back Then, Right Now",2021,R,c-,solo,women,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,5:00:00 AM,"OWEN, JAKE",Made For You,2018,R,c-,solo,men,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,5:04:00 AM,"BRYAN, LUKE",Down To One,2020,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,5:10:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,5:14:00 AM,"CHESNEY, KENNY",Beer In Mexico,2005,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,5:22:00 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,5:26:00 AM,"WALLEN, MORGAN",Chasin' You,2018,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,5:36:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,5:39:00 AM,"BROOKS, GARTH",Friends In Low Places,1991,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,5:43:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,5:54:00 AM,"MOORE, JUSTIN",The Ones That Didn't Make It..,2018,G,c-,solo,men,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",OVN,COX,KKBQ-FM,5:58:00 AM,"WILSON, LAINEY",Things A Man Oughta Know,2019,R,c-,solo,women,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,6:07:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,6:10:00 AM,ZAC BROWN BAND,Chicken Fried,2008,G,c-,group,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,6:23:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,6:27:00 AM,"DICKERSON, RUSSELL",Blue Tacoma,2016,G,c-,solo,men,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,6:39:00 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,6:42:00 AM,"BROOKS, GARTH",What She's Doing Now,1992,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,6:45:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,6:56:00 AM,"WALLEN, MORGAN",7 Summers,2020,R,c-,solo,men,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,7:00:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,7:11:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Houston,false,X,X,X,X,X,X
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,7:15:00 AM,"MCGRAW, TIM",Watch The Wind Blow By,2002,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,7:28:00 AM,"MCCOLLUM, PARKER",Pretty Heart,2019,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,7:33:00 AM,"JANSON, CHRIS",Good Vibes,2019,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,7:38:00 AM,"SHELTON, BLAKE",God Gave Me You,2011,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,7:41:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,7:46:00 AM,"URBAN, KEITH",Days Go By,2004,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,7:51:00 AM,"LAMBERT, MIRANDA",If I Was A Cowboy,2021,R,c-,solo,women,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,7:54:00 AM,DAN + SHAY,Speechless,2018,G,c-,duo,men,multiethnic,Houston,false,X,X,X,X,X,X
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,7:58:00 AM,"JOHNSON, CODY",Wild As You,2016,C,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,X,X
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,8:02:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,8:05:00 AM,"LYNCH, DUSTIN",Good Girl,2018,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,8:10:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,8:13:00 AM,"MONTGOMERY, JOHN MICHAEL",Sold (The Grundy County ...),1995,G,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,8:17:00 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Houston,false,B2Bmen,B2BCombMen,B2BCollabMen,X,B2Bwhite,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,8:19:00 AM,"PAISLEY, BRAD/UNDERWOOD, CARRIE",Remind Me,2011,G,c-,collab,male-female,white,Houston,false,X,X,X,X,B2Bwhite,X
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,8:33:00 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Houston,false,X,X,X,X,X,X
1/7/22,"Friday, Morris",AMD,COX,KKBQ-FM,8:36:00 AM,"BALLERINI, KELSEA",Hole In The Bottle,2020,R,c-,solo,women,white,Houston,false,X,X,X,X,X,X
