Date,Weekday,Daypart,OWNER,Station,Time Played,Artist,Title,Rel. Date,GRC,genre,ensemble,gender,race,city,b2b_gender
6/24/22,"Friday, regular",MID,Cumulus,WKDF-FM,11:20 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,B2Bmen
2/25/22,"Friday, regular",EVE,Cumulus,WKDF-FM,10:19 PM,HARDY,Give Heaven Some Hell,2020,R,c-,solo,men,white,Nashville,B2Bmen
2/25/22,"Friday, regular",EVE,Cumulus,WKDF-FM,10:23 PM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,Nashville,B2Bmen
3/18/22,"Friday, Underwood",MID,Cumulus,WKDF-FM,1:22 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
2/25/22,"Friday, regular",EVE,Cumulus,WKDF-FM,10:28 PM,"SHANE, ELVIE",My Boy,2020,R,c-,solo,men,white,Nashville,X
2/25/22,"Friday, regular",EVE,Cumulus,WKDF-FM,10:32 PM,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,Nashville,B2Bmen
3/18/22,"Friday, Underwood",PMD,Cumulus,WKDF-FM,3:23 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
3/18/22,"Friday, Underwood",PMD,Cumulus,WKDF-FM,5:37 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,B2Bmixed
6/24/22,"Friday, regular",EVE,Cumulus,WKDF-FM,10:00 PM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,X
2/25/22,"Friday, regular",EVE,Cumulus,WKDF-FM,10:49 PM,"SHELTON, BLAKE",Austin,2001,G,c-,solo,men,white,Nashville,B2Bmen
2/25/22,"Friday, regular",EVE,Cumulus,WKDF-FM,10:53 PM,"HAYES, WALKER",AA,2021,R,c-,solo,men,white,Nashville,B2Bmen
2/25/22,"Friday, regular",EVE,Cumulus,WKDF-FM,10:56 PM,LANCO,Greatest Love Story,2016,G,c-,group,men,white,Nashville,B2Bmen
2/25/22,"Friday, regular",EVE,Cumulus,WKDF-FM,11:00 PM,"RODGERS, JAMESON",Some Girls,2017,G,c-,solo,men,white,Nashville,B2Bmen
7/29/22,"Friday, regular",PMD,Cumulus,WKDF-FM,4:42 PM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,B2Bmen
7/29/22,"Friday, regular",EVE,Cumulus,WKDF-FM,7:00 PM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,B2Bmen
8/26/22,"Friday, regular",OVN,Cumulus,WKDF-FM,12:26 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,B2Bmen
2/25/22,"Friday, regular",EVE,Cumulus,WKDF-FM,11:17 PM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,Nashville,B2Bmen
8/26/22,"Friday, regular",EVE,Cumulus,WKDF-FM,9:32 PM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,B2Bmen
2/25/22,"Friday, regular",EVE,Cumulus,WKDF-FM,11:23 PM,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,Nashville,B2Bmen
2/25/22,"Friday, regular",EVE,Cumulus,WKDF-FM,11:26 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Nashville,X
3/18/22,"Friday, Underwood",EVE,Cumulus,WKDF-FM,7:03 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
2/25/22,"Friday, regular",EVE,Cumulus,WKDF-FM,11:34 PM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Nashville,X
2/25/22,"Friday, regular",EVE,Cumulus,WKDF-FM,11:36 PM,"RUCKER, DARIUS",Beers And Sunshine,2020,R,c-,solo,men,black,Nashville,B2Bmen
2/25/22,"Friday, regular",EVE,Cumulus,WKDF-FM,11:39 PM,OLD DOMINION,No Hard Feelings,2021,R,c-,group,men,white,Nashville,B2Bmen
9/30/22,"Friday, regular",AMD,Cumulus,WKDF-FM,6:06 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",MID,Cumulus,WKDF-FM,1:14 PM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,B2Bmen
2/25/22,"Friday, regular",EVE,Cumulus,WKDF-FM,11:53 PM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Nashville,B2Bmen
2/25/22,"Friday, regular",EVE,Cumulus,WKDF-FM,11:56 PM,ELI YOUNG BAND,Even If It Breaks Your Heart,2011,G,c-,group,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,12:00 AM,"OWEN, JAKE",Made For You,2018,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,12:03 AM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",PMD,Cumulus,WKDF-FM,6:47 PM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",EVE,Cumulus,WKDF-FM,10:17 PM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,12:12 AM,"BENTLEY, DIERKS",Black,2016,G,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,12:16 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,12:19 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,12:23 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,12:27 AM,"LAMBERT, MIRANDA",Bluebird,2019,G,c-,solo,women,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,12:31 AM,"RAY, FRANK",Country'd Look Good On You,2021,R,c-,solo,men,hispanic,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,12:34 AM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,12:37 AM,"PARDI, JON",Last Night Lonely,2022,R,c-,solo,men,white,Nashville,B2Bmen
1/24/22,"Monday, Block",OVN,Cumulus,WKDF-FM,1:30 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,12:46 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,12:50 AM,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,12:53 AM,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,12:56 AM,"BRYAN, LUKE",Do I,2009,G,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,1:00 AM,HARDY,Give Heaven Some Hell,2020,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,1:03 AM,"RUCKER, DARIUS",Beers And Sunshine,2020,R,c-,solo,men,black,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,1:06 AM,RASCAL FLATTS,Bless The Broken Road,2004,G,c-,trio,men,white,Nashville,B2Bmen
1/24/22,"Monday, Block",OVN,Cumulus,WKDF-FM,4:46 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,1:16 AM,"BRICE, LEE",Soul,2020,R,c-,solo,men,white,Nashville,B2Bmen
3/18/22,"Friday, Underwood",EVE,Cumulus,WKDF-FM,9:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,1:22 AM,"JANSON, CHRIS",Bye Mom,2021,R,c-,solo,men,white,Nashville,X
3/18/22,"Friday, Underwood",EVE,Cumulus,WKDF-FM,11:23 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,1:31 AM,"WADE, MORGAN",Wilder Days,2021,R,c-,solo,women,white,Nashville,X
4/8/22,"Friday, Ballerini",OVN,Cumulus,WKDF-FM,3:35 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
4/8/22,"Friday, Ballerini",AMD,Cumulus,WKDF-FM,7:49 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,B2Bmixed
2/7/22,"Monday, Barrett",AMD,Cumulus,WKDF-FM,7:19 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,1:45 AM,VAN ZANT,Help Somebody,2005,G,c-,duo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,1:49 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,1:53 AM,"ARTS, TENILLE","Back Then, Right Now",2021,R,c-,solo,women,white,Nashville,X
5/20/22,"Friday, Wilson",AMD,Cumulus,WKDF-FM,7:32 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,2:00 AM,"MOORE, JUSTIN",We Didn't Have Much,2020,R,c-,solo,men,white,Nashville,B2Bmen
4/8/22,"Friday, Ballerini",MID,Cumulus,WKDF-FM,11:05 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,2:06 AM,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,Nashville,X
6/13/22,"Monday, Pearce",OVN,Cumulus,WKDF-FM,12:33 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,2:17 AM,PARMALEE,Take My Name,2021,R,c-,group,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,2:19 AM,"KEITH, TOBY",Old School,2021,C,c-,solo,men,white,Nashville,B2Bmen
4/8/22,"Friday, Ballerini",MID,Cumulus,WKDF-FM,1:08 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,2:26 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,2:29 AM,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,2:32 AM,"BRYAN, LUKE",Roller Coaster,2013,G,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,2:36 AM,OLD DOMINION,No Hard Feelings,2021,R,c-,group,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,2:39 AM,"BROWN, KANE",Heaven,2017,G,c-,solo,men,multiethnic,Nashville,B2Bmen
6/13/22,"Monday, Pearce",MID,Cumulus,WKDF-FM,10:05 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,2:46 AM,"BYRD, TRACY",Watermelon Crawl,1994,G,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,2:49 AM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,2:53 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,2:56 AM,"MOON, NIKO",Good Time,2019,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,3:00 AM,LADY ANTEBELLUM,Just A Kiss,2011,G,c-,trio,male-female,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,3:03 AM,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,Nashville,X
4/8/22,"Friday, Ballerini",PMD,Cumulus,WKDF-FM,3:23 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
6/13/22,"Monday, Pearce",EVE,Cumulus,WKDF-FM,10:35 PM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,3:14 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,3:17 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Nashville,B2Bmen
4/8/22,"Friday, Ballerini",PMD,Cumulus,WKDF-FM,5:37 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,3:24 AM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,3:27 AM,"BALLERINI, KELSEA",Hole In The Bottle,2020,R,c-,solo,women,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,3:29 AM,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,Nashville,X
10/28/22,"Friday, regular",MID,Cumulus,WKDF-FM,1:05 PM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling My Name,2020,R,c-,collab,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,3:36 AM,"SCOTT, DYLAN",New Truck,2021,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,3:44 AM,"JANSON, CHRIS",Good Vibes,2019,G,c-,solo,men,white,Nashville,B2Bmen
4/8/22,"Friday, Ballerini",EVE,Cumulus,WKDF-FM,8:28 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,3:50 AM,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,Nashville,X
4/8/22,"Friday, Ballerini",EVE,Cumulus,WKDF-FM,10:30 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,3:57 AM,FLORIDA GEORGIA LINE,Long Live,2020,R,c-,duo,men,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,4:02 AM,RASCAL FLATTS,My Wish,2006,G,c-,trio,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,4:06 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,4:09 AM,"SWINDELL, COLE",Hope You Get Lonely Tonight,2013,G,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,4:20 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,4:27 AM,"BRYAN, LUKE",Up,2021,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,4:32 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Nashville,B2Bmen
5/20/22,"Friday, Wilson",OVN,Cumulus,WKDF-FM,2:53 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
5/20/22,"Friday, Wilson",AMD,Cumulus,WKDF-FM,6:20 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,B2Bmixed
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,5:06 AM,"LYNCH, DUSTIN",Small Town Boy,2017,G,c-,solo,men,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,5:09 AM,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,5:22 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,5:28 AM,"JONES, GEORGE",Finally Friday,1993,G,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,5:33 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,5:37 AM,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,Nashville,B2Bmen
5/20/22,"Friday, Wilson",AMD,Cumulus,WKDF-FM,9:52 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,5:53 AM,"ALDEAN, JASON",Dirt Road Anthem,2010,G,c-,solo,men,white,Nashville,X
3/25/22,"Friday, regular",OVN,Cumulus,WKDF-FM,5:57 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,6:06 AM,"TURNER, JOSH",Your Man,2005,G,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,6:09 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,6:22 AM,"WILSON, LAINEY",Things A Man Oughta Know,2019,R,c-,solo,women,white,Nashville,X
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,6:27 AM,"JONES, GEORGE",Finally Friday,1993,G,c-,solo,men,white,Nashville,X
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,6:29 AM,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,6:38 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Nashville,X
5/20/22,"Friday, Wilson",MID,Cumulus,WKDF-FM,12:14 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,7:06 AM,"NICHOLS, JOE",Gimmie That Girl,2009,G,c-,solo,men,white,Nashville,X
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,7:08 AM,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,7:19 AM,"MOORE, JUSTIN",Small Town USA,2009,G,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,7:25 AM,"JONES, GEORGE",Finally Friday,1993,G,c-,solo,men,white,Nashville,B2Bmen
5/20/22,"Friday, Wilson",PMD,Cumulus,WKDF-FM,3:20 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,7:32 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,Nashville,X
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,7:47 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,7:53 AM,"ELDREDGE, BRETT",Don't Ya,2012,G,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,7:56 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,8:06 AM,"LANE, CHRIS",I Don't Know About You,2018,G,c-,solo,men,white,Nashville,B2Bmen
5/20/22,"Friday, Wilson",PMD,Cumulus,WKDF-FM,5:47 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,8:20 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Nashville,X
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,8:24 AM,"JONES, GEORGE",Finally Friday,1993,G,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,8:26 AM,"ATKINS, RODNEY",Cleaning This Gun (Come On...),2006,G,c-,solo,men,white,Nashville,B2Bmen
5/20/22,"Friday, Wilson",EVE,Cumulus,WKDF-FM,8:06 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,8:35 AM,"ALDEAN, JASON",Blame It On You,2019,R,c-,solo,men,white,Nashville,X
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,8:46 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,8:53 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,8:56 AM,"LAMBERT, MIRANDA",If I Was A Cowboy,2021,R,c-,solo,women,white,Nashville,X
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,9:07 AM,"ALDEAN, JASON",Blame It On You,2019,R,c-,solo,men,white,Nashville,X
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,9:11 AM,"CHURCH, ERIC",Springsteen,2011,G,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,9:15 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,9:19 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,9:21 AM,LADY ANTEBELLUM,Need You Now,2009,G,c-,trio,male-female,white,Nashville,X
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,9:31 AM,"RUCKER, DARIUS",Beers And Sunshine,2020,R,c-,solo,men,black,Nashville,X
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,9:33 AM,"STAPLETON, CHRIS",Tennessee Whiskey,2015,G,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,9:37 AM,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,Nashville,B2Bmen
5/20/22,"Friday, Wilson",EVE,Cumulus,WKDF-FM,11:32 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,9:43 AM,"DICKERSON, RUSSELL",Every Little Thing,2016,G,c-,solo,men,white,Nashville,X
6/13/22,"Monday, Pearce",OVN,Cumulus,WKDF-FM,2:26 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
3/25/22,"Friday, regular",AMD,Cumulus,WKDF-FM,9:49 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Nashville,X
3/25/22,"Friday, regular",MID,Cumulus,WKDF-FM,10:01 AM,"HUNT, SAM",Break Up In A Small Town,2014,G,c-,solo,men,white,Nashville,B2Bmen
3/25/22,"Friday, regular",MID,Cumulus,WKDF-FM,10:05 AM,"WILSON, LAINEY",Things A Man Oughta Know,2019,R,c-,solo,women,white,Nashville,X
3/25/22,"Friday, regular",MID,Cumulus,WKDF-FM,10:11 AM,"TWAIN, SHANIA",Man! I Feel Like A Woman!,1997,G,c-,solo,women,white,Nashville,B2Bwomen
3/25/22,"Friday, regular",MID,Cumulus,WKDF-FM,10:15 AM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,Nashville,X
6/13/22,"Monday, Pearce",MID,Cumulus,WKDF-FM,10:08 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,X
3/25/22,"Friday, regular",MID,Cumulus,WKDF-FM,10:22 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Nashville,X
