date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,b2b_gender,b2b_combinedGender
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,12:50:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,12:54:00 AM,"CLARK, CALLISTA",It's 'Cause I Am,2021,R,c-,solo,women,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,12:56:00 AM,"CURRINGTON, BILLY",Do I Make You Wanna,2015,G,c-,solo,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,1:00:00 AM,"COMBS, LUKE",Lovin' On You,2019,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,1:03:00 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,1:07:00 AM,"ALDEAN, JASON",Tonight Looks Good On You,2014,G,c-,solo,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,1:11:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,1:19:00 AM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,1:22:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,1:26:00 AM,"BRYAN, LUKE",One Margarita,2020,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,1:29:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,1:32:00 AM,OLD DOMINION,Make It Sweet,2018,G,c-,group,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,1:35:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,1:38:00 AM,"OWEN, JAKE",The One That Got Away,2011,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,1:46:00 AM,"YOUNG, CHRIS/TENPENNY, MITCHELL",At The End Of A Bar,2021,R,c-,collab,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,1:50:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,1:53:00 AM,"ALDEAN, JASON",Lights Come On,2016,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,1:56:00 AM,"JANSON, CHRIS",Fix A Drink,2017,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,2:00:00 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,2:02:00 AM,"LAMBERT, MIRANDA",If I Was A Cowboy,2021,R,c-,solo,women,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,2:05:00 AM,"MCCREERY, SCOTTY",See You Tonight,2013,G,c-,solo,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,2:09:00 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,2:17:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,2:21:00 AM,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,2:24:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,2:27:00 AM,"BRYAN, LUKE",That's My Kind Of Night,2013,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,2:30:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,2:33:00 AM,"COMBS, LUKE/CHURCH, ERIC",Does To Me,2019,G,c-,collab,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,2:37:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,2:45:00 AM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,2:52:00 AM,"MOORE, KIP",Somethin' 'Bout A Truck,2011,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,2:55:00 AM,DAN + SHAY,Tequila,2018,G,c-,duo,men,multiethnic,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,2:59:00 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,3:02:00 AM,HARDY,Give Heaven Some Hell,2020,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,3:05:00 AM,"RHETT, THOMAS",Get Me Some Of That,2013,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,3:08:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,3:15:00 AM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,3:19:00 AM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,3:22:00 AM,"ALAINA, LAUREN/PARDI, JON",Getting Over Him,2020,R,c-,collab,male-female,white,WashingtonDC,B2Bmixed,B2BCombWomen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,3:25:00 AM,"CHESNEY, KENNY",Save It For A Rainy Day,2014,G,c-,solo,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,3:28:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,3:31:00 AM,"YOUNG, BRETT",Here Tonight,2018,G,c-,solo,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,3:35:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,3:42:00 AM,"LANE, CHRIS",Fill Them Boots,2021,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,3:46:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,3:50:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,3:52:00 AM,"LAMBERT, MIRANDA",The House That Built Me,2009,G,c-,solo,women,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,3:56:00 AM,"ALLAN, GARY",Nothing On But The Radio,2003,G,c-,solo,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,4:00:00 AM,"SCOTT, DYLAN",My Girl,2016,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,4:03:00 AM,"RHETT, THOMAS",Country Again,2021,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,4:06:00 AM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,4:10:00 AM,"MCGRAW, TIM",Something Like That,1999,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,4:13:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,4:19:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,4:24:00 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,4:28:00 AM,"CHESNEY, KENNY",Get Along,2018,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,4:31:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,4:34:00 AM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,4:37:00 AM,"PARDI, JON",Dirt On My Boots,2016,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,4:40:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,4:50:00 AM,"CLARK, CALLISTA",It's 'Cause I Am,2021,R,c-,solo,women,white,WashingtonDC,B2Bwomen,B2BCombWomen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,4:54:00 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,4:58:00 AM,"ELDREDGE, BRETT",Drunk On Your Love,2015,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,5:02:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,5:05:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,5:18:00 AM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,5:21:00 AM,"BRYAN, LUKE",Country Girl (Shake It For Me),2011,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,5:25:00 AM,"SWINDELL, COLE",Single Saturday Night,2020,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,5:28:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,5:47:00 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,5:49:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,5:53:00 AM,"COMBS, LUKE",She Got The Best Of Me,2018,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,WMZQ-FM,5:56:00 AM,"CHESNEY, KENNY",Get Along,2018,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,6:06:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,6:10:00 AM,ZAC BROWN BAND,Toes,2008,G,c-,group,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,6:20:00 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,6:26:00 AM,FLORIDA GEORGIA LINE,Long Live,2020,R,c-,duo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,6:37:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,6:48:00 AM,"HUNT, SAM",Break Up In A Small Town,2014,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,6:51:00 AM,"BRYAN, LUKE",Waves,2021,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,6:56:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,7:01:00 AM,BROOKS & DUNN,Brand New Man,1991,G,c-,duo,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,7:02:00 AM,"MELLENCAMP, JOHN C",Jack & Diane,1982,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,7:05:00 AM,"BALLERINI, KELSEA",Love Me Like You Mean It,2014,G,c-,solo,women,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,7:07:00 AM,"UNDERWOOD, CARRIE",Before He Cheats,2005,G,c-,solo,women,white,WashingtonDC,B2Bwomen,B2BCombWomen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,7:08:00 AM,COOLIO,Gangsta's Paradise,1995,G,p-,solo,men,black,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,7:10:00 AM,"MUSGRAVES, KACEY",Follow Your Arrow,2013,G,c-,solo,women,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,7:12:00 AM,USHER/LUDACRIS/LIL JON,Yeah,2003,G,p-,collab,men,black,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,7:26:00 AM,"SWINDELL, COLE",Single Saturday Night,2020,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,7:40:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,7:50:00 AM,ZAC BROWN BAND,Chicken Fried,2008,G,c-,group,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,7:53:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,7:58:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,WashingtonDC,B2Bmixed,B2BCombWomen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,8:05:00 AM,"HUNT, SAM",Kinfolks,2019,G,c-,solo,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,8:18:00 AM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,8:25:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,8:49:00 AM,"REXHA, BEBE/FLORIDA GEORGIA LINE",Meant To Be,2017,G,c-,collab,male-female,white,WashingtonDC,X,B2BCombWomen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,8:52:00 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,8:57:00 AM,"MOON, NIKO",Good Time,2019,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,9:01:00 AM,BROOKS & DUNN,Brand New Man,1991,G,c-,duo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,9:02:00 AM,"MELLENCAMP, JOHN C",Jack & Diane,1982,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,9:05:00 AM,"BALLERINI, KELSEA",Love Me Like You Mean It,2014,G,c-,solo,women,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,9:07:00 AM,"UNDERWOOD, CARRIE",Before He Cheats,2005,G,c-,solo,women,white,WashingtonDC,B2Bwomen,B2BCombWomen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,9:08:00 AM,COOLIO,Gangsta's Paradise,1995,G,p-,solo,men,black,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,9:10:00 AM,"MUSGRAVES, KACEY",Follow Your Arrow,2013,G,c-,solo,women,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,9:11:00 AM,USHER/LUDACRIS/LIL JON,Yeah,2003,G,p-,collab,men,black,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,9:19:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,9:27:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,9:53:00 AM,"COMBS, LUKE",She Got The Best Of Me,2018,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,9:56:00 AM,"BAND PERRY, THE",Better Dig Two,2012,G,c-,trio,male-female,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WMZQ-FM,9:59:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WMZQ-FM,10:02:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WMZQ-FM,10:06:00 AM,"BRYAN, LUKE",Waves,2021,R,c-,solo,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WMZQ-FM,10:19:00 AM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WMZQ-FM,10:23:00 AM,"SHELTON, BLAKE",A Guy With A Girl,2016,G,c-,solo,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WMZQ-FM,10:26:00 AM,"RHETT, THOMAS",Country Again,2021,R,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WMZQ-FM,10:29:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WMZQ-FM,10:33:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WMZQ-FM,10:35:00 AM,"MCGRAW, TIM",Just To See You Smile,1997,G,c-,solo,men,white,WashingtonDC,X,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WMZQ-FM,10:39:00 AM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WMZQ-FM,10:51:00 AM,DAN + SHAY,Glad You Exist,2021,R,c-,duo,men,multiethnic,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WMZQ-FM,10:53:00 AM,"ALDEAN, JASON",Burnin' It Down,2014,G,c-,solo,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WMZQ-FM,10:57:00 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling..,2020,R,c-,collab,men,white,WashingtonDC,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WMZQ-FM,11:00:00 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,WashingtonDC,B2Bmen,B2BCombMen
