date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,b2b_gender
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,2:45 AM,"TILLIS, PAM",Maybe It Was Memphis,1991,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,2:48 AM,MONTGOMERY GENTRY,Gone,2004,G,c-,duo,men,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,2:51 AM,"TRITT, TRAVIS",Here's A Quarter (Call ...),1991,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,2:53 AM,"CARTER, DEANA",Strawberry Wine,1996,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,2:57 AM,"CHESNEY, KENNY/UNCLE KRACKER",When The Sun Goes Down,2004,G,c-,collab,men,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,3:01 AM,LITTLE TEXAS,What Might Have Been,1993,G,c-,group,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,3:05 AM,"UNDERWOOD, CARRIE",Before He Cheats,2005,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,3:08 AM,"CHESNUTT, MARK",It's A Little Too Late,1996,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,3:11 AM,"BRYAN, LUKE",Crash My Party,2013,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,3:18 AM,"MCGRAW, TIM",Don't Take The Girl,1994,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,3:22 AM,"RUCKER, DARIUS",Come Back Song,2010,G,c-,solo,men,black,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,3:26 AM,"OWEN, JAKE",Made For You,2018,R,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,3:30 AM,"PAISLEY, BRAD",Mud On The Tires,2003,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,3:32 AM,"TWAIN, SHANIA",Whose Bed Have Your Boots ...,1994,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,3:36 AM,"WALKER, CLAY",What's It To You,1993,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,3:39 AM,"KEITH, TOBY",I Love This Bar,2003,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,3:45 AM,"BROOKS, GARTH",That Summer,1992,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,3:49 AM,"ZAC BROWN BAND/Buffett, Jimmy",Knee Deep,2010,G,c-,collab,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,3:53 AM,"TRAVIS, RANDY",Hard Rock Bottom Of Your Heart,1989,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,3:56 AM,"YEARWOOD, TRISHA",Walkaway Joe,1992,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,4:01 AM,"LOVELESS, PATTY",I Try To Think About Elvis,1994,G,c-,solo,women,white,Nashville,B2Bwomen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,4:03 AM,"ALLAN, GARY",Watching Airplanes,2007,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,4:06 AM,"HILL, FAITH",This Kiss,1998,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,4:09 AM,"CHURCH, ERIC",Some Of It,2018,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,4:15 AM,"JACKSON, ALAN",Mercury Blues,1993,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,4:18 AM,LADY ANTEBELLUM,American Honey,2009,G,c-,trio,male-female,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,4:22 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Nashville,B2Bmixed
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,4:25 AM,"SHELTON, BLAKE",God Gave Me You,2011,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,4:29 AM,"MONTGOMERY, JOHN MICHAEL",Sold (The Grundy County ...),1995,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,4:31 AM,"OTTO, JAMES",Just Got Started Lovin' You,2007,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,4:35 AM,LITTLE TEXAS,God Blessed Texas,1993,G,c-,group,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,4:38 AM,"VASSAR, PHIL",Just Another Day In Paradise,2000,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,4:45 AM,"STRAIT, GEORGE","Love Without End, Amen",1990,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,4:48 AM,"BENTLEY, DIERKS",Lot Of Leavin' Left To Do,2005,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,4:52 AM,"BLACK, CLINT",A Good Run Of Bad Luck,1994,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,4:55 AM,"PAISLEY, BRAD",We Danced,1999,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,5:02 AM,"YOAKAM, DWIGHT",A Thousand Miles From Nowhere,1993,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,5:06 AM,"CHESNEY, KENNY/Potter, Grace",You And Tequila,2010,G,c-,collab,male-female,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,5:10 AM,BROOKS & DUNN,That Ain't No Way To Go,1994,G,c-,duo,men,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,5:17 AM,"BROWN, KANE",Heaven,2017,G,c-,solo,men,multiethnic,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,5:20 AM,"MCENTIRE, REBA",Is There Life Out There,1992,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,5:24 AM,"ATKINS, RODNEY",Take A Back Road,2011,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,5:27 AM,"MESSINA, JO DEE",I'm Alright,1998,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,5:30 AM,"BRYAN, LUKE",Do I,2009,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,5:34 AM,"JACKSON, ALAN",Gone Country,1994,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,5:37 AM,"ALDEAN, JASON",Lights Come On,2016,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,5:45 AM,"UNDERWOOD, CARRIE",Good Girl,2012,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,5:49 AM,"STRAIT, GEORGE",I Cross My Heart,1992,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",OVN,Cumulus,WSM-FM,5:52 AM,"LYNCH, DUSTIN",Good Girl,2018,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,6:01 AM,RASCAL FLATTS,My Wish,2006,G,c-,trio,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,6:04 AM,"BROOKS, GARTH",The Thunder Rolls,1991,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,6:08 AM,OLD DOMINION,No Such Thing As A Broken...,2017,G,c-,group,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,6:15 AM,"MOON, NIKO",Good Time,2019,R,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,6:18 AM,"YEARWOOD, TRISHA",XXX's And OOO's (An ...),1994,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,6:21 AM,"TURNER, JOSH",Your Man,2005,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,6:24 AM,"AKINS, RHETT",That Ain't My Truck,1994,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,6:28 AM,"HUNT, SAM",Take Your Time,2014,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,6:32 AM,DIAMOND RIO,Love A Little Stronger,1994,G,c-,group,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,6:35 AM,"URBAN, KEITH",Better Life,2004,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,6:45 AM,LONESTAR,Amazed,1999,G,c-,group,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,6:49 AM,SUGARLAND,Baby Girl,2004,G,c-,duo,male-female,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,6:53 AM,"JACKSON, ALAN",Livin' On Love,1994,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,6:59 AM,"STRAIT, GEORGE",Carried Away,1996,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,7:03 AM,"BRYAN, LUKE",Rain Is A Good Thing,2009,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,7:05 AM,"TRAVIS, RANDY",Deeper Than The Holler,1988,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,7:13 AM,"CURRINGTON, BILLY",Hey Girl,2013,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,7:16 AM,"TRITT, TRAVIS",I'm Gonna Be Somebody,1989,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,7:20 AM,"UNDERWOOD, CARRIE",Wasted,2005,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,7:24 AM,BROOKS & DUNN,She's Not The Cheatin' Kind,1994,G,c-,duo,men,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,7:27 AM,"STELL, MATT",Everywhere But On,2019,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,7:31 AM,"MCGRAW, TIM","I Like It, I Love It",1995,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,7:34 AM,"CHESNEY, KENNY",I Go Back,2004,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,7:42 AM,LADY ANTEBELLUM,I Run To You,2008,G,c-,trio,male-female,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,7:46 AM,"TWAIN, SHANIA",You're Still The One,1997,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,7:49 AM,LONESTAR,Walking In Memphis,2003,G,c-,group,men,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,7:53 AM,MADDIE & TAE,Die From A Broken Heart,2018,G,c-,duo,women,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,8:01 AM,"BROOKS, GARTH",Friends In Low Places,1991,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,8:05 AM,"LAMBERT, MIRANDA",Gunpowder & Lead,2007,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,8:08 AM,"DIFFIE, JOE",John Deere Green,1993,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,8:14 AM,"ALDEAN, JASON",Got What I Got,2019,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,8:17 AM,"CHESNUTT, MARK",I Don't Want To Miss A Thing,1998,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,8:20 AM,"PAISLEY, BRAD/Alabama",Old Alabama,2011,G,c-,collab,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,8:25 AM,"KEITH, TOBY",A Little Less Talk And A Lot..,1993,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,8:27 AM,"BRYAN, LUKE","Sunrise, Sunburn, Sunset",2017,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,8:31 AM,"MURPHY, DAVID LEE",Dust On The Bottle,1995,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,8:34 AM,"FLORIDA GEORGIA LINE/MCGRAW, TIM",May We All,2016,G,c-,collab,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,8:38 AM,"BAND PERRY, THE",If I Die Young,2010,G,c-,trio,male-female,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,8:48 AM,"CURRINGTON, BILLY",Let Me Down Easy,2010,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,8:52 AM,BROOKS & DUNN,Brand New Man,1991,G,c-,duo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,8:55 AM,"MCCREERY, SCOTTY",Five More Minutes,2017,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,9:03 AM,ZAC BROWN BAND,Homegrown,2015,G,c-,group,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,9:06 AM,"BYRD, TRACY",Watermelon Crawl,1994,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,9:09 AM,"UNDERWOOD, CARRIE",All-American Girl,2007,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,9:16 AM,"BENTLEY, DIERKS",What Was I Thinkin',2003,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,9:20 AM,DIXIE CHICKS,Wide Open Spaces,1998,G,c-,trio,women,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,9:23 AM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,9:27 AM,"CARPENTER, MARY CHAPIN",Down At The Twist And Shout,1990,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,9:30 AM,"ATKINS, RODNEY",Cleaning This Gun (Come On...),2006,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,9:33 AM,"STRAIT, GEORGE",You Know Me Better Than That,1991,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,9:36 AM,"YEARWOOD, TRISHA",How Do I Live,1997,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,9:46 AM,SAWYER BROWN,Thank God For You,1993,G,c-,group,men,white,Nashville,X
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,9:50 AM,"ALLAN, GARY",Nothing On But The Radio,2003,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,9:53 AM,"JACKSON, ALAN",Chattahoochee,1992,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",AMD,Cumulus,WSM-FM,9:57 AM,"RUCKER, DARIUS",Alright,2008,G,c-,solo,men,black,Nashville,B2Bmen
1/7/22,"Friday, Morris",MID,Cumulus,WSM-FM,10:01 AM,"BERRY, JOHN",Your Love Amazes Me,1993,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",MID,Cumulus,WSM-FM,10:04 AM,LADY ANTEBELLUM,Bartender,2014,G,c-,trio,male-female,white,Nashville,X
1/7/22,"Friday, Morris",MID,Cumulus,WSM-FM,10:07 AM,"YOUNG, CHRIS",Gettin' You Home (The Black..),2008,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",MID,Cumulus,WSM-FM,10:16 AM,"EVANS, SARA",Born To Fly,2000,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",MID,Cumulus,WSM-FM,10:20 AM,"CHESNEY, KENNY",How Forever Feels,1998,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",MID,Cumulus,WSM-FM,10:23 AM,"ELDREDGE, BRETT",Lose My Mind,2015,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",MID,Cumulus,WSM-FM,10:25 AM,"MONTGOMERY, JOHN MICHAEL",Be My Baby Tonight,1994,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",MID,Cumulus,WSM-FM,10:28 AM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",MID,Cumulus,WSM-FM,10:31 AM,"BROOKS, GARTH",If Tomorrow Never Comes,1989,G,c-,solo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",MID,Cumulus,WSM-FM,10:34 AM,BROOKS & DUNN,Play Something Country,2005,G,c-,duo,men,white,Nashville,B2Bmen
1/7/22,"Friday, Morris",MID,Cumulus,WSM-FM,10:44 AM,"HILL, FAITH",The Way You Love Me,2000,G,c-,solo,women,white,Nashville,X
1/7/22,"Friday, Morris",MID,Cumulus,WSM-FM,10:47 AM,"MCGRAW, TIM",Not A Moment Too Soon,1994,G,c-,solo,men,white,Nashville,X
1/7/22,"Friday, Morris",MID,Cumulus,WSM-FM,10:50 AM,"STAPLETON, CHRIS",Tennessee Whiskey,2015,G,c-,solo,men,white,Nashville,B2Bmen
