date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,b2b_gender,b2b_combinedGender
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,2:02 AM,"TWAIN, SHANIA",That Don't Impress Me Much,1997,G,c-,solo,women,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,2:05 AM,"STRAIT, GEORGE",Run,2001,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,2:09 AM,"OWEN, JAKE",Barefoot Blue Jean Night,2011,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,2:12 AM,"MCGRAW, TIM",Something Like That,1999,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,2:15 AM,"SHELTON, BLAKE",God's Country,2019,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,2:18 AM,"TRAVIS, RANDY","Forever And Ever, Amen",1987,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,2:22 AM,"TURNER, JOSH",Your Man,2005,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,2:29 AM,"HILL, FAITH",Breathe,1999,G,c-,solo,women,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,2:33 AM,"BRYAN, LUKE",I Don't Want This Night To End,2011,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,2:37 AM,"CORBIN, EASTON",Little More Country Than That,2009,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,2:39 AM,"ROBISON, CHARLIE",My Hometown,1998,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,2:43 AM,"STAPLETON, CHRIS",Tennessee Whiskey,2015,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,2:47 AM,"CHESNEY, KENNY/UNCLE KRACKER",When The Sun Goes Down,2004,G,c-,collab,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,2:50 AM,"MESSINA, JO DEE",Bye Bye,1997,G,c-,solo,women,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,2:54 AM,ELI YOUNG BAND,Always The Love Songs,2008,G,c-,group,men,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,3:01 AM,"PARDI, JON",Heartache Medication,2019,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,3:04 AM,"STRAIT, GEORGE",Carried Away,1996,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,3:08 AM,"TRITT, TRAVIS",Here's A Quarter (Call ...),1991,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,3:10 AM,"LAMBERT, MIRANDA",Gunpowder & Lead,2007,G,c-,solo,women,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,3:13 AM,NITTY GRITTY DIRT BAND,Fishin' In The Dark,1987,G,c-,group,men,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,3:17 AM,"PAISLEY, BRAD/UNDERWOOD, CARRIE",Remind Me,2011,G,c-,collab,male-female,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,3:21 AM,"KEITH, TOBY",Should've Been A Cowboy,1993,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,3:28 AM,"EVANS, SARA",Suds In The Bucket,2003,G,c-,solo,women,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,3:32 AM,"BYRD, TRACY",I'm From The Country,1998,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,3:35 AM,MIDLAND,Drinkin' Problem,2016,G,c-,trio,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,3:39 AM,"RUCKER, DARIUS",Don't Think I Don't Think...,2008,G,c-,solo,men,black,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,3:42 AM,BROOKS & DUNN,My Next Broken Heart,1991,G,c-,duo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,3:45 AM,"ZAC BROWN BAND/BUFFETT, JIMMY",Knee Deep,2010,G,c-,collab,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,3:48 AM,"KRAUSS, ALISON/UNION STATION",When You Say Nothing At All,1995,G,c-,group,male-female,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,3:52 AM,"GREEN, PAT",Wave On Wave,2003,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,4:00 AM,"BROOKS, GARTH","Two Of A Kind, Working On ...",1991,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,4:02 AM,"STRAIT, GEORGE",You Look So Good In Love,1983,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,4:05 AM,LADY ANTEBELLUM,Downtown,2013,G,c-,trio,male-female,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,4:09 AM,"MCENTIRE, REBA",Is There Life Out There,1992,G,c-,solo,women,white,Austin,X,B2BCombWomen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,4:12 AM,"COMBS, LUKE",Beer Never Broke My Heart,2019,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,4:15 AM,"PARTON, DOLLY",Jolene,1972,G,c-,solo,women,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,4:17 AM,"CHESNEY, KENNY",There Goes My Life,2003,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,4:25 AM,"KEITH, TOBY",Wish I Didn't Know Now,1994,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,4:28 AM,"MONTGOMERY, JOHN MICHAEL",Sold (The Grundy County ...),1995,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,4:30 AM,LITTLE BIG TOWN,Pontoon,2012,G,c-,group,male-female,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,4:34 AM,"PAISLEY, BRAD",I'm Still A Guy,2007,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,4:38 AM,"MCGRAW, TIM",Not A Moment Too Soon,1994,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,4:42 AM,"MOORE, JUSTIN",The Ones That Didn't Make It..,2018,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,4:45 AM,RASCAL FLATTS,These Days,2002,G,c-,trio,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,4:48 AM,"JACKSON, ALAN",Don't Rock The Jukebox,1991,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,4:51 AM,"FOWLER, KEVIN","Beer, Bait And Ammo",2000,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,5:00 AM,"ALDEAN, JASON/LAMBERT, MIRANDA",Drowns The Whiskey,2018,G,c-,collab,male-female,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,5:03 AM,"STRAIT, GEORGE",Give It Away,2006,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,5:07 AM,"TWAIN, SHANIA",Man! I Feel Like A Woman!,1997,G,c-,solo,women,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,5:11 AM,"KEITH, TOBY",Made In America,2011,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,5:14 AM,"CHESNEY, KENNY",Summertime,2005,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,5:17 AM,"LAWRENCE, TRACY",Stars Over Texas,1996,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,5:21 AM,"UNDERWOOD, CARRIE",Undo It,2009,G,c-,solo,women,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,5:29 AM,"NICHOLS, JOE",Brokenheartsville,2002,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,5:32 AM,LITTLE TEXAS,God Blessed Texas,1993,G,c-,group,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,5:35 AM,"COMBS, LUKE",Beautiful Crazy,2017,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,5:38 AM,ZAC BROWN BAND,Chicken Fried,2008,G,c-,group,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,5:42 AM,"MURPHY, DAVID LEE",Dust On The Bottle,1995,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,5:45 AM,"BRYAN, LUKE",Play It Again,2013,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,5:49 AM,"BROOKS, GARTH",Two Pina Coladas,1997,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",OVN,iHeartMedia,KVET-FM,5:52 AM,LITTLE BIG TOWN,Boondocks,2005,G,c-,group,male-female,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,6:02 AM,"STRAIT, GEORGE",The Cowboy Rides Away,1985,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,6:05 AM,"RHETT, THOMAS",Die A Happy Man,2015,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,6:09 AM,SUGARLAND,Baby Girl,2004,G,c-,duo,male-female,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,6:13 AM,"PARDI, JON",Head Over Boots,2015,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,6:17 AM,"CARTER, DEANA",Strawberry Wine,1996,G,c-,solo,women,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,6:22 AM,"PAISLEY, BRAD/ALABAMA",Old Alabama,2011,G,c-,collab,men,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,6:37 AM,"ATKINS, RODNEY",Watching You,2006,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,6:41 AM,"UNDERWOOD, CARRIE",Church Bells,2015,G,c-,solo,women,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,6:45 AM,"ALLAN, GARY",Her Man,1996,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,6:48 AM,"HILL, FAITH",Piece Of My Heart,1993,G,c-,solo,women,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,7:04 AM,"STRAIT, GEORGE",I Saw God Today,2008,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,7:07 AM,"COMBS, LUKE",She Got The Best Of Me,2018,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,7:11 AM,"JACKSON, ALAN",Who's Cheatin' Who,1996,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,7:15 AM,"MCGRAW, TIM",Just To See You Smile,1997,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,7:20 AM,"TURNER, JOSH",Hometown Girl,2016,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,7:23 AM,"PAISLEY, BRAD",We Danced,1999,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,7:37 AM,"WILLIAMS, HANK JR",All My Rowdy Friends Are...,1984,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,7:41 AM,"BENTLEY, DIERKS",Living,2018,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,7:45 AM,"MONTGOMERY, JOHN MICHAEL",I Love The Way You Love Me,1993,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,7:49 AM,"LAMBERT, MIRANDA",Kerosene,2004,G,c-,solo,women,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,7:52 AM,"GILL, VINCE",Don't Let Our Love Start ...,1992,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,8:07 AM,"STRAIT, GEORGE","Love Without End, Amen",1990,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,8:10 AM,"ALDEAN, JASON/KELLY CLARKSON",Don't You Wanna Stay,2010,G,c-,collab,male-female,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,8:14 AM,"ROGERS, RANDY BAND",Kiss Me In The Dark,2006,G,c-,group,men,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,8:19 AM,"CHESNEY, KENNY",How Forever Feels,1998,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,8:23 AM,"SHELTON, BLAKE",God Gave Me You,2011,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,8:37 AM,RASCAL FLATTS,Life Is A Highway,2006,G,c-,trio,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,8:42 AM,"MOORE, JUSTIN",If Heaven Wasn't So Far Away,2011,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,8:46 AM,ALABAMA,I'm In A Hurry (And Don't...),1992,G,c-,group,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,8:49 AM,"ALLAN, GARY",Nothing On But The Radio,2003,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,8:53 AM,"YEARWOOD, TRISHA",XXX's And OOO's (An ...),1994,G,c-,solo,women,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,9:08 AM,"STRAIT, GEORGE",TRUE,1998,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,9:11 AM,"WALLEN, MORGAN",Whiskey Glasses,2016,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,9:16 AM,"JACKSON, ALAN",Livin' On Love,1994,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,9:20 AM,"YOAKAM, DWIGHT",Fast As You,1993,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,9:33 AM,DIXIE CHICKS,Wide Open Spaces,1998,G,c-,trio,women,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,9:38 AM,"YOUNG, CHRIS",Hangin' On,2017,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,9:41 AM,"PAISLEY, BRAD",I'm Gonna Miss Her,2001,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,9:55 AM,"ZAC BROWN BAND/JACKSON, ALAN",As She's Walking Away,2010,G,c-,collab,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,KVET-FM,9:59 AM,"TWAIN, SHANIA",Man! I Feel Like A Woman!,1997,G,c-,solo,women,white,Austin,X,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,10:03 AM,"KETCHUM, HAL",Small Town Saturday Night,1991,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,10:06 AM,"BRYAN, LUKE",Most People Are Good,2017,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,10:10 AM,"STRAIT, GEORGE",Does Fort Worth Ever Cross ...,1984,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,10:13 AM,"HILL, FAITH",The Way You Love Me,2000,G,c-,solo,women,white,Austin,X,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,10:16 AM,"ATKINS, RODNEY",Take A Back Road,2011,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,10:19 AM,"NELSON, WILLIE/JENNINGS, WAYLON",Mammas Don't Let Your Babies..,1978,G,c-,solo,men,indigenous heritage,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,10:21 AM,KID ROCK,Picture,2001,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,10:32 AM,SUGARLAND,Baby Girl,2004,G,c-,duo,male-female,white,Austin,X,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,10:36 AM,"BROOKS, GARTH",Papa Loved Mama,1992,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,10:39 AM,"COMBS, LUKE",One Number Away,2017,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,10:42 AM,LADY ANTEBELLUM,I Run To You,2008,G,c-,trio,male-female,white,Austin,X,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,10:46 AM,BROOKS & DUNN,Boot Scootin' Boogie,1992,G,c-,duo,men,white,Austin,X,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,10:49 AM,"LAMBERT, MIRANDA",White Liar,2009,G,c-,solo,women,white,Austin,X,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,10:53 AM,"MCGRAW, TIM",Where The Green Grass Grows,1997,G,c-,solo,men,white,Austin,X,X
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,11:02 AM,LITTLE TEXAS,God Blessed Texas,1993,G,c-,group,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,11:06 AM,"BRYAN, LUKE","Sunrise, Sunburn, Sunset",2017,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,11:09 AM,"STRAIT, GEORGE",Carrying Your Love With Me,1997,G,c-,solo,men,white,Austin,B2Bmen,B2BCombMen
1/7/22,"Friday, Morris",MID,iHeartMedia,KVET-FM,11:14 AM,SHENANDOAH,"Next To You, Next To Me",1990,G,c-,group,men,white,Austin,B2Bmen,B2BCombMen
