date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,lgbtq,b2b_gender,b2b_combinedGender,b2b_collabGender,b2b_lgbtq,b2b_raceGender
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,3:40:00 PM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,3:43:00 PM,"MCENTIRE, REBA",Fancy,1990,G,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,3:47:00 PM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,3:50:00 PM,"PARMALEE/BROWN, BLANCO",Just The Way,2019,R,c-,collab,men,multiethnic,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,3:53:00 PM,"BRYAN, LUKE",Country On,2022,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,3:57:00 PM,LADY ANTEBELLUM,Downtown,2013,G,c-,trio,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:00:00 PM,"CHESNEY, KENNY/OLD DOMINION",Beer With My…,2022,C,c-,collab,men,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:03:00 PM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:06:00 PM,FLORIDA GEORGIA LINE,Get Your Shine On,2012,G,c-,duo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:09:00 PM,"WALLEN, MORGAN",You Proof,2022,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:11:00 PM,"ALLEN, JIMMIE",Best Shot,2017,G,c-,solo,men,black,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:15:00 PM,"URBAN, KEITH",Who Wouldn't Wanna Be Me,2002,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:18:00 PM,"RHETT, THOMAS/GREEN, RILEY",Half Of Me,2022,R,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:34:00 PM,"SWINDELL, COLE",Single Saturday Night,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:37:00 PM,"BENTLEY, DIERKS",Somewhere On A Beach,2016,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:40:00 PM,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:43:00 PM,"BRYAN, LUKE",That's My Kind Of Night,2013,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:46:00 PM,"COMBS, LUKE",The Kind Of Love We Make,2022,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:49:00 PM,"SHELTON, BLAKE/STEFANI, GWEN",Nobody But You,2019,G,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:52:00 PM,KID ROCK,All Summer Long,2007,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:56:00 PM,"HUNT, SAM",Kinfolks,2019,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:59:00 PM,"STELL, MATT",Everywhere But On,2019,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:02:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:06:00 PM,"JONES, GEORGE",Finally Friday,1993,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:07:00 PM,"OWEN, JAKE",Barefoot Blue Jean Night,2011,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:10:00 PM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:13:00 PM,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:16:00 PM,"RUCKER, DARIUS",If I Told You,2016,G,c-,solo,men,black,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:19:00 PM,PARMALEE,Take My Name,2021,R,c-,group,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:22:00 PM,"LAMBERT, MIRANDA",The House That Built Me,2009,G,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:26:00 PM,"PARDI, JON",Last Night Lonely,2022,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:37:00 PM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling…,2020,R,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:41:00 PM,"HUNT, SAM",House Party,2014,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:44:00 PM,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:47:00 PM,"WALLEN, MORGAN",Whiskey Glasses,2016,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:00:00 PM,"CHESNEY, KENNY/OLD DOMINION",Beer With My…,2022,C,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:03:00 PM,THOMPSON SQUARE,Are You Gonna Kiss Me Or Not,2010,G,c-,duo,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:06:00 PM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:18:00 PM,"BRYAN, LUKE",One Margarita,2020,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:22:00 PM,"YOUNG, CHRIS/TENPENNY, MITCHELL",At The End Of A Bar,2021,R,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:33:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:36:00 PM,"RHETT, THOMAS",Get Me Some Of That,2013,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:39:00 PM,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:43:00 PM,FLORIDA GEORGIA LINE,Long Live,2020,R,c-,duo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:45:00 PM,"CURRINGTON, BILLY",Must Be Doin' Somethin' Right,2005,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:57:00 PM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:01:00 PM,"GILBERT, BRANTLEY",Bottoms Up,2013,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:04:00 PM,"URBAN, KEITH",Brown Eyes Baby,2022,C,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:16:00 PM,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:19:00 PM,"BRYAN, LUKE",Down To One,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:23:00 PM,"TENPENNY, MITCHELL",Truth About You,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:26:00 PM,"CHESNEY, KENNY/UNCLE KRACKER",When The Sun Goes Down,2004,G,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:30:00 PM,"MOORE, JUSTIN",The Ones That Didn't Make It..,2018,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:33:00 PM,"DICKERSON, RUSSELL",Blue Tacoma,2016,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:36:00 PM,"COMBS, LUKE",The Kind Of Love We Make,2022,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:49:00 PM,PARMALEE,Take My Name,2021,R,c-,group,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:51:00 PM,"YOUNG, CHRIS",Hangin' On,2017,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:54:00 PM,"MARLOWE, KAMERON",Giving You Up,2019,C,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:58:00 PM,"BRYAN, LUKE",Country Girl (Shake It For Me),2011,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:02:00 PM,"CHESNEY, KENNY/OLD DOMINION",Beer With My…,2022,C,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:05:00 PM,"HUNT, SAM",Breaking Up Was Easy In The...,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:08:00 PM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:22:00 PM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:25:00 PM,"FLORIDA GEORGIA LINE/MCGRAW, TIM",May We All,2016,G,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:28:00 PM,"PARDI, JON",Last Night Lonely,2022,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:31:00 PM,"RUCKER, DARIUS",Beers And Sunshine,2020,R,c-,solo,men,black,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:34:00 PM,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:38:00 PM,"UNDERWOOD, CARRIE",Blown Away,2012,G,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:41:00 PM,"ALDEAN, JASON",That's What Tequila Does,2021,C,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:53:00 PM,"WALLEN, MORGAN",Chasin' You,2018,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:56:00 PM,OLD DOMINION,Hotel Key,2017,G,c-,group,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:59:00 PM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling…,2020,R,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:03:00 PM,"CHESNEY, KENNY",American Kids,2014,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:06:00 PM,"ANDRESS, INGRID/HUNT, SAM",Wishful Drinking,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:18:00 PM,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:22:00 PM,"MCCREERY, SCOTTY",This Is It,2018,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:26:00 PM,"BRYAN, LUKE",Country On,2022,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:29:00 PM,"NICHOLS, JOE",Brokenheartsville,2002,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:33:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:35:00 PM,"ALDEAN, JASON",Girl Like You,2018,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:39:00 PM,"YOUNG, CHRIS/TENPENNY, MITCHELL",At The End Of A Bar,2021,R,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:50:00 PM,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:53:00 PM,"RHETT, THOMAS",Sixteen,2017,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:56:00 PM,"DICKERSON, RUSSELL/SCOTT, JAKE",She Likes It,2021,R,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:59:00 PM,"BRYAN, LUKE",Roller Coaster,2013,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:03:00 PM,"CHESNEY, KENNY/OLD DOMINION",Beer With My…,2022,C,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:06:00 PM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:09:00 PM,PARMALEE,Take My Name,2021,R,c-,group,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:21:00 PM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:24:00 PM,"STAPLETON, CHRIS",Broken Halos,2016,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:27:00 PM,"COMBS, LUKE",The Kind Of Love We Make,2022,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:30:00 PM,"RODGERS, JAMESON",Some Girls,2017,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:33:00 PM,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:37:00 PM,FLORIDA GEORGIA LINE,This Is How We Roll,2013,G,c-,duo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:41:00 PM,"PEARCE, CARLY",What He Didn't Do,2021,C,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:53:00 PM,"LYNCH, DUSTIN",Ridin' Roads,2019,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:56:00 PM,"SHELTON, BLAKE/STEFANI, GWEN",Nobody But You,2019,G,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:59:00 PM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:02:00 PM,"YOUNG, BRETT",In Case You Didn't Know,2016,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:06:00 PM,OLD DOMINION,No Hard Feelings,2021,R,c-,group,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:16:00 PM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:19:00 PM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:22:00 PM,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:25:00 PM,"UNDERWOOD, CARRIE",Good Girl,2012,G,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:28:00 PM,"STELL, MATT",Man Made,2022,C,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:31:00 PM,"HUNT, SAM",Kinfolks,2019,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:34:00 PM,JELLY ROLL,Son Of A Sinner,2021,C,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:44:00 PM,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:48:00 PM,"DAVIS, JORDAN",Singles You Up,2017,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:51:00 PM,"HUBBARD, TYLER",5 Foot 9,2022,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:54:00 PM,"ALDEAN, JASON",Tattoos On This Town,2010,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
8/26/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:58:00 PM,"PARDI, JON",Last Night Lonely,2022,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
9/30/22,"Friday, regular",OVN,iHeartMedia,WKKT-FM,12:01:00 AM,"JONES, GEORGE",Finally Friday,1993,G,c-,solo,men,white,Charlotte,false,X,X,X,X,X
