date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,lgbtq,b2b_gender,b2b_combinedGender,b2b_collabGender,b2b_lgbtq,b2b_raceGender
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:33:00 PM,"WALLEN, MORGAN",Whiskey Glasses,2016,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:37:00 PM,"ALDEAN, JASON",When She Says Baby,2012,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:39:00 PM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:42:00 PM,FLORIDA GEORGIA LINE,Get Your Shine On,2012,G,c-,duo,men,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:46:00 PM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:49:00 PM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:52:00 PM,"LAMBERT, MIRANDA",The House That Built Me,2009,G,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:55:00 PM,"SWINDELL, COLE",Single Saturday Night,2020,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:59:00 PM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:02:00 PM,"BRYAN, LUKE",I Don't Want This Night To End,2011,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:06:00 PM,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:09:00 PM,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:13:00 PM,"BRICE, LEE",Hard To Love,2012,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:16:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:19:00 PM,"URBAN, KEITH",Somebody Like You,2002,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:23:00 PM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:35:00 PM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:37:00 PM,"BENTLEY, DIERKS",Somewhere On A Beach,2016,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:41:00 PM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:44:00 PM,"STELL, MATT",Everywhere But On,2019,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:47:00 PM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:58:00 PM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:00:00 PM,"MOORE, KIP",Beer Money,2012,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:04:00 PM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:18:00 PM,"SHELTON, BLAKE/STEFANI, GWEN",Nobody But You,2019,G,c-,collab,male-female,white,Charlotte,false,B2Bmixed,B2BCombWomen,B2BCollabWomen,B2BStraight,B2BwhiteMixed
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:21:00 PM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:31:00 PM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling…,2020,R,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:34:00 PM,"RHETT, THOMAS",Die A Happy Man,2015,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:38:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:41:00 PM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:44:00 PM,BROOKS & DUNN,Red Dirt Road,2003,G,c-,duo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:56:00 PM,"BRYAN, LUKE",That's My Kind Of Night,2013,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:59:00 PM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:03:00 PM,"CHURCH, ERIC",Springsteen,2011,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:06:00 PM,"ERNEST/WALLEN, MORGAN",Flower Shops,2022,R,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:19:00 PM,"OWEN, JAKE",Made For You,2018,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:23:00 PM,"BRYAN, LUKE",Knockin' Boots,2019,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:27:00 PM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:30:00 PM,ZAC BROWN BAND,Chicken Fried,2008,G,c-,group,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:33:00 PM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:36:00 PM,"COMBS, LUKE/CHURCH, ERIC",Does To Me,2019,G,c-,collab,men,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:40:00 PM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:52:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:54:00 PM,"HUNT, SAM",Breaking Up Was Easy In The...,2020,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:58:00 PM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:01:00 PM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:05:00 PM,"SCOTT, DYLAN",Nobody,2019,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:07:00 PM,"LAMBERT, MIRANDA",If I Was A Cowboy,2021,R,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:18:00 PM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:22:00 PM,"GILBERT, BRANTLEY",Bottoms Up,2013,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:25:00 PM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:28:00 PM,"BENTLEY, DIERKS",Living,2018,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:32:00 PM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:35:00 PM,"ALDEAN, JASON",Tattoos On This Town,2010,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:39:00 PM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:50:00 PM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:53:00 PM,"CHURCH, ERIC",Some Of It,2018,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:56:00 PM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:00:00 PM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:02:00 PM,"COMBS, LUKE",She Got The Best Of Me,2018,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:05:00 PM,"MOON, NIKO",Paradise To Me,2020,C,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:16:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:20:00 PM,"MCCREERY, SCOTTY",This Is It,2018,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:23:00 PM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:27:00 PM,"CHESNEY, KENNY/UNCLE KRACKER",When The Sun Goes Down,2004,G,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:30:00 PM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:33:00 PM,"LANE, CHRIS","Big, Big Plans",2019,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:36:00 PM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:48:00 PM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:51:00 PM,"ALDEAN, JASON",Girl Like You,2018,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:55:00 PM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:58:00 PM,"RUCKER, DARIUS",Wagon Wheel,2012,G,c-,solo,men,black,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:02:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:05:00 PM,FLORIDA GEORGIA LINE,Long Live,2020,R,c-,duo,men,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:08:00 PM,"BRYAN, LUKE",Up,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:19:00 PM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling…,2020,R,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:23:00 PM,"RAY, MICHAEL",Think A Little Less,2014,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:26:00 PM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:29:00 PM,"DAVIS, JORDAN",Singles You Up,2017,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:32:00 PM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:35:00 PM,"CHURCH, ERIC",Drink In My Hand,2011,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:38:00 PM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:50:00 PM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:53:00 PM,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:56:00 PM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:59:00 PM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:03:00 PM,"BRYAN, LUKE",I See You,2013,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:06:00 PM,HARDY,Give Heaven Some Hell,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:18:00 PM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:21:00 PM,"SHELTON, BLAKE/STEFANI, GWEN",Happy Anywhere,2020,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:24:00 PM,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:28:00 PM,KID ROCK,All Summer Long,2007,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:31:00 PM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:34:00 PM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:37:00 PM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:46:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:50:00 PM,"DICKERSON, RUSSELL",Blue Tacoma,2016,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:53:00 PM,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
2/25/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:56:00 PM,"COMBS, LUKE",When It Rains It Pours,2017,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
3/25/22,"Friday, regular",OVN,iHeartMedia,WKKT-FM,12:01:00 AM,"JONES, GEORGE",Finally Friday,1993,G,c-,solo,men,white,Charlotte,false,X,X,X,X,X
3/25/22,"Friday, regular",OVN,iHeartMedia,WKKT-FM,12:03:00 AM,"BARRETT, GABBY",The Good Ones,2019,R,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
3/25/22,"Friday, regular",OVN,iHeartMedia,WKKT-FM,12:07:00 AM,"BRYAN, LUKE",Knockin' Boots,2019,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
3/25/22,"Friday, regular",OVN,iHeartMedia,WKKT-FM,12:10:00 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Charlotte,false,X,X,X,B2BStraight,X
3/25/22,"Friday, regular",OVN,iHeartMedia,WKKT-FM,12:21:00 AM,"CHESNEY, KENNY",Everyone She Knows,2020,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
3/25/22,"Friday, regular",OVN,iHeartMedia,WKKT-FM,12:24:00 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
3/25/22,"Friday, regular",OVN,iHeartMedia,WKKT-FM,12:28:00 AM,"BROWN, KANE",Lose It,2018,G,c-,solo,men,multiethnic,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
3/25/22,"Friday, regular",OVN,iHeartMedia,WKKT-FM,12:30:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
3/25/22,"Friday, regular",OVN,iHeartMedia,WKKT-FM,12:33:00 AM,"CHESNEY, KENNY",Save It For A Rainy Day,2014,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
3/25/22,"Friday, regular",OVN,iHeartMedia,WKKT-FM,12:36:00 AM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
3/25/22,"Friday, regular",OVN,iHeartMedia,WKKT-FM,12:39:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
3/25/22,"Friday, regular",OVN,iHeartMedia,WKKT-FM,12:47:00 AM,"ASHTON, KASSI",Dates In Pickup Trucks,2022,C,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
3/25/22,"Friday, regular",OVN,iHeartMedia,WKKT-FM,12:50:00 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
3/25/22,"Friday, regular",OVN,iHeartMedia,WKKT-FM,12:54:00 AM,"SHELTON, BLAKE",A Guy With A Girl,2016,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
3/25/22,"Friday, regular",OVN,iHeartMedia,WKKT-FM,12:57:00 AM,"ANDRESS, INGRID",More Hearts Than Mine,2019,G,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
3/25/22,"Friday, regular",OVN,iHeartMedia,WKKT-FM,1:01:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Charlotte,false,X,B2BCombWomen,B2BCollabWomen,B2BStraight,X
