date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,lgbtq,b2b_gender,b2b_combinedGender,b2b_collabGender,b2b_lgbtq,b2b_raceGender
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,3:04:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,3:07:00 AM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,3:17:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,3:20:00 AM,"STELL, MATT",Everywhere But On,2019,G,c-,solo,men,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,3:23:00 AM,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,3:26:00 AM,"RODGERS, JAMESON",Some Girls,2017,G,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,3:29:00 AM,"ALAINA, LAUREN/PARDI, JON",Getting Over Him,2020,R,c-,collab,male-female,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,3:32:00 AM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,3:35:00 AM,"SWIFT, TAYLOR",I Bet You Think About Me,2021,C,c-,solo,women,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,3:42:00 AM,"PAISLEY, BRAD",River Bank,2014,G,c-,solo,men,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,3:46:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,3:49:00 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,3:53:00 AM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,3:56:00 AM,"COMBS, LUKE",When It Rains It Pours,2017,G,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,4:00:00 AM,"CHURCH, ERIC",Hell Of A View,2020,R,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,4:03:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,4:06:00 AM,"BROWN, KANE",Good As You,2018,G,c-,solo,men,multiethnic,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BPOCMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,4:13:00 AM,"MCGRAW, TIM",Something Like That,1999,G,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,4:16:00 AM,"KEITH, TOBY",Old School,2021,C,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,4:20:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,4:23:00 AM,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,4:27:00 AM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,4:30:00 AM,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,4:33:00 AM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,4:36:00 AM,"UNDERWOOD, CARRIE",Church Bells,2015,G,c-,solo,women,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,4:39:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Dallas,false,X,B2BCombWomen,B2BCollabWomen,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,4:45:00 AM,"CHESNUTT, MARK",Old Flames Have New Names,1992,G,c-,solo,men,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,4:50:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,4:54:00 AM,"ARTS, TENILLE","Back Then, Right Now",2021,R,c-,solo,women,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,4:57:00 AM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,Dallas,false,X,B2BCombWomen,B2BCollabWomen,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,5:00:00 AM,BROOKS & DUNN,Ain't Nothing 'Bout You,2001,G,c-,duo,men,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,5:03:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,5:07:00 AM,MONTGOMERY GENTRY,Where I Come From,2011,G,c-,duo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,5:13:00 AM,"WALKER, CLAY",Live Until I Die,1993,G,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,5:16:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,5:20:00 AM,"CHESNEY, KENNY/UNCLE KRACKER",When The Sun Goes Down,2004,G,c-,collab,men,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,5:26:00 AM,"PARKER, DREW",While You're Gone,2020,R,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,5:30:00 AM,SAWYER BROWN,Some Girls Do,1992,G,c-,group,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,5:33:00 AM,"YOUNG, CHRIS",Raised On Country,2019,G,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,5:43:00 AM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,5:46:00 AM,"RUCKER, DARIUS",Alright,2008,G,c-,solo,men,black,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,5:50:00 AM,"URBAN, KEITH",Better Life,2004,G,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
1/7/22,"Friday, Morris",OVN,Cumulus,KPLX-FM,5:53:00 AM,LOCASH,I Love This Life,2014,G,c-,duo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,6:03:00 AM,"ALDEAN, JASON",My Kinda Party,2010,G,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,6:07:00 AM,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,6:10:00 AM,DIXIE CHICKS,Ready To Run,1999,G,c-,trio,women,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,6:23:00 AM,"ALLAN, GARY",Watching Airplanes,2007,G,c-,solo,men,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,6:27:00 AM,"BLOCK, PRISCILLA",Just About Over You,2020,R,c-,solo,women,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,6:30:00 AM,"JACKSON, ALAN",Chasin' That Neon Rainbow,1990,G,c-,solo,men,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,6:33:00 AM,"BRYAN, LUKE",I Don't Want This Night To End,2011,G,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,6:45:00 AM,"NICHOLS, JOE",Sunny And 75,2013,G,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,6:48:00 AM,"SCOTT, DYLAN",Hooked,2017,G,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,6:51:00 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,6:54:00 AM,"ANDREWS, JESSICA",Who I Am,2000,G,c-,solo,women,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,7:05:00 AM,"CHURCH, ERIC",Drink In My Hand,2011,G,c-,solo,men,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,7:08:00 AM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,7:20:00 AM,"SHELTON, BLAKE",Ol' Red,2001,G,c-,solo,men,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,7:23:00 AM,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,7:26:00 AM,"MURPHY, DAVID LEE",Party Crowd,1995,G,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,7:30:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,7:32:00 AM,"RAY, MICHAEL",Kiss You In The Morning,2014,G,c-,solo,men,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,7:44:00 AM,"OWEN, JAKE",Homemade,2019,G,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,7:47:00 AM,"LAMBERT, MIRANDA",White Liar,2009,G,c-,solo,women,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,7:50:00 AM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,8:00:00 AM,"UNDERWOOD, CARRIE",Church Bells,2015,G,c-,solo,women,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,8:03:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,Dallas,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,8:06:00 AM,"WALKER, CLAY",What's It To You,1993,G,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,8:17:00 AM,"CAGLE, CHRIS",Laredo,2000,G,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,8:21:00 AM,"BRYAN, LUKE",Waves,2021,R,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,8:25:00 AM,"TRAVIS, RANDY","Forever And Ever, Amen",1987,G,c-,solo,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,Cumulus,KPLX-FM,8:28:00 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling…,2020,R,c-,collab,men,white,Dallas,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
